,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,shw41,Sat 23 May 2020 ,باتنة,باتنة,Algeria ,After sunset,clear,clear,Photographed,not seen,not seen,not sought,seen
1,shw41,Sat 23 May 2020 ,بني يزقن,غرداية,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
2,shw41,Sat 23 May 2020 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
3,shw41,Sat 23 May 2020 ,معسكر,معسكر ,Algeria ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
4,shw41,Sat 23 May 2020 ,الكويف,تبسة,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
5,shw41,Sat 23 May 2020 ,Sydney,NSW,Australia ,After sunset,totally cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
6,shw41,Sat 23 May 2020 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,clear,Photographed,not seen,not sought,not seen,seen
7,shw41,Sat 23 May 2020 ,عيسى,الجنوبية,Bahrain ,After sunset,clear,clear,Photographed,not seen,not sought,not seen,seen
8,shw41,Sat 23 May 2020 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
9,shw41,Sat 23 May 2020 ,Jerudong,Brunei,Brunei Darussalam ,After sunset,partly cloudy,clear,Seen,not seen,not seen,seen,not sought
10,shw41,Sat 23 May 2020 ,تورونتو,تورونتو,Canada ,After sunset,clear,clear,Seen,seen,not sought,seen,not sought
11,shw41,Sat 23 May 2020 ,Cali,Valle del Cauca,Colombia ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
12,shw41,Sat 23 May 2020 ,الأسكندريه,الأسكندريه,Egypt ,After sunset,partly cloudy,superb,Not Seen,not seen,not sought,not sought,not sought
13,shw41,Sat 23 May 2020 ,Munich,Bavaria,Germany ,Before sunset,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
14,shw41,Sat 23 May 2020 ,Surakarta,Central Java,Indonesia ,After sunset,clear,clear,Photographed,not seen,not seen,not seen,seen
15,shw41,Sat 23 May 2020 ,Surakarta,Central Java,Indonesia ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
16,shw41,Sat 23 May 2020 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Seen,not sought,seen,not sought,not sought
17,shw41,Sat 23 May 2020 ,البلديات,بغداد,Iraq ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
