,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,raj42,Fri 12 February 2021 ,الكويف,تبسة,Algeria ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
1,raj42,Fri 12 February 2021 ,حاسي بحبح,الجلفة,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
2,raj42,Fri 12 February 2021 ,كوينين,الوادي,Algeria ,After sunset,clear,superb,Seen,seen,seen,not sought,not sought
3,raj42,Fri 12 February 2021 ,Sydney,NSW,Australia ,After sunset,totally cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
4,raj42,Fri 12 February 2021 ,عيسى,الجنوبية,Bahrain ,After sunset,partly cloudy,clear,Photographed,not sought,not sought,not seen,seen
5,raj42,Fri 12 February 2021 ,عيسى,الجنوبية,Bahrain ,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not seen,seen
6,raj42,Fri 12 February 2021 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
7,raj42,Fri 12 February 2021 ,الجيزة,الجيزة,Egypt ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
8,raj42,Fri 12 February 2021 ,Medan,Sumatera Utara,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not sought
9,raj42,Fri 12 February 2021 ,Surakarta,Central Java,Indonesia ,After sunset,totally cloudy,very hazy,Seen by others,not seen,not sought,not sought,not sought
10,raj42,Fri 12 February 2021 ,قم,قم,Iran ,After sunset,clear,clear,Seen by others,not seen,seen,not sought,not sought
11,raj42,Fri 12 February 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Seen,not seen,seen,not sought,not sought
12,raj42,Fri 12 February 2021 ,الزرقاء,الزرقاء,Jordan ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
13,raj42,Fri 12 February 2021 ,Telok Kemang Observatory,Negeri Sembilan,Malaysia ,After sunset,partly cloudy,clear,Photographed,not seen,not sought,not seen,seen
14,raj42,Fri 12 February 2021 ,طنجة,طنجة,Morocco ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
15,raj42,Fri 12 February 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,clear,clear,Not Seen,not seen,not seen,not sought,not sought
16,raj42,Fri 12 February 2021 ,أملج ,أملج ,Saudi Arabia ,Before sunset,clear,clear,Photographed,not sought,not sought,not seen,seen
17,raj42,Fri 12 February 2021 ,madina,Sewerqia,Saudi Arabia ,Before sunset,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
18,raj42,Fri 12 February 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
19,raj42,Fri 12 February 2021 ,Blacksburg,Virginia,United States ,After sunset,totally cloudy,very hazy,Not Seen,not sought,not sought,not sought,not sought
20,raj42,Fri 12 February 2021 ,لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
21,raj42,Sat 13 February 2021 ,الصدر,بغداد,Iraq ,Before sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
22,raj42,Sat 13 February 2021 ,الصدر,بغداد,Iraq ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
23,raj42,Sat 13 February 2021 ,بنسليمان ,بنسليمان,Morocco ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
24,raj42,Sat 13 February 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
25,raj42,Sat 13 February 2021 ,York,North Yorkshire,United Kingdom ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
26,raj42,Wed 10 February 2021 ,Semenyih,Selangor,Malaysia ,Before sunrise,partly cloudy,clear,Seen,seen,seen,seen,not sought
27,raj42,Wed 10 February 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,partly cloudy,clear,Seen,seen,seen,not sought,not sought
28,raj42,Thu 11 February 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
29,raj42,Thu 11 February 2021 ,Ponorogo,Jawa Timur,Indonesia ,After sunrise,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
30,raj42,Thu 11 February 2021 ,Abu Dhabi,Abu Dhabi,Indonesia ,After sunrise,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
