,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,rat42,Sun 15 November 2020 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,very hazy,Not Seen,not sought,not sought,not sought,not sought
1,rat42,Sun 15 November 2020 ,المدية,المدية,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
2,rat42,Sun 15 November 2020 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
3,rat42,Sun 15 November 2020 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Not Seen,not sought,not seen,not sought,not sought
4,rat42,Sun 15 November 2020 ,الناظور,الشرق,Morocco ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not seen,not seen
5,rat42,Sun 15 November 2020 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
6,rat42,Sun 15 November 2020 ,بنسليمان ,بنسليمان,Morocco ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
7,rat42,Sun 15 November 2020 ,تاوريرت, تاوريرت,Morocco ,After sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
8,rat42,Sun 15 November 2020 ,المدينة المنورة,المدينة المنورة,Saudi Arabia ,After sunset,clear,clear,Not Seen,not seen,not seen,not sought,not sought
9,rat42,Mon 16 November 2020 ,المدية,المدية,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
10,rat42,Mon 16 November 2020 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
11,rat42,Mon 16 November 2020 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
12,rat42,Mon 16 November 2020 ,Accra,Greater Accra,Ghana ,After sunset,totally cloudy,very hazy,Seen by others,seen,not sought,not sought,not sought
13,rat42,Mon 16 November 2020 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,very hazy,Seen by others,not seen,not seen,not seen,not sought
14,rat42,Mon 16 November 2020 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
15,rat42,Mon 16 November 2020 ,الزرقاء,الزرقاء,Jordan ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
16,rat42,Mon 16 November 2020 ,اربد,اربد,Jordan ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
17,rat42,Mon 16 November 2020 ,بنسليمان ,بنسليمان,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
18,rat42,Mon 16 November 2020 ,طنجة,طنجة,Morocco ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
19,rat42,Mon 16 November 2020 ,كاتماندو,باغمتي,Nepal ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
20,rat42,Mon 16 November 2020 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
21,rat42,Mon 16 November 2020 ,الأحساء,الهفوف,Saudi Arabia ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
22,rat42,Mon 16 November 2020 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
23,rat42,Mon 16 November 2020 ,Blacksburg,Virginia,United States ,Before sunset,clear,hazy,Seen,seen,seen,not sought,not sought
24,rat42,Sat 14 November 2020 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
25,rat42,Sat 14 November 2020 ,Ponorogo,Jawa Timur,Indonesia ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
26,rat42,Sat 14 November 2020 ,إربد,إربد,Jordan ,Before sunrise,partly cloudy,clear,Seen,seen,seen,not sought,not sought
27,rat42,Sat 14 November 2020 ,الزرقاء,الزرقاء,Jordan ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
28,rat42,Sat 14 November 2020 ,Jasin,Malacca,Malaysia ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
29,rat42,Sat 14 November 2020 ,Semenyih,Selangor,Malaysia ,Before sunrise,partly cloudy,clear,Seen,seen,seen,not sought,not sought
30,rat42,Sat 14 November 2020 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
31,rat42,Sat 14 November 2020 ,Blacksburg,Virginia,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
