,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,kea42,Thu 10 June 2021 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
1,kea42,Thu 10 June 2021 ,Ehingen,Bavaria,Germany ,Before sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not seen
2,kea42,Thu 10 June 2021 ,Accra,Greater Accra,Ghana ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
3,kea42,Thu 10 June 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,clear,Not Seen,not sought,not seen,not sought,not sought
4,kea42,Thu 10 June 2021 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
5,kea42,Thu 10 June 2021 ,الرياض,الرياض,Saudi Arabia ,After sunset,clear,clear,Not Seen,not seen,not seen,not seen,not sought
6,kea42,Thu 10 June 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
7,kea42,Thu 10 June 2021 ,دبي,دبي,United Arab Emirates ,After sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not sought
8,kea42,Fri 11 June 2021 ,باتنة,باتنة,Algeria ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
9,kea42,Fri 11 June 2021 ,جبل عبد الدائم - بني يزجن,ولاية غرداية,Algeria ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
10,kea42,Fri 11 June 2021 ,ڨمار,وادي سوف,Algeria ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
11,kea42,Fri 11 June 2021 ,الكويف,تبسة,Algeria ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
12,kea42,Fri 11 June 2021 ,سطيف,سطيف,Algeria ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
13,kea42,Fri 11 June 2021 ,كوينين,الوادي,Algeria ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
14,kea42,Fri 11 June 2021 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
15,kea42,Fri 11 June 2021 ,القاهرة ,القاهرة ,Egypt ,After sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not sought
16,kea42,Fri 11 June 2021 ,Munich,Bavaria,Germany ,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
17,kea42,Fri 11 June 2021 ,Munich,Bavaria,Germany ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
18,kea42,Fri 11 June 2021 ,Accra,Greater Accra,Ghana ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
19,kea42,Fri 11 June 2021 ,Debrecen,Hajdú-Bihar,Hungary ,After sunset,partly cloudy,clear,Seen,seen,seen,seen,seen
20,kea42,Fri 11 June 2021 ,Bikacs,Tolna,Hungary ,After sunset,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
21,kea42,Fri 11 June 2021 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
22,kea42,Fri 11 June 2021 ,Medan,North Sumatra ,Indonesia ,Before sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
23,kea42,Fri 11 June 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
24,kea42,Fri 11 June 2021 ,البصرة,البصرة,Iraq ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
25,kea42,Fri 11 June 2021 ,إربد,إربد,Jordan ,After sunset,clear,clear,Seen,seen,seen,not sought,seen
26,kea42,Fri 11 June 2021 ,Telok Kemang Observatory,Negeri Sembilan,Malaysia ,After sunset,partly cloudy,hazy,Seen,not seen,not sought,seen,seen
27,kea42,Fri 11 June 2021 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
28,kea42,Fri 11 June 2021 ,بنسليمان ,بنسليمان,Morocco ,After sunset,totally cloudy,very hazy,Seen by others,not seen,not sought,not sought,not sought
29,kea42,Fri 11 June 2021 ,Kathmandu,Bagmati,Nepal ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
30,kea42,Fri 11 June 2021 ,Daressalaam,Tanzania,Tanzania ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
31,kea42,Fri 11 June 2021 ,المهدية,المهدية,Tunisia ,After sunset,clear,clear,Seen,seen,seen,not sought,seen
32,kea42,Fri 11 June 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,clear,hazy,Not Seen,not seen,not sought,not seen,not sought
33,kea42,Fri 11 June 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
34,kea42,Fri 11 June 2021 ,Dubai,Dubai,United Arab Emirates ,After sunset,clear,hazy,Seen,not seen,not sought,seen,not sought
35,kea42,Wed 09 June 2021 ,ڨمار,وادي سوف ,Algeria ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
36,kea42,Wed 09 June 2021 ,Munich,Bavaria,Germany ,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
37,kea42,Wed 09 June 2021 ,Surakarta,Central Java,Indonesia ,After sunrise,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
38,kea42,Wed 09 June 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,very hazy,Not Seen,not seen,not seen,not seen,not seen
39,kea42,Wed 09 June 2021 ,إربد,إربد,Jordan ,After sunrise,clear,superb,Photographed,not sought,not sought,not sought,seen
40,kea42,Wed 09 June 2021 ,طنجة,طنجة,Morocco ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
41,kea42,Wed 09 June 2021 ,المدينة المنورة,المدينة المنورة,Saudi Arabia ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
42,kea42,Wed 09 June 2021 ,الإمارات ,دبي,United Arab Emirates ,Before sunrise,totally cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
43,kea42,Thu 10 June 2021 ,‏سالم Salem,‏ماساتشوستس Massachusetts,United Arab Emirates ,After sunrise,partly cloudy,clear,Not Seen,not sought,not sought,not seen,not sought
