,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,jut42,Wed 13 January 2021 ,قمار,الوادي,Algeria ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
1,jut42,Wed 13 January 2021 ,كوينين,الوادي,Algeria ,After sunset,clear,superb,Not Seen,not seen,not seen,not sought,not sought
2,jut42,Wed 13 January 2021 ,حاسي بحبح ,الجلفة ,Algeria ,After sunset,clear,superb,Not Seen,not sought,not sought,not sought,not sought
3,jut42,Wed 13 January 2021 ,Sydney,NSW,Australia ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
4,jut42,Wed 13 January 2021 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
5,jut42,Wed 13 January 2021 ,صفط اللبن,الجيزة,Egypt ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
6,jut42,Wed 13 January 2021 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
7,jut42,Wed 13 January 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Not Seen,not sought,not seen,not sought,not sought
8,jut42,Wed 13 January 2021 ,قم,قم,Iran ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
9,jut42,Wed 13 January 2021 ,تاوريرت, تاوريرت,Morocco ,After sunset,clear,superb,Not Seen,not sought,not sought,not sought,not sought
10,jut42,Wed 13 January 2021 ,الناظور,الشرق,Morocco ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
11,jut42,Wed 13 January 2021 ,طنجة,طنجة,Morocco ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
12,jut42,Wed 13 January 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
13,jut42,Wed 13 January 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not seen
14,jut42,Wed 13 January 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,clear,Not Seen,not sought,not seen,not sought,not sought
15,jut42,Wed 13 January 2021 ,Tucson,AZ,United States ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not seen,not sought
16,jut42,Thu 14 January 2021 ,الوادي,قمار,Algeria ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
17,jut42,Thu 14 January 2021 ,حاسي بحبح ,الجلفة,Algeria ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
18,jut42,Thu 14 January 2021 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,superb,Photographed,not sought,not sought,not seen,seen
19,jut42,Thu 14 January 2021 ,عيسى,الجنوبة,Bahrain ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
20,jut42,Thu 14 January 2021 ,Dhaka,Dhaka,Bangladesh ,After sunset,partly cloudy,hazy,Seen by others,seen,not sought,not sought,not sought
21,jut42,Thu 14 January 2021 ,صفط اللبن,الجيزة,Egypt ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
22,jut42,Thu 14 January 2021 ,Tengelic,Tolna,Hungary ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
23,jut42,Thu 14 January 2021 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
24,jut42,Thu 14 January 2021 ,Semenyih,Selangor,Malaysia ,After sunset,totally cloudy,superb,Seen,not seen,not seen,seen,not sought
25,jut42,Thu 14 January 2021 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
26,jut42,Thu 14 January 2021 ,Kathmandu,Bagmati,Nepal ,After sunset,totally cloudy,very hazy,Seen by others,not seen,not sought,not sought,not sought
27,jut42,Thu 14 January 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
28,jut42,Thu 14 January 2021 ,السويرقيه,مهد الذهب,Saudi Arabia ,Before sunset,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
29,jut42,Thu 14 January 2021 ,الهفوف,الأحساء,Saudi Arabia ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
30,jut42,Thu 14 January 2021 ,Blacksburg,Virginia,United States ,Before sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
31,jut42,Tue 12 January 2021 ,كوينين,الوادي,Algeria ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
32,jut42,Tue 12 January 2021 ,صفط اللبن,الجيزة,Egypt ,Before sunrise,totally cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
33,jut42,Tue 12 January 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
34,jut42,Tue 12 January 2021 ,المدينة المنورة,المدينة المنورة ,Indonesia ,Before sunrise,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
