,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,jua43,Sat 04 December 2021 ,قمار,الوادي,Algeria ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
1,jua43,Sat 04 December 2021 ,LAKEMBA,NSW,Australia ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
2,jua43,Sat 04 December 2021 ,Accra,Greater Accra,Ghana ,After sunset,clear,clear,Not Seen,not sought,not sought,not sought,not sought
3,jua43,Sat 04 December 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
4,jua43,Sat 04 December 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
5,jua43,Sat 04 December 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
6,jua43,Sun 05 December 2021 ,الكويف,تبسة,Algeria ,After sunset,partly cloudy,very hazy,Seen,seen,not sought,not sought,seen
7,jua43,Sun 05 December 2021 ,كوينين,الوادي,Algeria ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
8,jua43,Sun 05 December 2021 ,Brisbane,Queensland,Australia ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
9,jua43,Sun 05 December 2021 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,superb,Photographed,not sought,not sought,not sought,seen
10,jua43,Sun 05 December 2021 ,القاهرة,القاهرة,Egypt ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
11,jua43,Sun 05 December 2021 ,Surakarta,Central Java,Indonesia ,After sunset,totally cloudy,very hazy,Seen by others,not seen,not seen,not seen,not seen
12,jua43,Sun 05 December 2021 ,Shahreza,Isfahan,Iran ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
13,jua43,Sun 05 December 2021 ,عمّان,عمّان,Jordan ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not seen
14,jua43,Sun 05 December 2021 ,Irbid,إربد,Jordan ,After sunset,partly cloudy,clear,Seen,not seen,not sought,seen,not sought
15,jua43,Sun 05 December 2021 ,Telok Kemang Observatory,Negeri Sembilan,Malaysia ,After sunset,totally cloudy,hazy,Seen by others,not seen,not seen,not seen,not seen
16,jua43,Sun 05 December 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
17,jua43,Sun 05 December 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
18,jua43,Sun 05 December 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
19,jua43,Sun 05 December 2021 ,دبي,دبي,United Arab Emirates ,After sunset,clear,clear,Seen,seen,seen,seen,seen
20,jua43,Sun 05 December 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
21,jua43,Fri 03 December 2021 ,الكويف,تبسة,Algeria ,After sunrise,clear,clear,Seen,seen,not sought,not sought,seen
22,jua43,Fri 03 December 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
23,jua43,Fri 03 December 2021 ,irbid,إربد,Jordan ,After sunrise,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
24,jua43,Fri 03 December 2021 ,الزرقاء,الزرقاء,Jordan ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,seen
25,jua43,Fri 03 December 2021 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
26,jua43,Fri 03 December 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
27,jua43,Fri 03 December 2021 ,Makkah,Makkah,Saudi Arabia ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,seen
28,jua43,Fri 03 December 2021 ,Dubai,Dubai,United Arab Emirates ,Before sunrise,clear,clear,Seen,seen,seen,seen,seen
29,jua43,Sat 04 December 2021 ,ديربلوط,سلفيت,United Arab Emirates ,After sunrise,partly cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
