,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,saf43,Tue 07 September 2021 ,الكويف,تبسة,Algeria ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
1,saf43,Tue 07 September 2021 ,حاسي بحبح,الجلفة,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
2,saf43,Tue 07 September 2021 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
3,saf43,Tue 07 September 2021 ,قمار,الوادي,Algeria ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
4,saf43,Tue 07 September 2021 ,سدني,New South Wales,Australia ,After sunset,clear,clear,Not Seen,not sought,not seen,not sought,not sought
5,saf43,Tue 07 September 2021 ,عيسى,الجنوبية,Bahrain ,After sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
6,saf43,Tue 07 September 2021 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
7,saf43,Tue 07 September 2021 ,Medan,North Sumatera,Indonesia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
8,saf43,Tue 07 September 2021 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not seen,not sought
9,saf43,Tue 07 September 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,clear,Seen,not sought,seen,not sought,not sought
10,saf43,Tue 07 September 2021 ,قم,قم,Iran ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
11,saf43,Tue 07 September 2021 ,مدينة الصدر ,بغداد,Iraq ,After sunset,clear,clear,Not Seen,not seen,not seen,not sought,not sought
12,saf43,Tue 07 September 2021 ,irbid,إربد,Jordan ,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
13,saf43,Tue 07 September 2021 ,انواكشوط ,انواكشوط ,Mauritania ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
14,saf43,Tue 07 September 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
15,saf43,Tue 07 September 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
16,saf43,Tue 07 September 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
17,saf43,Tue 07 September 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
18,saf43,Tue 07 September 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not sought
19,saf43,Tue 07 September 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,After sunset,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
20,saf43,Tue 07 September 2021 ,York,North Yorkshire,United Kingdom ,After sunset,clear,clear,Not Seen,not seen,not seen,not sought,not sought
21,saf43,Tue 07 September 2021 ,‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,clear,superb,Seen,not seen,seen,seen,not sought
22,saf43,Tue 07 September 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,very hazy,Not Seen,not sought,not seen,not sought,not sought
23,saf43,Wed 08 September 2021 ,Dhaka,Dhaka,Bangladesh ,After sunset,partly cloudy,superb,Seen,seen,not sought,not sought,not sought
24,saf43,Wed 08 September 2021 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
25,saf43,Wed 08 September 2021 ,DOUALA,Littoral ,Cameroon ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
26,saf43,Wed 08 September 2021 ,القاهرة ,القاهرة,Egypt ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
27,saf43,Wed 08 September 2021 ,الصدر,بغداد,Iraq ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
28,saf43,Wed 08 September 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
29,saf43,Wed 08 September 2021 ,الهفوف,الأحساء,Saudi Arabia ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
30,saf43,Wed 08 September 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,partly cloudy,clear,Seen,seen,not sought,seen,not sought
31,saf43,Wed 08 September 2021 ,دبي,Dubai,United Arab Emirates ,After sunset,partly cloudy,hazy,Seen,seen,not sought,seen,seen
32,saf43,Wed 08 September 2021 ,York,North Yorkshire,United Kingdom ,After sunset,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
33,saf43,Wed 08 September 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,very hazy,Seen,seen,seen,not sought,not sought
34,saf43,Sun 05 September 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
35,saf43,Sun 05 September 2021 ,ديربلوط,سلفيت,Palestine ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
36,saf43,Sun 05 September 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
37,saf43,Sun 05 September 2021 ,الإمارات ,دبي,United Arab Emirates ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
38,saf43,Mon 06 September 2021 ,كوينين,الوادي,Algeria ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
39,saf43,Mon 06 September 2021 ,عيسى,الجنوبية,Bahrain ,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
40,saf43,Mon 06 September 2021 ,Debrecen,Hajdú-Bihar,Hungary ,Before sunrise,clear,superb,Seen,seen,seen,seen,seen
41,saf43,Mon 06 September 2021 ,irbid,إربد,Jordan ,Before sunrise,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
42,saf43,Mon 06 September 2021 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
43,saf43,Mon 06 September 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
44,saf43,Mon 06 September 2021 ,دبي,Dubai,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,not seen,not sought,seen,seen
45,saf43,Mon 06 September 2021 ,الإمارات ,دبي,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not sought
46,saf43,Mon 06 September 2021 ,Abu Dhabi,Abu Dhabi,Saudi Arabia ,After sunrise,clear,hazy,Photographed,not sought,not sought,not sought,seen
