,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,raa45,Fri 15 September 2023 ,Sydney,NSW,Australia ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
1,raa45,Fri 15 September 2023 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
2,raa45,Fri 15 September 2023 ,Medan,North Sumatera,Indonesia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
3,raa45,Fri 15 September 2023 ,Shahreza,Isfahan,Iran ,After sunset,clear,clear,Not Seen,not sought,not seen,not sought,not sought
4,raa45,Fri 15 September 2023 , انواكشوط , انواكشوظ الغربية,Mauritania ,Before sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
5,raa45,Fri 15 September 2023 ,طنجة,طنجة,Morocco ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not seen
6,raa45,Fri 15 September 2023 ,Kaduna ,Kaduna ,Nigeria ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
7,raa45,Fri 15 September 2023 ,Al-Khoudh,Muscat,Oman ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
8,raa45,Fri 15 September 2023 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
9,raa45,Fri 15 September 2023 ,معرة مصرين,إدلب,Syria ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
10,raa45,Fri 15 September 2023 ,Khatim,Abu Dhabi,United Arab Emirates ,After sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not seen
11,raa45,Fri 15 September 2023 ,الإمارات,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
12,raa45,Sat 16 September 2023 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
13,raa45,Sat 16 September 2023 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
14,raa45,Sat 16 September 2023 ,القاهرة,القاهرة,Egypt ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
15,raa45,Sat 16 September 2023 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
16,raa45,Sat 16 September 2023 ,إربد,إربد,Jordan ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
17,raa45,Sat 16 September 2023 ,عمان,عمان,Jordan ,After sunset,clear,clear,Seen,seen,not sought,not sought,seen
18,raa45,Sat 16 September 2023 ,بنسليمان ,بنسليمان,Morocco ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
19,raa45,Sat 16 September 2023 ,ديربلوط,سلفيت,Palestine ,After sunset,partly cloudy,clear,Seen by others,not seen,not sought,not sought,not sought
20,raa45,Sat 16 September 2023 ,حلب,حلب,Syria ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
21,raa45,Sat 16 September 2023 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,very hazy,Seen,seen,not sought,not sought,seen
22,raa45,Sat 16 September 2023 ,الإمارات,دبي,United Arab Emirates ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
23,raa45,Sat 16 September 2023 ,Hunstanton,West Norfolk,United Kingdom ,Before sunset,partly cloudy,hazy,Seen,not seen,seen,seen,seen
24,raa45,Sat 16 September 2023 ,York,North Yorkshire,United Kingdom ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not seen,not sought
25,raa45,Sat 16 September 2023 ,Blacksburg,Vorginia,United States ,Before sunset,partly cloudy,hazy,Seen,not sought,seen,not sought,not sought
26,raa45,Wed 13 September 2023 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,Before sunrise,clear,clear,Seen,seen,seen,not sought,not sought
27,raa45,Wed 13 September 2023 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,Before sunrise,clear,clear,Seen,seen,seen,not sought,not sought
28,raa45,Wed 13 September 2023 ,تاجوراء,طرابلس,Libya ,Before sunrise,clear,superb,Seen,seen,not sought,not sought,seen
29,raa45,Wed 13 September 2023 ,طنجة,طنجة,Morocco ,Before sunrise,clear,superb,Seen,seen,not sought,not sought,seen
30,raa45,Wed 13 September 2023 ,ديربلوط,سلفيت,Palestine ,Before sunrise,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
31,raa45,Wed 13 September 2023 ,عسير,أبها,Saudi Arabia ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
