,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,kea43,Mon 30 May 2022 ,قمار,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
1,kea43,Mon 30 May 2022 ,جبل عبد الدايم - مدينة بني يزجن,غرداية,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
2,kea43,Mon 30 May 2022 ,Dhaka,Dhaka,Bangladesh ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
3,kea43,Mon 30 May 2022 ,Mosul,Nineveh,Iraq ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not seen
4,kea43,Mon 30 May 2022 ,طنجة,طنجة,Morocco ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not seen
5,kea43,Mon 30 May 2022 ,بنسليمان ,بنسليمان,Morocco ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
6,kea43,Mon 30 May 2022 ,القدس,القدس,Palestine ,After sunset,clear,clear,Not Seen,not seen,not sought,not seen,not sought
7,kea43,Mon 30 May 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
8,kea43,Mon 30 May 2022 ,Bolton,Greater Manchester,United Kingdom ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
9,kea43,Mon 30 May 2022 ,Tucson,Arizona,United States ,After sunset,clear,hazy,Not Seen,not sought,not sought,not seen,not sought
10,kea43,Tue 31 May 2022 ,جبل عبد الدايم- مدينة بني يزجن,غرداية,Algeria ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
11,kea43,Tue 31 May 2022 ,كوينين,الوادي,Algeria ,After sunset,clear,hazy,Seen,seen,seen,seen,not sought
12,kea43,Tue 31 May 2022 ,القرارة,غرداية,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
13,kea43,Tue 31 May 2022 ,ڨمار,وادي سوف ,Algeria ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
14,kea43,Tue 31 May 2022 ,Sydney,NSW,Australia ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
15,kea43,Tue 31 May 2022 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
16,kea43,Tue 31 May 2022 ,Kuala Tutong,Tutong,Brunei Darussalam ,After sunset,partly cloudy,clear,Seen,not seen,not sought,seen,seen
17,kea43,Tue 31 May 2022 ,القاهرة,القاهرة,Egypt ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
18,kea43,Tue 31 May 2022 ,Road E73,Tolna,Hungary ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
19,kea43,Tue 31 May 2022 ,Debrecen,Hajdú-Bihar County,Hungary ,After sunset,partly cloudy,clear,Seen,seen,seen,seen,seen
20,kea43,Tue 31 May 2022 ,Surakarta,Central Java,Indonesia ,After sunset,totally cloudy,very hazy,Seen by others,not seen,not seen,not seen,not seen
21,kea43,Tue 31 May 2022 ,Shahreza,Isfahan,Iran ,Before sunset,clear,hazy,Seen,seen,seen,not sought,not sought
22,kea43,Tue 31 May 2022 ,البصرة,البصرة,Iraq ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
23,kea43,Tue 31 May 2022 ,الحسينية,بغداد,Iraq ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
24,kea43,Tue 31 May 2022 ,مدينة الصدر ,بغداد,Iraq ,After sunset,clear,hazy,Seen by others,not seen,not sought,not seen,not sought
25,kea43,Tue 31 May 2022 ,Irbid,Irbid,Jordan ,After sunset,clear,clear,Seen,seen,seen,seen,seen
26,kea43,Tue 31 May 2022 ,الزرقاء,الزرقاء,Jordan ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
27,kea43,Tue 31 May 2022 ,Irbid,Irbid,Jordan ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
28,kea43,Tue 31 May 2022 ,الكويت,العاصمة,Kuwait ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
29,kea43,Tue 31 May 2022 ,Telok Kemang Observatory,Negeri Sembilan,Malaysia ,After sunset,partly cloudy,clear,Seen,not seen,not seen,seen,seen
30,kea43,Tue 31 May 2022 ,طنجة,طنجة,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,seen
31,kea43,Tue 31 May 2022 ,benslimane,benslimane,Morocco ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
32,kea43,Tue 31 May 2022 ,Nayabazar,Kathmandu,Nepal ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
33,kea43,Tue 31 May 2022 ,Al-Khoudh,Muscat,Oman ,After sunset,clear,very hazy,Seen by others,not seen,not sought,seen,not sought
34,kea43,Tue 31 May 2022 ,القدس,القدس,Palestine ,After sunset,clear,superb,Seen,seen,not sought,seen,not sought
