,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,raj44,Sun 22 January 2023 ,باتنة,باتنة,Algeria ,After sunset,totally cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
1,raj44,Sun 22 January 2023 ,كدية الشوف - القرارة,غرداية,Algeria ,After sunset,partly cloudy,hazy,Seen by others,seen,not sought,not sought,not sought
2,raj44,Sun 22 January 2023 ,كوينين,الوادي,Algeria ,After sunset,clear,superb,Seen by others,seen,not sought,not sought,not sought
3,raj44,Sun 22 January 2023 ,Sydney,NSW,Australia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
4,raj44,Sun 22 January 2023 ,Calgary,AB,Canada ,After sunset,clear,superb,Seen,not seen,not sought,seen,seen
5,raj44,Sun 22 January 2023 ,القاهرة,القاهرة,Egypt ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
6,raj44,Sun 22 January 2023 ,طنطا,الغربية,Egypt ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
7,raj44,Sun 22 January 2023 ,الجيزة ,الجيزة ,Egypt ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
8,raj44,Sun 22 January 2023 ,SUKUTA SABIJI,SEREKUNDA,Gambia ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
9,raj44,Sun 22 January 2023 ,Medan,North Sumatera,Indonesia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
10,raj44,Sun 22 January 2023 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
11,raj44,Sun 22 January 2023 ,قم,قم,Iran ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
12,raj44,Sun 22 January 2023 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,clear,Not Seen,not sought,not seen,not sought,not sought
13,raj44,Sun 22 January 2023 ,بغداد الجديدة ,بغداد ,Iraq ,After sunset,clear,clear,Not Seen,not sought,not sought,not seen,not sought
14,raj44,Sun 22 January 2023 ,Irbid,Irbid,Jordan ,Before sunset,partly cloudy,hazy,Seen,not seen,not seen,seen,seen
15,raj44,Sun 22 January 2023 ,ملندي,كليفي,Kenya ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
16,raj44,Sun 22 January 2023 ,انواكشوط ,تفرغ زينة ,Mauritania ,Before sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
17,raj44,Sun 22 January 2023 ,طنجة,طنجة,Morocco ,After sunset,clear,clear,Photographed,not seen,not sought,not sought,seen
18,raj44,Sun 22 January 2023 ,Kaduna ,Kaduna ,Nigeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
19,raj44,Sun 22 January 2023 ,القدس,القدس,Palestine ,After sunset,clear,clear,Seen by others,not seen,not sought,seen,not sought
20,raj44,Sun 22 January 2023 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen by others,not seen,not sought,not sought,not sought
21,raj44,Sun 22 January 2023 ,أملج,أملج,Saudi Arabia ,After sunset,clear,clear,Seen,not sought,not sought,seen,seen
22,raj44,Sun 22 January 2023 ,Dhahran,Eastern,Saudi Arabia ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
23,raj44,Sun 22 January 2023 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,clear,Not Seen,not sought,not seen,not sought,not sought
24,raj44,Sun 22 January 2023 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,After sunset,partly cloudy,clear,Seen,not sought,not sought,seen,seen
25,raj44,Sun 22 January 2023 ,نزوى,دبي,United Arab Emirates ,After sunset,partly cloudy,clear,Seen,not seen,not seen,seen,seen
26,raj44,Sun 22 January 2023 ,دبي,دبي,United Arab Emirates ,After sunset,clear,clear,Seen,not seen,not seen,seen,seen
27,raj44,Sun 22 January 2023 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,superb,Photographed,not sought,not sought,not sought,seen
28,raj44,Sun 22 January 2023 ,York,North Yorkshire,United Kingdom ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
29,raj44,Sun 22 January 2023 ,Blacksburg,Virginia,United States ,After sunset,totally cloudy,very hazy,Seen by others,not sought,not sought,not sought,not sought
30,raj44,Mon 23 January 2023 ,باتنة,باتنة,Algeria ,After sunset,partly cloudy,superb,Seen,seen,seen,not sought,not sought
31,raj44,Mon 23 January 2023 ,دبي,دبي,United Arab Emirates ,After sunset,partly cloudy,clear,Seen,seen,seen,seen,seen
32,raj44,Mon 23 January 2023 ,York,North Yorkshire,United Kingdom ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
33,raj44,Fri 20 January 2023 ,ديربلوط,سلفيت,Palestine ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
34,raj44,Fri 20 January 2023 ,دبي,دبي,United Arab Emirates ,Before sunrise,partly cloudy,clear,Seen,seen,seen,seen,seen
35,raj44,Fri 20 January 2023 ,الإمارات العربية المتحدة ,دبي,United Arab Emirates ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
36,raj44,Fri 20 January 2023 ,Blacksburg,Virginia,United States ,Before sunrise,partly cloudy,very hazy,Seen,not seen,seen,not sought,not sought
37,raj44,Sat 21 January 2023 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
38,raj44,Sat 21 January 2023 ,ديربلوط,سلفيت,Palestine ,Before sunrise,clear,clear,Not Seen,not sought,not sought,not sought,not sought
39,raj44,Sat 21 January 2023 ,دبي,دبي,Palestine ,After sunrise,clear,clear,Not Seen,not sought,not sought,not seen,not seen
40,raj44,Sat 21 January 2023 ,دبي,دبي,Palestine ,Before sunrise,clear,clear,Not Seen,not sought,not sought,not seen,not seen
