,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
0,hej44,Sun 18 June 2023 ,قمار,الوادي,Algeria ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
1,hej44,Sun 18 June 2023 ,مغنية ,تلمسان ,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
2,hej44,Sun 18 June 2023 ,كوينين,الوادي,Algeria ,After sunset,clear,hazy,Not Seen,not seen,not seen,not sought,not sought
3,hej44,Sun 18 June 2023 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,clear,clear,Not Seen,not seen,not seen,not sought,not sought
4,hej44,Sun 18 June 2023 ,Munich,Bavaria,Germany ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
5,hej44,Sun 18 June 2023 ,Medan,North Sumatera,Indonesia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
6,hej44,Sun 18 June 2023 ,Surakarta,Central Java,Indonesia ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not seen,not sought
7,hej44,Sun 18 June 2023 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Not Seen,not sought,not seen,not sought,not sought
8,hej44,Sun 18 June 2023 ,تاجوراء,طرابلس,Libya ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
9,hej44,Sun 18 June 2023 ,Tripoli,طرابلس,Libya ,After sunset,clear,clear,Not Seen,not sought,not sought,not sought,not sought
10,hej44,Sun 18 June 2023 ,طرابلس,المدينة,Libya ,After sunset,clear,superb,Photographed,not seen,not seen,not seen,seen
11,hej44,Sun 18 June 2023 ,PORT DICKSON,NEGERI SEMBILAN,Malaysia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
12,hej44,Sun 18 June 2023 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not sought,not sought,not seen
13,hej44,Sun 18 June 2023 ,الرباط ,الرباط ,Morocco ,After sunset,partly cloudy,superb,Not Seen,not seen,not sought,not sought,not sought
14,hej44,Sun 18 June 2023 ,Kaduna ,Kaduna ,Nigeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
15,hej44,Sun 18 June 2023 ,القدس,القدس,Palestine ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not sought,not seen,not sought
16,hej44,Sun 18 June 2023 ,ديربلوط,سلفيت,Palestine ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
17,hej44,Sun 18 June 2023 ,معرة مصرين,إدلب,Syria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
18,hej44,Sun 18 June 2023 ,حلب ,حلب ,Syria ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
19,hej44,Sun 18 June 2023 ,المهدية,المهدية,Tunisia ,After sunset,clear,superb,Not Seen,not sought,not seen,not sought,not sought
20,hej44,Sun 18 June 2023 ,AKO,Abu Dhabi,United Arab Emirates ,After sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not seen
21,hej44,Sun 18 June 2023 ,Chorley,Greater Manchester ,United Kingdom ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not seen,not seen
22,hej44,Sun 18 June 2023 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
23,hej44,Sun 18 June 2023 ,جعيمة ,حضرموت,Yemen ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
24,hej44,Mon 19 June 2023 ,Townsville,Queensland,Australia ,After sunset,clear,clear,Seen by others,seen,not sought,not sought,not sought
25,hej44,Mon 19 June 2023 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
26,hej44,Mon 19 June 2023 ,Pabna,Rajshahi,Bangladesh ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
27,hej44,Mon 19 June 2023 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
28,hej44,Mon 19 June 2023 ,القاهرة,القاهرة,Egypt ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
29,hej44,Mon 19 June 2023 ,طنطا,الغربية,Egypt ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
30,hej44,Mon 19 June 2023 ,Medan,North Sumatera,Indonesia ,After sunset,partly cloudy,clear,Seen,seen,not sought,seen,seen
31,hej44,Mon 19 June 2023 ,مدينة الصدر ,بغداد,Iraq ,Before sunset,clear,clear,Seen,seen,not sought,seen,not sought
32,hej44,Mon 19 June 2023 ,الزرقاء,الزرقاء,Jordan ,After sunset,clear,clear,Seen,seen,not sought,not sought,seen
33,hej44,Mon 19 June 2023 ,طرابلس ,طرابلس ,Libya ,After sunset,clear,clear,Seen by others,seen,not sought,not sought,not sought
34,hej44,Mon 19 June 2023 ,تاجوراء,طرابلس,Libya ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,seen
35,hej44,Mon 19 June 2023 ,PORT DICKSON,NEGERI SEMBILAN,Malaysia ,After sunset,partly cloudy,clear,Seen,seen,seen,seen,seen
36,hej44,Mon 19 June 2023 ,PORT DICKSON,NEGERI SEMBILAN,Malaysia ,Before sunset,clear,superb,Photographed,not sought,not sought,not seen,seen
37,hej44,Mon 19 June 2023 ,Curepipe,Plaine Wilhems ,Mauritius ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
38,hej44,Mon 19 June 2023 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
39,hej44,Mon 19 June 2023 ,المهدية,المهدية,Tunisia ,After sunset,totally cloudy,hazy,Seen,seen,not sought,not sought,not sought
40,hej44,Mon 19 June 2023 ,دبي,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Seen,not seen,seen,seen,seen
41,hej44,Mon 19 June 2023 ,AKO,Abu Dhabi,United Arab Emirates ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
42,hej44,Mon 19 June 2023 ,Bolton,Greater Manchester,United Kingdom ,After sunset,partly cloudy,clear,Seen,seen,seen,seen,seen
43,hej44,Mon 19 June 2023 ,York,North Yorkshire,United Kingdom ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
44,hej44,Sat 17 June 2023 ,كوينين,الوادي,Algeria ,Before sunrise,clear,hazy,Seen,seen,seen,not sought,not sought
45,hej44,Sat 17 June 2023 ,عيسى,الجنوبية,Bahrain ,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
46,hej44,Sat 17 June 2023 ,Surakarta,Central Java,Indonesia ,Before sunrise,clear,clear,Seen,not seen,not seen,seen,seen
47,hej44,Sat 17 June 2023 ,طنجة,طنجة,Morocco ,Before sunrise,clear,superb,Seen,seen,not sought,not sought,seen
48,hej44,Sat 17 June 2023 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
49,hej44,Sat 17 June 2023 ,AKO,Abu Dhabi,United Arab Emirates ,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
50,hej44,Sat 17 June 2023 ,دبي,دبي,United Arab Emirates ,Before sunrise,clear,hazy,Seen,not seen,seen,seen,seen
51,hej44,Sat 17 June 2023 ,Tucson,Arizona,United States ,Before sunrise,clear,clear,Seen,not sought,not sought,seen,not sought
52,hej44,Sat 17 June 2023 ,جعيمة,حضرموت,United States ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
