Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Parallax,W,W',q,q',Cloud Level,Seen
114,2458107.17729,53.95763,-1.08271,1.677,2458107.1496,2458107.21191,89.72966,4.7701,223.84845,-4.5806,235.41566,0.00272,0.98129,14.86399,9.3507,11.56721,53.75687,0.49009,0.49073,0.04485,0.04521,0.5,Seen
115,2458137.21322,52.47214,-2.08212,1.713,2458137.18233,2458137.25183,100.07927,6.23482,231.58349,-5.81137,243.64175,0.00269,0.98136,17.02862,12.04619,12.05826,54.1839,0.6472,0.64831,0.40221,0.40282,0,Seen
116,2458167.25636,52.48142,-1.89983,2.756,2458167.22101,2458167.30054,114.52917,8.24455,246.37257,-7.47787,260.32405,0.00263,0.98583,20.9906,15.72242,13.95148,55.2417,0.99877,1.00107,0.95715,0.95834,0.5,Seen
117,2458196.28138,53.58333,-2.43333,1.781,2458196.25943,2458196.30881,71.09894,5.00315,263.73722,-4.67859,275.09199,0.00257,0.99296,14.91169,9.68174,11.35477,56.86792,0.52177,0.52252,0.09588,0.0963,1,Not_seen
118,2458196.28038,52.47214,-2.08212,1.78,2458196.25857,2458196.30764,70.65903,5.11804,263.85309,-4.77143,274.9934,0.00257,0.99296,14.88618,9.88947,11.1403,56.85732,0.5199,0.52067,0.1156,0.11603,1,Not_seen
119,2458196.28059,53.61766,-2.1552,1.781,2458196.25866,2458196.308,71.05169,4.99525,263.73322,-4.67164,275.0889,0.00257,0.99296,14.90279,9.66689,11.35568,56.86821,0.52115,0.5219,0.09405,0.09447,0.5,Not_seen
120,2458196.27615,51.50949,-0.59541,1.776,2458196.25453,2458196.30318,70.06054,5.1966,263.95476,-4.83437,274.88437,0.00257,0.99296,14.82465,10.03098,10.92962,56.84812,0.51555,0.51632,0.12729,0.12773,1,Not_seen
121,2458196.27754,53.95763,-1.08271,1.778,2458196.25564,2458196.30491,70.94885,4.94133,263.69747,-4.62717,275.09467,0.00257,0.99296,14.87108,9.5685,11.3972,56.8713,0.51898,0.51972,0.08298,0.0834,1,Not_seen
122,2458226.33109,53.58333,-2.43333,1.831,2458226.29747,2458226.37311,108.9278,7.60927,280.42389,-6.59456,298.07635,0.00249,1.00167,22.62152,14.20384,17.65246,58.42921,1.22472,1.22747,0.91993,0.92131,1,Not_seen
123,2458226.32973,51.48,-3.18,1.83,2458226.29647,2458226.3713,107.74442,7.9669,279.79226,-6.89714,296.83274,0.00249,1.00167,22.57563,14.86404,17.04048,58.37883,1.21877,1.22164,0.98298,0.98442,1,Not_seen
124,2458226.32647,52.40656,-1.51217,1.826,2458226.29315,2458226.36812,107.97061,7.79035,280.05611,-6.74766,297.3368,0.00249,1.00167,22.54649,14.53801,17.28069,58.40249,1.21616,1.21896,0.94908,0.95048,1,Not_seen
125,2458226.32108,51.50853,-0.12574,1.821,2458226.28802,2458226.36242,107.14144,7.91269,279.80801,-6.85437,296.78648,0.00249,1.00167,22.46574,14.76706,16.97847,58.38324,1.20717,1.21,0.9675,0.96891,1,Not_seen
126,2458226.32108,51.50853,-0.12574,1.821,2458226.28802,2458226.36242,107.14144,7.91269,279.80801,-6.85437,296.78648,0.00249,1.00167,22.46574,14.76706,16.97847,58.38324,1.20717,1.21,0.9675,0.96891,0.5,Seen
127,2458255.35061,52.48142,-1.89983,1.851,2458255.32778,2458255.37914,73.96631,4.73334,293.08222,-4.04181,309.35655,0.00244,1.00889,18.47509,8.77514,16.27434,59.94972,0.84179,0.843,0.18025,0.18089,0.5,Seen
128,2458285.38319,53.01667,-1.73333,2.883,2458285.35225,2458285.42186,100.24816,6.48846,293.88933,-4.67784,320.2717,0.00241,1.01372,28.60638,11.1663,26.38237,60.48639,2.01166,2.01566,0.9915,0.99335,0.5,Seen
129,2458314.37235,53.65,-2.61667,1.872,2458314.35171,2458314.39816,66.89044,4.31143,291.0483,-3.30973,314.43476,0.0024,1.01433,24.57961,7.62117,23.38646,60.79776,1.50099,1.50299,0.39695,0.39791,0,Seen
130,2458344.33987,53.70291,-1.6337,2.84,2458344.31512,2458344.3708,80.17801,5.8937,270.35239,-4.63396,302.29512,0.00245,1.01109,33.58802,10.52766,31.94273,59.50741,2.70694,2.71175,1.24617,1.24838,0.5,Seen
131,2458372.28719,53.58333,-2.43333,1.787,2458372.27253,2458372.30552,47.50439,3.28594,269.45275,-3.0896,282.26692,0.00246,1.00455,14.30666,6.37555,12.81417,59.60442,0.50363,0.50413,-0.245,-0.24471,1,Not_seen
132,2458372.28564,49.47426,-2.59273,1.786,2458372.27051,2458372.30455,49.01202,3.77502,269.23464,-3.49651,281.46745,0.00246,1.00455,14.22374,7.27153,12.23281,59.57409,0.49758,0.49815,-0.15882,-0.1585,1,Not_seen
133,2458372.27969,51.50853,-0.12574,1.78,2458372.26483,2458372.29825,48.12317,3.52018,269.39672,-3.28526,281.83875,0.00245,1.00455,14.17516,6.80544,12.44203,59.59501,0.49438,0.49491,-0.20725,-0.20695,0.5,Not_seen
134,2458372.27983,51.39822,-0.19837,1.78,2458372.26497,2458372.29841,48.16131,3.53414,269.38818,-3.29597,281.81705,0.00245,1.00455,14.17545,6.83011,12.42887,59.59402,0.49439,0.49492,-0.20477,-0.20447,0.5,Not_seen
135,2458372.27969,51.50853,-0.12574,1.78,2458372.26483,2458372.29825,48.12317,3.52018,269.39672,-3.28526,281.83875,0.00245,1.00455,14.17516,6.80544,12.44203,59.59501,0.49438,0.49491,-0.20725,-0.20695,0.5,Not_seen
136,2458372.28362,53.95763,-1.08271,1.784,2458372.26904,2458372.30185,47.25533,3.23261,269.52389,-3.04574,282.3394,0.00245,1.00455,14.26499,6.27835,12.8155,59.61,0.50076,0.50125,-0.25634,-0.25606,1,Not_seen
137,2458402.24139,53.01667,-1.73333,1.741,2458402.22039,2458402.26765,68.05885,4.68995,246.23014,-4.50577,264.64125,0.00253,0.99618,20.56211,9.19572,18.41112,57.62724,1.00025,1.00162,0.30524,0.30595,0,Seen
138,2458431.19683,53.01667,-1.73333,1.697,2458431.17837,2458431.21991,59.81335,3.66121,236.28443,-3.59827,246.7443,0.00259,0.98821,12.72645,7.25948,10.45987,56.4908,0.37811,0.37851,-0.22861,-0.22838,1,Not_seen
139,2458431.19914,52.47214,-2.08212,1.699,2458431.18069,2458431.2222,59.77834,3.72666,236.69024,-3.6532,247.08784,0.00259,0.98821,12.74452,7.37986,10.3976,56.48523,0.37914,0.37955,-0.21597,-0.21574,0.5,Not_seen
140,2458431.19613,51.38333,-0.1,1.696,2458431.17776,2458431.21909,59.51018,3.84229,237.53313,-3.74572,247.71708,0.00259,0.98821,12.69405,7.58801,10.18395,56.47952,0.37612,0.37653,-0.19692,-0.19667,0.5,Not_seen
141,2458431.19591,51.50853,-0.12574,1.696,2458431.17754,2458431.21888,59.52492,3.82825,237.44354,-3.73396,247.6459,0.00259,0.98821,12.69345,7.5622,10.20236,56.48058,0.37609,0.3765,-0.19951,-0.19927,0.5,Not_seen
142,2458431.19722,51.50949,-0.59541,1.697,2458431.17885,2458431.2202,59.54325,3.83094,237.43049,-3.73621,247.64784,0.00259,0.98821,12.70843,7.56715,10.21736,56.4796,0.37697,0.37738,-0.19851,-0.19827,0.5,Not_seen
143,2458431.19263,53.95763,-1.08271,1.693,2458431.17415,2458431.21573,59.87391,3.54559,235.55615,-3.50346,246.11845,0.00259,0.98822,12.69293,7.04905,10.5623,56.50053,0.37619,0.37658,-0.25077,-0.25055,1,Not_seen
144,2458461.17892,53.58333,-2.43333,1.679,2458461.1549,2458461.20896,77.84722,4.02564,223.1857,-4.08448,236.19279,0.00266,0.98247,15.31913,8.11013,13.00709,54.89071,0.53136,0.53196,-0.05588,-0.05554,1,Not_seen
145,2458461.18876,51.48,-3.18,1.689,2458461.1649,2458461.2186,77.3336,4.38447,225.54223,-4.37527,238.21191,0.00266,0.98247,15.39288,8.75974,12.66968,54.8614,0.53617,0.53683,0.01179,0.01216,1,Not_seen
146,2458461.18006,51.50853,-0.12574,1.68,2458461.15631,2458461.20976,76.96987,4.35829,225.56631,-4.34853,238.15549,0.00266,0.98247,15.29676,8.70682,12.58918,54.86689,0.52959,0.53023,0.0028,0.00316,1,Not_seen
147,2458461.17364,53.95763,-1.08271,1.674,2458461.14962,2458461.20366,77.81399,3.95235,222.75335,-4.02272,235.7823,0.00266,0.98247,15.26698,7.97507,13.02894,54.89779,0.52784,0.52842,-0.07137,-0.07104,1,Not_seen
148,2458490.17726,53.58333,-2.43333,0.677,2458490.16603,2458490.19131,36.4009,1.64678,228.02898,-1.87715,233.14273,0.0027,0.98064,6.20969,3.52393,5.11376,54.28297,0.08677,0.08681,-0.777,-0.77697,1,Not_seen
149,2458490.18043,52.47214,-2.08212,0.68,2458490.16927,2458490.19438,36.15591,1.72801,229.25433,-1.94114,234.2852,0.0027,0.98064,6.22605,3.66916,5.03087,54.27996,0.08723,0.08727,-0.76219,-0.76217,1,Not_seen
150,2458490.17865,51.38333,-0.1,0.679,2458490.16764,2458490.1924,35.6417,1.78732,230.3898,-1.98934,235.29418,0.0027,0.98064,6.1893,3.77666,4.90439,54.27866,0.0862,0.08624,-0.75208,-0.75205,1,Not_seen
151,2458490.17197,53.95763,-1.08271,0.672,2458490.16077,2458490.18597,36.28788,1.6067,227.60912,-1.84213,232.71165,0.0027,0.98064,6.15811,3.44883,5.10253,54.28528,0.08534,0.08538,-0.78539,-0.78537,0.5,Not_seen
152,2458491.19098,53.57905,-0.65437,1.691,2458491.16205,2458491.22715,93.74767,5.07432,224.37681,-5.01,238.39662,0.00271,0.98076,17.25515,10.08432,14.01981,53.89675,0.66089,0.6618,0.21355,0.21405,1,Not_seen
153,2458491.19741,53.00415,-2.18538,1.697,2458491.16851,2458491.23353,93.62294,5.19578,225.02434,-5.10949,238.95862,0.00271,0.98076,17.31583,10.30526,13.93427,53.88552,0.66537,0.66631,0.2381,0.23862,1,Not_seen
154,2458521.23488,53.69076,-1.62907,2.735,2458521.20243,2458521.27544,105.13351,6.81853,237.64883,-6.38292,252.34826,0.00271,0.9836,19.73298,13.20144,14.69944,53.6294,0.85803,0.85962,0.63148,0.63232,0.5,Seen
155,2458550.26112,52.47214,-2.08212,1.761,2458550.24458,2458550.28178,53.5658,3.6865,256.27669,-3.59806,266.17732,0.00269,0.98976,12.28638,7.28456,9.90063,54.3205,0.33897,0.33931,-0.24895,-0.24875,1,Not_seen
156,2458550.25724,53.95763,-1.08271,1.757,2458550.24075,2458550.27786,53.43315,3.52129,255.86484,-3.46528,265.95253,0.00269,0.98975,12.2657,6.98657,10.08769,54.3293,0.33789,0.33821,-0.27938,-0.27919,1,Not_seen
157,2458580.30742,53.75,-2.48333,1.807,2458580.28362,2458580.33716,77.09679,5.3888,274.91242,-4.89336,288.10331,0.00263,0.99824,16.71082,10.28216,13.19089,55.46042,0.63813,0.6391,0.22081,0.22135,0.5,Seen
158,2458609.32206,51.62907,-0.74934,1.822,2458609.31016,2458609.33693,38.54819,2.35721,290.47915,-2.33319,300.33445,0.00257,1.0061,10.91204,4.69039,9.8553,56.89972,0.2803,0.28049,-0.54298,-0.54286,1,Not_seen
159,2458609.34016,57.14369,-2.09814,1.84,2458609.32855,2458609.35468,37.6218,1.84171,294.21485,-1.90038,304.77556,0.00257,1.00611,11.20233,3.74208,10.56071,56.92812,0.29551,0.29567,-0.62879,-0.6287,1,Not_seen
160,2458609.32943,53.70291,-1.6337,1.829,2458609.31761,2458609.34421,38.31186,2.17478,291.70204,-2.17983,301.83449,0.00257,1.00611,11.02631,4.35461,10.13244,56.91081,0.28624,0.28642,-0.57303,-0.57292,1,Not_seen
161,2458609.32726,52.48142,-1.89983,1.827,2458609.31534,2458609.34216,38.62495,2.29509,290.95673,-2.27971,300.94349,0.00257,1.00611,10.98231,4.5748,9.98676,56.90499,0.28394,0.28412,-0.55238,-0.55226,1,Not_seen
162,2458609.32726,52.48142,-1.89983,1.827,2458609.31534,2458609.34216,38.62495,2.29509,290.95673,-2.27971,300.94349,0.00257,1.00611,10.98231,4.5748,9.98676,56.90499,0.28394,0.28412,-0.55238,-0.55226,1,Not_seen
163,2458609.33196,53.75,-2.48333,1.832,2458609.32008,2458609.34682,38.50117,2.18294,291.72957,-2.18532,301.8868,0.00257,1.00611,11.05446,4.36827,10.15723,56.91185,0.2877,0.28788,-0.5708,-0.57069,0.5,Not_seen
164,2458609.33141,53.58333,-2.43333,1.831,2458609.31952,2458609.34627,38.52072,2.19782,291.62431,-2.19855,301.75985,0.00257,1.00611,11.04567,4.39637,10.13554,56.91099,0.28724,0.28742,-0.56826,-0.56815,1,Not_seen
165,2458609.31932,51.11303,-0.18312,1.819,2458609.30742,2458609.33419,38.55506,2.39744,290.20207,-2.36514,299.9804,0.00257,1.0061,10.87395,4.76257,9.77833,56.8966,0.27834,0.27853,-0.53692,-0.53681,1,Not_seen
166,2458609.31967,51.38333,-0.1,1.82,2458609.30779,2458609.33451,38.48059,2.37125,290.34605,-2.34346,300.15665,0.00257,1.0061,10.88218,4.71471,9.8106,56.89787,0.27876,0.27895,-0.54146,-0.54134,1,Not_seen
167,2458609.3206,51.46839,-0.36092,1.821,2458609.30871,2458609.33546,38.51817,2.36608,290.39293,-2.34118,300.21983,0.00257,1.0061,10.89366,4.70727,9.8269,56.89858,0.27935,0.27954,-0.54185,-0.54174,1,Not_seen
168,2458609.32002,51.50853,-0.12574,1.82,2458609.30815,2458609.33486,38.46716,2.3593,290.41458,-2.33487,300.2415,0.00257,1.0061,10.88805,4.69417,9.82692,56.89854,0.27906,0.27926,-0.54333,-0.54322,0.5,Not_seen
169,2458609.32002,51.50853,-0.12574,1.82,2458609.30815,2458609.33486,38.46716,2.3593,290.41458,-2.33487,300.2415,0.00257,1.0061,10.88805,4.69417,9.82692,56.89854,0.27906,0.27926,-0.54333,-0.54322,1,Not_seen
170,2458609.32612,52.52323,-1.46523,1.826,2458609.31422,2458609.341,38.54976,2.28501,290.98172,-2.27111,300.96423,0.00257,1.00611,10.9707,4.55612,9.98251,56.90479,0.28334,0.28352,-0.5546,-0.55449,0.5,Not_seen
171,2458609.32278,52.57364,-0.24777,1.823,2458609.31097,2458609.33755,38.26672,2.26149,291.01517,-2.2538,300.97754,0.00257,1.00611,10.93551,4.51529,9.96238,56.90393,0.28152,0.28171,-0.55976,-0.55965,0.5,Not_seen
172,2458609.32817,53.38297,-1.4659,1.828,2458609.31633,2458609.34296,38.34499,2.20318,291.50054,-2.20332,301.58977,0.00257,1.00611,11.00725,4.40649,10.08923,56.90906,0.28524,0.28542,-0.56843,-0.56832,0.5,Not_seen
173,2458609.3285,53.95763,-1.08271,1.828,2458609.31673,2458609.34322,38.1484,2.14223,291.86751,-2.15321,302.0189,0.00257,1.00611,11.02058,4.29545,10.15139,56.91153,0.28594,0.28612,-0.57912,-0.57902,0.5,Not_seen
174,2458610.36539,57.14369,-2.09814,2.865,2458610.32999,2458610.40965,114.7162,6.58742,292.93855,-5.49018,312.75442,0.00255,1.00654,23.17418,12.0776,19.81587,57.10521,1.25536,1.25775,0.72256,0.72375,0.5,Seen
175,2458639.36827,52.48142,-1.89983,1.868,2458639.34467,2458639.39775,76.43688,4.59303,299.48088,-3.82555,315.72753,0.00249,1.01218,18.28493,8.41859,16.24666,58.65417,0.80688,0.80798,0.126,0.12659,0.5,Not_seen
176,2458639.36827,52.48142,-1.89983,1.868,2458639.34467,2458639.39775,76.43688,4.59303,299.48088,-3.82555,315.72753,0.00249,1.01218,18.28493,8.41859,16.24666,58.65417,0.80688,0.80798,0.126,0.12659,0.5,Not_seen
177,2458639.37475,53.75,-2.48333,1.875,2458639.35115,2458639.40426,76.47605,4.37061,300.66027,-3.62931,317.23621,0.00249,1.01218,18.39298,7.99993,16.57594,58.67481,0.81665,0.81771,0.08935,0.08992,1,Not_seen
178,2458639.37396,53.58333,-2.43333,1.874,2458639.35035,2458639.40346,76.4778,4.40074,300.49732,-3.65574,317.0309,0.00249,1.01218,18.37942,8.05649,16.53358,58.6721,0.81542,0.81648,0.09435,0.09492,1,Not_seen
179,2458639.37396,53.58333,-2.43333,1.874,2458639.35035,2458639.40346,76.4778,4.40074,300.49732,-3.65574,317.0309,0.00249,1.01218,18.37942,8.05649,16.53358,58.6721,0.81542,0.81648,0.09435,0.09492,1,Not_seen
180,2458639.35857,51.11303,-0.18312,1.859,2458639.33505,2458639.38796,76.18974,4.81032,298.35681,-4.01757,314.21374,0.00249,1.01218,18.13459,8.82789,15.85693,58.63169,0.79347,0.79461,0.15976,0.16037,0.5,Seen
181,2458669.38651,53.75,-2.48333,2.886,2458669.3574,2458669.42289,94.316,6.05562,293.58177,-4.35912,319.65715,0.00243,1.01462,28.04211,10.41474,26.07537,59.93469,1.91701,1.92054,0.87256,0.8742,1,Not_seen
182,2458669.37103,51.11303,-0.18312,2.871,2458669.34105,2458669.4085,97.11822,6.79719,291.60006,-4.99515,316.79832,0.00243,1.01461,27.7777,11.79234,25.19826,59.84625,1.87896,1.88283,0.99265,0.99445,0.5,Seen
183,2458698.34524,52.13459,-0.46632,1.845,2458698.32287,2458698.37321,72.4841,5.19932,283.99805,-4.15804,306.10496,0.0024,1.0127,23.98218,9.35735,22.1069,60.71413,1.428,1.43029,0.53529,0.5364,1,Not_seen
184,2458698.35003,52.48142,-1.89983,1.85,2458698.32774,2458698.37791,72.24314,5.13182,284.12299,-4.09795,306.36293,0.0024,1.0127,24.05598,9.22977,22.23994,60.71982,1.43681,1.43908,0.5268,0.52791,0.5,Seen
185,2458727.3055,52.48142,-1.89983,1.805,2458727.28681,2458727.32887,60.56665,4.45521,271.74221,-3.92892,289.48517,0.0024,1.00724,19.60961,8.38413,17.74296,60.98707,0.9637,0.96503,0.20515,0.20584,0.5,Seen
186,2458756.25837,53.81667,-3.05,1.758,2458756.24223,2458756.27853,52.26661,3.6057,257.92411,-3.43117,270.44541,0.00241,0.99947,14.35629,7.03687,12.5213,60.71811,0.51658,0.51716,-0.17154,-0.17121,0.5,Not_seen
187,2458756.25675,53.58333,-2.43333,1.757,2458756.24061,2458756.27692,52.29434,3.63039,257.9925,-3.45235,270.45879,0.00241,0.99947,14.33092,7.08274,12.46629,60.7173,0.51476,0.51534,-0.16798,-0.16765,0,Not_seen
188,2458756.25969,51.48,-3.18,1.76,2458756.24336,2458756.28009,52.88823,3.88438,258.37498,-3.66253,270.57579,0.00241,0.99947,14.33875,7.54691,12.20081,60.6981,0.51516,0.51578,-0.12134,-0.12099,0,Not_seen
189,2458756.25623,52.47214,-2.08212,1.756,2458756.24,2458756.2765,52.56025,3.76132,258.22215,-3.56048,270.52214,0.00241,0.99947,14.30706,7.3218,12.29999,60.70861,0.51299,0.51358,-0.14508,-0.14474,0.5,Not_seen
190,2458756.2549,53.64904,-1.78416,1.755,2458756.23878,2458756.27506,52.23751,3.61952,258.00158,-3.44299,270.45196,0.00241,0.99947,14.30714,7.06251,12.45038,60.71899,0.51308,0.51365,-0.17095,-0.17063,0.5,Not_seen
191,2458756.2549,53.64904,-1.78416,1.755,2458756.23878,2458756.27506,52.23751,3.61952,258.00158,-3.44299,270.45196,0.00241,0.99947,14.30714,7.06251,12.45038,60.71899,0.51308,0.51365,-0.17095,-0.17063,0.5,Not_seen
192,2458756.25351,52.6386,-1.13169,1.754,2458756.23731,2458756.27375,52.47018,3.73606,258.22302,-3.54054,270.51011,0.00241,0.99947,14.27297,7.2766,12.28708,60.71178,0.51058,0.51117,-0.15095,-0.15062,1,Not_seen
193,2458756.25115,51.50853,-0.12574,1.751,2458756.23489,2458756.27147,52.68095,3.8631,258.47329,-3.64606,270.56259,0.00241,0.99947,14.22424,7.50916,12.08931,60.70406,0.50706,0.50766,-0.12969,-0.12935,1,Not_seen
194,2458756.25115,51.50853,-0.12574,1.751,2458756.23489,2458756.27147,52.68095,3.8631,258.47329,-3.64606,270.56259,0.00241,0.99947,14.22424,7.50916,12.08931,60.70406,0.50706,0.50766,-0.12969,-0.12935,1,Not_seen
195,2458756.25833,53.64581,-3.01008,1.758,2458756.24218,2458756.27852,52.32403,3.62525,257.96078,-3.44894,270.45756,0.00241,0.99947,14.35321,7.07418,12.49678,60.71682,0.51635,0.51693,-0.16793,-0.16761,0.5,Seen
196,2458786.21378,53.75,-2.48333,1.714,2458786.19245,2458786.24044,69.09819,4.12872,233.57985,-4.26375,252.86556,0.00247,0.99104,21.01678,8.39248,19.28571,59.15415,1.07215,1.07347,0.26183,0.26251,0.5,Seen
197,2458815.18036,52.47214,-2.08212,1.68,2458815.16312,2458815.20191,55.86195,2.95584,226.88812,-3.13617,238.53938,0.00252,0.98431,13.14291,6.09201,11.65126,58.04304,0.41423,0.41459,-0.32444,-0.32424,1,Not_seen
198,2458815.17809,51.50853,-0.12574,1.678,2458815.16084,2458815.19965,55.89558,3.08262,227.89591,-3.24005,239.37131,0.00252,0.98431,13.09683,6.32267,11.4754,58.03787,0.4113,0.41168,-0.30307,-0.30285,1,Not_seen
199,2458815.18362,50.90395,-1.40428,1.684,2458815.16628,2458815.20529,56.16944,3.17716,228.43802,-3.32012,239.88299,0.00252,0.98431,13.15527,6.49727,11.44497,58.02874,0.4149,0.41529,-0.28353,-0.2833,1,Not_seen
200,2458815.18362,50.90395,-1.40428,1.684,2458815.16628,2458815.20529,56.16944,3.17716,228.43802,-3.32012,239.88299,0.00252,0.98431,13.15527,6.49727,11.44497,58.02874,0.4149,0.41529,-0.28353,-0.2833,0.5,Not_seen
201,2458815.17895,51.39148,-0.29825,1.679,2458815.16168,2458815.20053,55.94696,3.10128,228.00288,-3.25411,239.47015,0.00252,0.98431,13.1055,6.35539,11.46727,58.03624,0.41184,0.41221,-0.29949,-0.29927,1,Not_seen
202,2458844.15534,55.95206,-3.19648,0.655,2458844.14882,2458844.16348,21.12088,0.5195,222.11363,-0.93866,226.84026,0.00258,0.9809,4.94629,1.45816,4.72663,56.80989,0.05764,0.05765,-1.00169,-1.00169,1,Not_seen
203,2458844.16213,53.64904,-1.78416,0.662,2458844.15544,2458844.1705,21.68053,0.68161,225.27946,-1.07285,229.93856,0.00258,0.9809,4.97829,1.75446,4.6591,56.80419,0.05838,0.05839,-0.9716,-0.97159,1,Not_seen
204,2458844.17193,50.90395,-1.40428,0.672,2458844.16503,2458844.18057,22.37463,0.87127,228.37603,-1.23223,232.95761,0.00258,0.9809,5.04113,2.10351,4.58158,56.79584,0.05986,0.05987,-0.93578,-0.93577,1,Not_seen
205,2458844.15881,53.95763,-1.08271,0.659,2458844.15219,2458844.16709,21.46382,0.65235,224.90574,-1.05015,229.54845,0.00258,0.9809,4.94484,1.7025,4.64271,56.80649,0.0576,0.05761,-0.97728,-0.97727,1,Not_seen
206,2458845.17379,55.95206,-3.19648,1.674,2458845.14941,2458845.20427,79.00545,3.29408,216.56803,-3.67777,232.16553,0.00261,0.98094,17.07586,6.97185,15.5975,56.11038,0.67391,0.67454,-0.09056,-0.09022,1,Not_seen
207,2458845.18425,51.50853,-0.12574,1.684,2458845.15983,2458845.21477,79.10774,4.20653,222.46377,-4.41506,237.26087,0.00261,0.98094,17.11349,8.62158,14.7971,56.04561,0.67608,0.67689,0.0756,0.07604,1,Not_seen
208,2458845.18064,53.38297,-1.4659,1.681,2458845.15623,2458845.21117,79.11894,3.8384,220.19728,-4.11741,235.35248,0.00261,0.98094,17.10567,7.95581,15.1552,56.07308,0.6758,0.67654,0.00887,0.00927,1,Not_seen
209,2458845.19007,50.90395,-1.40428,1.69,2458845.16557,2458845.22071,79.40296,4.33962,223.11422,-4.52252,237.83668,0.00261,0.98094,17.17134,8.86214,14.72246,56.03241,0.68047,0.6813,0.10205,0.10251,1,Not_seen
210,2458845.20759,49.89087,-6.34426,1.708,2458845.18278,2458845.2386,80.37435,4.58799,224.11826,-4.72992,238.78193,0.00261,0.98095,17.36006,9.31792,14.66367,56.00303,0.69503,0.69593,0.15558,0.15607,1,Not_seen
211,2458845.20759,49.89087,-6.34426,1.708,2458845.18278,2458845.2386,80.37435,4.58799,224.11826,-4.72992,238.78193,0.00261,0.98095,17.36006,9.31792,14.66367,56.00303,0.69503,0.69593,0.15558,0.15607,1,Not_seen
212,2458845.17712,53.95763,-1.08271,1.677,2458845.15276,2458845.20757,78.92498,3.71243,219.45697,-4.01721,234.69402,0.00261,0.98094,17.07515,7.72964,15.23705,56.08332,0.67353,0.67424,-0.01499,-0.0146,1,Not_seen
213,2458874.2054,54.59682,-5.92541,1.705,2458874.19457,2458874.21895,35.10327,1.5639,230.43427,-1.8994,239.01,0.00266,0.98183,9.2474,3.46331,8.57572,55.10178,0.19511,0.19519,-0.71673,-0.71668,0.5,Not_seen
214,2458874.19845,53.75,-2.48333,1.698,2458874.18769,2458874.2119,34.8652,1.61855,231.2971,-1.94194,239.7359,0.00266,0.98183,9.15789,3.56049,8.4388,55.10326,0.19136,0.19145,-0.70928,-0.70923,1,Not_seen
215,2458874.2013,52.47214,-2.08212,1.701,2458874.19038,2458874.21495,35.38384,1.75491,232.48655,-2.05286,240.82583,0.00266,0.98183,9.16606,3.80777,8.33928,55.0982,0.19169,0.19178,-0.68436,-0.6843,1,Not_seen
216,2458874.19281,55.95206,-3.19648,1.693,2458874.18237,2458874.20587,33.84224,1.37613,228.98867,-1.74017,237.57967,0.00266,0.98183,9.13771,3.11631,8.591,55.11173,0.19055,0.19062,-0.75419,-0.75414,1,Not_seen
217,2458874.21706,50.10319,-5.27045,1.717,2458874.20568,2458874.23128,36.87399,2.04731,234.43945,-2.29629,242.65904,0.00266,0.98184,9.29493,4.34359,8.21959,55.08222,0.19704,0.19716,-0.62753,-0.62746,1,Not_seen
218,2458874.20392,50.90395,-1.40428,1.704,2458874.19285,2458874.21775,35.86689,1.91344,233.82546,-2.1838,242.02803,0.00266,0.98183,9.16736,4.09724,8.20257,55.09221,0.19172,0.19182,-0.65539,-0.65533,1,Not_seen
219,2458874.19378,53.95763,-1.08271,1.694,2458874.18313,2458874.20709,34.50243,1.57977,231.09987,-1.90647,239.51967,0.00266,0.98183,9.11177,3.48623,8.4198,55.10627,0.18945,0.18954,-0.71786,-0.71781,1,Not_seen
220,2458875.22826,54.59682,-5.92541,2.728,2458875.19596,2458875.26863,104.64766,5.98381,228.98642,-5.87556,245.66314,0.00268,0.98207,20.43924,11.85937,16.67672,54.42201,0.93348,0.93502,0.53693,0.53774,0.5,Seen
221,2458904.24581,53.75,-2.48333,1.746,2458904.22955,2458904.26612,52.66,3.33155,248.01695,-3.35281,258.53996,0.00271,0.98698,12.46149,6.68436,10.52301,54.03185,0.34681,0.34712,-0.30438,-0.30419,1,Not_seen
222,2458904.24216,51.38333,-0.1,1.742,2458904.22598,2458904.26238,52.42588,3.55784,249.07338,-3.53609,259.24165,0.00271,0.98698,12.39295,7.09392,10.16827,54.01963,0.34294,0.34327,-0.26569,-0.26549,1,Not_seen
223,2458904.24347,53.69076,-1.62907,1.743,2458904.22726,2458904.26373,52.50718,3.32495,248.04567,-3.34922,258.54636,0.00271,0.98698,12.43721,6.67417,10.50069,54.03261,0.34547,0.34578,-0.30618,-0.306,1,Not_seen
224,2458904.24459,55.95206,-3.19648,1.745,2458904.22836,2458904.26487,52.57551,3.08869,246.91835,-3.15716,257.72824,0.00271,0.98698,12.47992,6.24584,10.80989,54.04491,0.34791,0.34821,-0.34758,-0.34741,1,Not_seen
225,2458904.24207,51.50853,-0.12574,1.742,2458904.2259,2458904.26229,52.41014,3.54534,249.01929,-3.52469,259.20513,0.00271,0.98698,12.39375,7.07003,10.18584,54.02038,0.34299,0.34332,-0.26805,-0.26785,0.5,Not_seen
