,Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Cloud Level,Seen,Method,Methods,Visibility,Source
145,145,1990-05-26 03:10:05.663985,32.4,-111.0,2.132,2448037.59549,2448037.67766,118.33314,11.18899,294.14098,-9.71217,302.71838,0.00241,1.01082,22.57432,20.90117,8.5774,0.03831,59.55876,1.24326,1.24744,1.5989,1.60098,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
146,146,1989-05-07 02:54:55.872018,39.7,-105.5,2.121,2447653.58089,2447653.67221,131.49695,11.00835,294.93399,-10.01105,301.84404,0.00245,1.00687,22.11388,21.0194,6.91005,0.03678,58.64369,1.17534,1.17917,1.57677,1.5787,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
147,147,1995-01-31 14:18:00.576007,35.6,51.3,1.596,2449749.08078,2449749.11465,48.77223,4.52988,253.2574,-4.13476,251.51369,0.0025,0.9828,8.83802,8.66464,-1.74371,0.00594,58.47691,0.18917,0.18942,-0.20019,-0.20004,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
148,148,2003-04-02 15:07:09.408011,32.6,51.6,1.63,2452732.11797,2452732.14497,38.86774,3.80081,273.40776,-3.60949,278.18769,0.00271,0.99693,8.81636,7.4103,4.77993,0.00591,53.97762,0.17376,0.17394,-0.33498,-0.33487,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
149,149,2001-10-17 11:11:36.959983,2.3,102.4,1.466,2452199.95432,2452199.98149,39.12369,4.61809,261.11844,-4.28722,260.77525,0.00245,0.99411,8.91191,8.90531,-0.3432,0.00604,59.59008,0.196,0.19627,-0.17199,-0.17183,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
150,150,2004-06-18 15:53:06.432002,26.6,50.0,1.662,2453175.14676,2453175.18078,48.98718,4.5467,298.13894,-4.31264,298.91693,0.00272,1.01347,8.89336,8.85934,0.77799,0.00601,53.80594,0.17624,0.17646,-0.18856,-0.18843,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
151,151,2004-06-18 16:02:28.895980,24.6,46.5,1.668,2453175.15345,2453175.18706,48.39281,4.59238,297.8238,-4.35442,298.24695,0.00272,1.01347,8.95678,8.9468,0.42315,0.0061,53.80309,0.17875,0.17897,-0.1783,-0.17816,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
152,152,2004-06-18 16:05:45.023985,28.4,48.0,1.671,2453175.15514,2453175.19006,50.28436,4.57709,298.43132,-4.33116,299.60987,0.00272,1.01347,8.98572,8.90825,1.17855,0.00614,53.80444,0.17991,0.18013,-0.18145,-0.18131,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
153,153,2000-01-07 15:51:36.576002,-4.0,39.7,1.661,2451551.14853,2451551.17622,39.86565,4.4578,250.04904,-4.07752,247.17266,0.00269,0.98071,9.00611,8.53533,-2.87638,0.00616,54.22301,0.18213,0.18235,-0.21739,-0.21726,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
154,154,1921-10-31 17:26:27.744007,-33.9,18.5,1.727,2422994.21428,2422994.24225,40.27111,3.78048,255.68054,-3.52472,250.39923,0.00252,0.98991,9.01222,7.30519,-5.28131,0.00617,57.93273,0.19485,0.19507,-0.3327,-0.33257,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
155,155,2004-06-18 16:10:55.200014,33.3,50.0,1.674,2453175.15788,2453175.19472,53.05472,4.51048,299.56252,-4.26576,301.7263,0.00272,1.01347,9.03853,8.77623,2.16378,0.00621,53.80973,0.18204,0.18226,-0.19335,-0.19322,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
156,156,1999-09-10 16:03:17.279987,30.4,35.5,1.669,2451432.1574,2451432.18339,37.42041,3.79968,272.61485,-3.56406,277.84435,0.00259,1.00445,9.02966,7.36375,5.2295,0.0062,56.52743,0.19086,0.19107,-0.32926,-0.32913,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
157,157,2000-12-26 14:52:36.768005,32.6,35.9,1.62,2451905.10632,2451905.13681,43.90253,3.77861,239.39628,-3.66474,244.51519,0.00271,0.9808,9.0316,7.44335,5.11891,0.0062,54.06441,0.18262,0.18281,-0.32629,-0.32617,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
158,158,1990-05-26 03:43:50.879997,34.2,-118.1,2.155,2448037.61807,2448037.70218,121.11165,11.17699,294.23256,-9.65748,303.818,0.00241,1.01083,22.91122,20.83447,9.58544,0.03945,59.54695,1.27989,1.28419,1.61041,1.61254,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
159,159,2002-04-13 15:08:33.216005,29.6,52.5,1.631,2452378.11907,2452378.14579,38.4773,3.86321,277.55418,-3.641,282.64926,0.00269,1.00017,9.06839,7.50421,5.09508,0.00625,54.37066,0.18515,0.18535,-0.31867,-0.31855,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
160,160,2000-12-26 15:00:08.639985,30.2,35.5,1.625,2451905.11153,2451905.14206,43.96493,3.93501,240.36089,-3.7884,245.11144,0.00271,0.9808,9.06557,7.72341,4.75056,0.00625,54.05347,0.18396,0.18416,-0.29747,-0.29735,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
161,161,1999-09-10 16:07:09.695986,31.8,34.7,1.672,2451432.16008,2451432.18609,37.44463,3.73954,272.55981,-3.51366,278.01703,0.00259,1.00445,9.07471,7.2532,5.45722,0.00626,56.52972,0.19277,0.19298,-0.33915,-0.33903,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
162,162,2004-04-20 10:40:53.183985,5.0,114.9,1.445,2453115.93291,2453115.96023,39.33622,4.53887,284.62366,-4.25992,282.17276,0.00267,1.00223,9.13311,8.79879,-2.4509,0.00634,54.64149,0.18873,0.18897,-0.18704,-0.1869,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
163,163,2002-04-13 15:14:27.456007,32.6,51.7,1.635,2452378.12312,2452378.14994,38.61857,3.73151,277.64834,-3.53404,283.19142,0.00269,1.00018,9.13633,7.26555,5.54308,0.00634,54.38017,0.18796,0.18816,-0.34083,-0.34071,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
164,164,1991-02-15 13:09:06.335989,33.4,73.1,1.548,2448303.03295,2448303.06679,48.737,4.78291,258.54684,-4.38605,257.62627,0.0026,0.98522,9.21496,9.16896,-0.92057,0.00645,56.1118,0.19729,0.19756,-0.14484,-0.14468,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
165,165,1913-11-28 17:59:27.167991,-33.9,18.5,0.75,2420100.23247,2420100.27105,55.56272,4.72036,240.45813,-4.53336,240.50068,0.0025,0.98385,9.25382,9.25372,0.04255,0.00651,58.53757,0.20756,0.20785,-0.13017,-0.12999,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
166,166,2003-04-02 16:11:25.440002,30.2,35.5,1.675,2452732.16193,2452732.19045,41.07761,4.17374,273.56904,-3.91479,278.03095,0.00271,0.99694,9.23579,8.08853,4.46191,0.00648,53.94669,0.19054,0.19076,-0.25697,-0.25684,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
167,167,2003-05-02 10:41:19.967988,5.0,114.9,1.445,2452761.93258,2452761.96137,41.45164,4.74337,287.15978,-4.41951,285.83095,0.00271,1.00516,9.25853,9.16288,-1.32882,0.00651,53.80776,0.19098,0.19123,-0.14927,-0.14912,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
168,168,1873-04-27 17:28:56.352012,38.0,23.7,1.728,2405276.21363,2405276.24693,47.95952,4.29695,286.90799,-3.9552,291.23178,0.00251,1.00491,9.31454,8.25216,4.32378,0.00659,58.33546,0.20956,0.20983,-0.22912,-0.22896,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
169,169,2004-05-21 03:02:58.847994,32.4,-111.0,2.127,2453146.59351,2453146.66902,108.72231,10.27497,294.47607,-9.03426,301.04371,0.00272,1.00969,20.38544,19.30923,6.56764,0.03131,53.1125,0.90628,0.90878,1.26768,1.26899,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
170,170,2000-12-26 15:48:10.079999,-4.0,39.7,1.658,2451905.14508,2451905.17515,43.2955,4.7972,247.71175,-4.39656,246.19378,0.00271,0.98081,9.31797,9.19377,-1.51797,0.0066,53.98516,0.19408,0.19433,-0.14431,-0.14416,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
171,171,1979-01-28 23:16:42.816018,29.9,-81.3,0.97,2443902.45464,2443902.48905,49.54638,4.88757,251.50185,-4.48775,251.61707,0.00239,0.98259,9.37603,9.37532,0.11522,0.00668,61.18709,0.22271,0.22305,-0.10888,-0.10868,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
172,172,1998-01-30 00:43:19.776001,29.8,-95.4,2.03,2450843.49477,2450843.57425,114.45424,12.18031,250.82438,-10.51007,255.44381,0.00243,0.98285,23.1497,22.69039,4.61943,0.04026,58.8782,1.29164,1.2963,1.80181,1.80412,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
173,173,1979-01-28 23:21:31.392003,29.7,-82.4,0.973,2443902.45795,2443902.49244,49.66976,4.91119,251.5609,-4.50957,251.65214,0.00239,0.98259,9.4212,9.42076,0.09124,0.00674,61.18427,0.22485,0.22519,-0.10306,-0.10285,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
174,174,1984-05-03 01:11:04.704005,37.2,-84.1,2.049,2445823.51559,2445823.59157,109.41944,10.17217,287.98367,-8.86276,297.49808,0.0026,1.00583,21.26043,19.03493,9.51441,0.03403,55.44219,1.02803,1.03096,1.30348,1.30498,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
175,175,2004-06-18 17:04:31.872005,32.0,35.9,1.711,2453175.19476,2453175.23238,54.18402,4.72355,299.09088,-4.44128,301.24097,0.00272,1.01348,9.41314,9.16483,2.1501,0.00673,53.79696,0.19736,0.19762,-0.14522,-0.14506,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
176,176,1987-06-28 01:39:34.559990,37.2,-84.1,2.069,2446974.53876,2446974.60713,98.45121,8.74967,294.9173,-7.28828,306.72298,0.00272,1.0141,19.89108,16.03794,11.80568,0.02983,53.32229,0.8667,0.86875,0.91972,0.9208,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
177,177,2002-08-09 11:37:26.975997,2.3,102.4,1.484,2452495.9712,2452496.00076,42.57901,4.86874,287.16847,-4.54601,286.0809,0.00244,1.01141,9.47721,9.41474,-1.08757,0.00682,59.92907,0.22285,0.22318,-0.10486,-0.10466,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
178,178,1991-03-18 02:18:03.167987,32.4,-111.0,2.096,2448333.56197,2448333.63824,109.82578,11.55858,276.64276,-10.28684,275.16231,0.00251,0.9929,21.89492,21.84542,-1.48045,0.03607,57.24709,1.12502,1.12877,1.634,1.6359,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
179,179,2002-11-05 13:53:13.631990,29.6,52.5,1.579,2452584.0672,2452584.09292,37.0357,3.47612,247.34907,-3.41884,253.82971,0.00241,0.98912,9.45984,6.89496,6.48064,0.0068,60.72694,0.225,0.22524,-0.35555,-0.3554,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
180,180,2002-11-05 13:54:02.015997,30.1,52.1,1.579,2452584.06778,2452584.09345,36.96009,3.44588,247.20294,-3.39368,253.7625,0.00241,0.98912,9.47398,6.83957,6.55956,0.00682,60.72861,0.22567,0.22591,-0.36068,-0.36054,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
181,181,2004-12-12 17:12:34.847981,10.3,9.8,0.717,2453352.20624,2453352.23061,35.09906,3.44613,240.64639,-3.52536,247.11126,0.00239,0.98214,9.50498,6.97149,6.46487,0.00686,61.13558,0.22867,0.22892,-0.34569,-0.34554,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
182,182,1979-01-28 23:38:09.311998,38.7,-90.3,0.985,2443902.46753,2443902.50645,56.03752,4.89523,248.39634,-4.51091,250.2955,0.00239,0.98259,9.59553,9.40614,1.89916,0.007,61.18344,0.23322,0.23358,-0.09949,-0.09928,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
183,183,1979-01-28 23:37:03.647980,42.0,-91.7,0.984,2443902.46603,2443902.50662,58.45306,4.81176,246.95422,-4.44803,249.48872,0.00239,0.98259,9.59965,9.25979,2.53449,0.007,61.19115,0.23345,0.2338,-0.11399,-0.11378,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
184,184,2004-12-12 17:19:45.119998,11.2,7.6,0.722,2453352.21124,2453352.23557,35.03224,3.42048,240.47294,-3.50634,247.0953,0.00239,0.98214,9.58035,6.92682,6.62236,0.00697,61.1375,0.23231,0.23256,-0.34797,-0.34782,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
185,185,1987-06-28 01:59:37.248015,42.7,-84.5,2.083,2446974.55193,2446974.62199,100.89375,8.04696,296.69542,-6.62139,310.48075,0.00272,1.0141,20.10289,14.66835,13.78534,0.03046,53.41877,0.88667,0.8886,0.79329,0.7943,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
186,186,2000-04-05 11:31:35.328015,5.3,102.9,1.48,2451639.9676,2451639.99611,41.06115,4.89438,274.64171,-4.51398,276.75727,0.0025,0.99818,9.64276,9.40837,2.11556,0.00706,58.45416,0.22501,0.22534,-0.1042,-0.104,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
187,187,1979-01-28 23:44:50.207992,42.0,-93.6,0.989,2443902.47132,2443902.51216,58.82159,4.84757,246.94503,-4.47796,249.51857,0.00239,0.98259,9.67336,9.32553,2.57354,0.00711,61.18684,0.23702,0.23738,-0.10527,-0.10506,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
188,188,2003-05-02 11:32:43.584012,3.2,101.7,1.481,2452761.96787,2452761.99755,42.73674,4.91433,287.44729,-4.56876,285.67278,0.00271,1.00517,9.64731,9.48309,-1.77452,0.00707,53.79775,0.20728,0.20756,-0.1074,-0.10723,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
189,189,1987-06-28 02:24:04.320001,30.0,-100.0,2.1,2446974.56991,2446974.63772,97.64462,9.66792,293.47986,-8.13398,302.96297,0.00272,1.01411,20.15182,17.80191,9.48311,0.03061,53.1836,0.88703,0.88933,1.10683,1.10804,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
190,190,1985-12-12 17:58:42.240011,-32.4,20.8,0.749,2446412.23159,2446412.27098,56.72029,4.88133,241.00919,-4.63243,238.81089,0.00242,0.98213,9.76387,9.51377,-2.19829,0.00724,60.44988,0.23856,0.23892,-0.08553,-0.08531,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
191,191,1973-07-01 05:28:20.064017,-44.0,170.5,1.228,2441864.71128,2441864.74891,54.19014,3.74883,305.2988,-3.70644,298.98037,0.0024,1.01437,9.76971,7.45527,-6.31843,0.00725,60.91076,0.24067,0.24095,-0.29012,-0.28995,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
192,192,1977-02-18 23:31:32.735995,42.7,-83.6,0.98,2443193.46207,2443193.50294,58.84574,5.11608,258.38272,-4.66783,258.78457,0.00259,0.9861,9.79214,9.78391,0.40185,0.00728,56.46343,0.22412,0.22445,-0.06718,-0.06698,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
193,193,2001-07-21 13:39:38.016016,4.1,73.3,1.569,2452112.05507,2452112.08684,45.75086,5.13186,290.37924,-4.74505,290.88076,0.0024,1.01369,9.8896,9.87691,0.50151,0.00743,60.81495,0.24621,0.2466,-0.04464,-0.0444,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
194,194,2003-08-28 11:32:40.991992,5.3,102.9,1.481,2452879.96764,2452879.99778,43.40085,5.15887,279.92749,-4.72974,280.28808,0.00249,1.00775,9.89516,9.88861,0.36059,0.00744,58.52628,0.23721,0.23757,-0.04885,-0.04864,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
195,195,1997-10-02 15:37:45.407990,31.8,34.7,1.651,2450724.13967,2450724.16566,37.42281,3.71244,260.83933,-3.53055,267.76649,0.0027,0.99809,10.01911,7.24299,6.92716,0.00763,54.16357,0.22505,0.22527,-0.32071,-0.32058,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
196,196,2002-11-05 14:57:04.607992,31.9,35.8,1.623,2452584.11109,2452584.13782,38.49612,3.51272,246.2729,-3.46344,253.58486,0.00241,0.98911,10.10274,6.97616,7.31195,0.00775,60.70274,0.25643,0.25671,-0.3286,-0.32844,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
197,197,2004-01-22 14:13:33.599986,30.0,51.7,1.593,2453027.08111,2453027.1073,37.71362,3.27846,241.37635,-3.36291,249.09714,0.00246,0.98177,10.18095,6.64137,7.72079,0.00787,59.39623,0.2548,0.25505,-0.36306,-0.3629,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
198,198,1998-09-21 15:51:18.431985,31.8,35.2,1.661,2451078.14847,2451078.17582,39.38559,3.9778,266.2444,-3.72044,273.03201,0.0027,1.00131,10.25988,7.69824,6.78761,0.00799,54.12147,0.23578,0.23604,-0.26875,-0.26859,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
199,199,1997-05-07 15:29:56.255998,32.7,52.3,1.646,2450576.13362,2450576.161,39.41432,3.66788,285.14056,-3.4298,292.66455,0.00251,1.0068,10.33996,7.09768,7.52399,0.00812,58.1658,0.25736,0.25764,-0.3159,-0.31573,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
200,200,1871-04-20 17:19:35.616007,38.0,23.7,1.722,2404538.20884,2404538.23832,42.45331,3.92861,280.41969,-3.56909,287.63733,0.00269,1.00271,10.4036,7.4977,7.21765,0.00822,54.2691,0.24307,0.24334,-0.28443,-0.28428,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
201,201,1997-05-07 15:41:51.648014,36.0,50.8,1.654,2450576.14198,2450576.16918,39.16181,3.4627,285.65619,-3.25332,293.70753,0.00252,1.0068,10.48115,6.71602,8.05134,0.00834,58.17316,0.26445,0.26472,-0.34984,-0.34968,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
202,202,2000-12-26 18:01:14.304003,-32.4,20.8,1.751,2451905.23695,2451905.26824,45.05741,4.06364,246.41157,-3.6856,239.27474,0.00271,0.98081,10.53123,7.74924,-7.13683,0.00842,54.02185,0.24792,0.2482,-0.25638,-0.25621,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
203,203,2000-12-26 18:00:58.752005,-32.3,20.8,1.751,2451905.23678,2451905.26807,45.0582,4.07056,246.43417,-3.69119,239.3155,0.00271,0.98081,10.52816,7.76175,-7.11867,0.00842,54.02142,0.24778,0.24805,-0.25521,-0.25505,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
204,204,2000-12-26 18:14:47.327997,-33.9,18.4,1.76,2451905.24629,2451905.27774,45.29413,3.99473,246.07928,-3.62001,238.62619,0.00271,0.98081,10.65132,7.61475,-7.45309,0.00861,54.02474,0.25361,0.25388,-0.26643,-0.26627,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
205,205,1997-05-07 16:39:22.464018,31.8,34.9,1.694,2450576.1809,2450576.21039,42.47678,4.04706,284.96757,-3.7363,292.60047,0.00252,1.00681,10.89733,7.78336,7.6329,0.00902,58.10709,0.28548,0.28582,-0.23061,-0.2304,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
206,206,2003-01-03 17:05:59.999992,32.5,3.7,1.712,2452643.19962,2452643.2286,41.73313,3.41108,236.57361,-3.50795,245.06577,0.00253,0.98084,10.94997,6.91903,8.49216,0.0091,57.79083,0.28666,0.28695,-0.31634,-0.31617,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
207,207,1988-01-21 01:36:37.440009,32.2,-111.0,2.067,2447181.52892,2447181.61481,123.68566,12.19898,242.4986,-10.88099,252.98232,0.0024,0.9819,25.3197,23.07997,10.48372,0.04803,59.71726,1.56297,1.5687,1.97256,1.97531,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
208,208,2002-01-14 14:09:51.551985,29.6,52.5,1.59,2452289.07496,2452289.1092,49.30968,4.52479,240.89909,-4.37048,247.97651,0.00267,0.98104,11.36288,8.89527,7.07743,0.0098,54.74498,0.29235,0.29272,-0.11534,-0.11512,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
209,209,2000-07-02 16:00:40.031996,32.6,51.7,1.667,2451728.15295,2451728.18485,45.93379,4.16232,292.03395,-3.76298,300.42495,0.00239,1.0144,11.53716,7.9253,8.391,0.0101,61.10507,0.33637,0.33681,-0.1864,-0.18615,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
210,210,2000-04-05 15:13:20.927983,32.6,51.7,1.634,2451640.11948,2451640.15275,47.90942,4.78036,273.33676,-4.42787,280.43391,0.0025,0.99824,11.62119,9.20823,7.09715,0.01025,58.54047,0.32695,0.32741,-0.06364,-0.06337,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
211,211,2000-09-28 17:04:41.375997,-33.9,18.4,1.712,2451816.19659,2451816.23035,48.60945,4.80274,271.27806,-4.46761,264.16767,0.00252,0.99935,11.67845,9.27035,-7.11039,0.01035,57.93463,0.32675,0.32721,-0.05754,-0.05727,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
212,212,2004-01-22 17:24:20.736005,32.5,3.7,1.725,2453027.21103,2453027.24301,46.04563,3.98009,240.45324,-3.98932,249.11692,0.00247,0.98179,11.76646,7.96941,8.66368,0.01051,59.26234,0.33928,0.33968,-0.18028,-0.18005,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
213,213,2004-09-15 14:24:34.559990,36.6,59.0,1.6,2453264.08835,2453264.11546,39.04834,3.71077,266.64522,-3.47488,276.02187,0.00256,1.00295,11.80845,7.18565,9.37666,0.01058,57.17762,0.32967,0.33003,-0.26429,-0.26409,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
214,214,1999-06-14 15:45:44.927980,29.6,52.5,1.657,2451344.14355,2451344.1733,42.84182,4.03967,290.31374,-3.64738,299.42548,0.00241,1.01336,11.91591,7.68705,9.11173,0.01077,60.64527,0.35604,0.35648,-0.19871,-0.19846,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
215,215,2003-08-28 15:21:42.911983,32.6,51.7,1.64,2452880.12475,2452880.15924,49.66275,5.04619,277.39919,-4.5331,284.56587,0.00249,1.00773,11.9584,9.57929,7.16667,0.01085,58.61445,0.34657,0.34709,-0.01503,-0.01472,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
216,216,2004-09-15 14:57:27.072002,26.2,50.5,1.623,2453264.11002,2453264.13973,42.7851,4.65054,267.17893,-4.25767,275.16555,0.00256,1.00295,11.95881,8.90821,7.98662,0.01085,57.12115,0.33776,0.33821,-0.08729,-0.08703,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
217,217,2004-09-15 14:59:30.624018,26.6,50.0,1.625,2453264.11148,2453264.14115,42.72363,4.62543,267.1324,-4.23694,275.20229,0.00256,1.00295,11.98056,8.86236,8.06988,0.01089,57.12394,0.339,0.33946,-0.09115,-0.09089,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
218,218,2001-07-21 17:00:16.127989,31.9,35.8,1.709,2452112.19211,2452112.22903,53.16143,5.0499,290.11024,-4.51837,297.40463,0.0024,1.01369,12.02643,9.56827,7.2944,0.01097,60.83215,0.36377,0.36433,-0.00608,-0.00575,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
219,219,2001-07-21 17:01:21.792006,32.6,35.9,1.709,2452112.19287,2452112.22979,53.16484,5.00147,290.22135,-4.47572,297.66467,0.0024,1.01369,12.04544,9.47719,7.44332,0.01101,60.83671,0.36494,0.3655,-0.01451,-0.01418,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
220,220,2000-09-28 17:51:58.751997,32.5,3.7,1.744,2451816.22893,2451816.26381,50.21839,5.15828,263.30399,-4.70831,270.2176,0.00252,0.99935,12.04278,9.86659,6.91361,0.011,57.88081,0.34706,0.34758,0.01399,0.0143,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
221,221,1996-10-13 15:26:28.031982,31.8,34.7,1.643,2450370.13003,2450370.16007,43.25044,4.25195,254.319,-4.04477,263.04891,0.00258,0.99499,12.038,8.29672,8.72991,0.011,56.55047,0.33881,0.33922,-0.14783,-0.14758,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
222,222,2001-04-24 15:28:28.128011,32.6,51.7,1.645,2452024.12866,2452024.1649,52.17846,5.12841,281.61324,-4.66618,288.69509,0.00256,1.00343,12.08154,9.79459,7.08185,0.01107,56.97605,0.34383,0.34434,0.0049,0.0052,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
223,223,2004-09-15 14:55:03.647996,35.7,51.4,1.622,2453264.10925,2453264.13697,39.9118,3.85316,266.48966,-3.59275,275.97411,0.00256,1.00295,12.05277,7.44591,9.48445,0.01102,57.1794,0.34342,0.3438,-0.23021,-0.22998,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
224,224,2004-09-15 14:56:55.968007,34.7,50.9,1.623,2453264.11044,2453264.1384,40.26639,3.94736,266.54065,-3.67002,275.89173,0.00256,1.00295,12.05561,7.61738,9.35108,0.01103,57.17368,0.34354,0.34394,-0.21299,-0.21276,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
