,Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Cloud Level,Seen,Method,Methods,Visibility,Source
225,225,1999-06-14 16:03:40.608003,29.4,48.0,1.669,2451344.15573,2451344.18608,43.70383,4.1414,290.23945,-3.7298,299.40416,0.00241,1.01336,12.07536,7.8712,9.1647,0.01106,60.63131,0.36551,0.36598,-0.17477,-0.1745,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
226,226,2004-09-15 14:59:57.407980,33.3,50.1,1.625,2453264.11239,2453264.14071,40.7759,4.07695,266.61477,-3.77864,275.77707,0.00256,1.00295,12.06341,7.85559,9.16229,0.01104,57.16572,0.34394,0.34435,-0.18894,-0.1887,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
227,227,2004-09-15 15:07:48.287985,28.4,48.0,1.63,2453264.11733,2453264.14678,42.40897,4.50588,266.9318,-4.13701,275.36579,0.00256,1.00295,12.07046,8.64289,8.43398,0.01105,57.13649,0.34416,0.34461,-0.11007,-0.10981,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
228,228,2000-07-02 17:01:29.567985,30.4,35.5,1.709,2451728.19426,2451728.22826,48.97025,4.62037,291.3765,-4.13396,299.74185,0.00239,1.0144,12.10289,8.75434,8.36535,0.01111,61.05695,0.36975,0.37028,-0.08399,-0.08368,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
229,229,1872-10-03 16:20:04.704013,38.0,23.7,1.681,2405070.16714,2405070.19745,43.65216,4.19734,258.51577,-3.81624,267.57215,0.0026,0.99721,12.08722,8.01358,9.05638,0.01109,56.32237,0.3402,0.34061,-0.17533,-0.17509,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
230,230,2000-04-05 16:17:26.592017,32.0,35.9,1.679,2451640.16313,2451640.19834,50.70679,5.13069,273.41588,-4.71656,280.52504,0.00249,0.99826,12.14015,9.84725,7.10916,0.01118,58.53093,0.35663,0.35717,0.01765,0.01797,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
231,231,2003-05-02 16:18:57.311983,-33.9,18.4,1.68,2452762.16719,2452762.19564,40.96297,3.64668,295.8532,-3.60554,286.14658,0.00271,1.00524,12.11146,7.25222,-9.70662,0.01113,53.90884,0.32692,0.32725,-0.25925,-0.25906,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
232,232,2002-08-09 16:30:57.887998,-34.0,18.4,1.688,2452496.17219,2452496.20815,51.78587,4.69587,294.09006,-4.54507,285.97451,0.00243,1.0114,12.29285,9.24094,-8.11555,0.01146,60.01263,0.37488,0.37542,-0.03234,-0.03203,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
233,233,2001-01-25 17:32:46.175991,32.5,3.7,1.731,2451935.2135,2451935.25308,56.99802,5.32206,244.04862,-4.98853,250.83458,0.00272,0.98196,12.33827,10.3106,6.78596,0.01155,53.73718,0.33816,0.33865,0.05318,0.05346,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
234,234,2003-09-28 01:45:33.119984,32.4,-111.0,2.073,2452910.54887,2452910.60384,79.16416,8.1793,251.62762,-7.43126,272.59066,0.00243,1.00005,26.08432,15.61057,20.96304,0.05093,59.81215,1.65976,1.66387,1.27167,1.27361,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
235,235,1922-03-29 16:58:42.816002,-33.9,18.5,1.707,2423143.19595,2423143.22181,37.22804,3.62041,281.77325,-3.4318,271.62722,0.00268,0.99618,12.35092,7.05221,-10.14604,0.01157,54.55595,0.34401,0.34435,-0.26923,-0.26903,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
236,236,2000-04-05 16:55:01.632008,-33.9,18.4,1.705,2451640.1887,2451640.2251,52.42241,5.24193,281.82793,-4.81052,274.45571,0.00249,0.99827,12.46038,10.05245,-7.37222,0.01178,58.53305,0.37563,0.37622,0.04924,0.04958,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
237,237,2003-08-28 16:24:07.488011,32.4,36.2,1.683,2452880.16763,2452880.20315,51.14173,5.23,276.98217,-4.67863,284.59638,0.00249,1.00773,12.49045,9.90863,7.61421,0.01183,58.61817,0.37799,0.37858,0.03623,0.03657,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
238,238,2003-09-28 01:42:36.864010,41.8,-111.8,2.071,2452910.54979,2452910.59809,69.54564,6.17849,249.39035,-5.76523,272.74371,0.00243,1.00005,26.19242,11.94372,23.35336,0.05134,60.07576,1.68068,1.68384,0.91488,0.91637,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
239,239,2001-04-24 16:32:21.695993,31.9,35.8,1.689,2452024.17222,2452024.2103,54.84281,5.46507,281.62237,-4.94454,288.69462,0.00256,1.00345,12.57927,10.40961,7.07225,0.012,56.96839,0.37257,0.37316,0.08318,0.08352,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
240,240,2001-04-24 16:32:53.663995,32.6,35.9,1.69,2452024.17257,2452024.21068,54.87599,5.41785,281.66456,-4.90551,288.88154,0.00256,1.00345,12.59025,10.32336,7.21698,0.01202,56.97305,0.37325,0.37384,0.07495,0.07529,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
241,241,1885-12-07 16:01:52.607986,50.6,5.7,1.668,2409883.14349,2409883.19858,79.32453,5.09471,230.94053,-4.62853,239.25254,0.00268,0.98222,12.7853,9.72324,8.31201,0.0124,54.42577,0.36765,0.36817,0.01168,0.01198,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
242,242,1999-01-18 18:12:31.680011,-33.9,18.4,1.759,2451197.24655,2451197.27388,39.35032,3.61652,253.27437,-3.25758,242.53387,0.00257,0.9814,12.74645,6.8741,-10.7405,0.01232,56.90632,0.38208,0.38248,-0.26484,-0.26461,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
243,243,1998-10-21 15:23:57.696004,31.8,34.7,1.642,2451108.12413,2451108.16353,56.72894,5.75747,253.08919,-5.26034,260.5741,0.00272,0.99281,13.31323,11.01781,7.48491,0.01344,53.65401,0.39285,0.39346,0.15577,0.15613,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
244,244,1984-03-03 23:54:42.047993,37.2,-84.1,1.996,2445763.47813,2445763.51906,58.94473,5.62046,257.85793,-5.18185,265.82608,0.00271,0.98907,13.41612,10.80231,7.96815,0.01364,53.75556,0.39967,0.40028,0.13818,0.13853,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
245,245,1871-05-20 17:55:12.287982,38.0,23.7,1.747,2404568.22743,2404568.27072,62.32749,5.55186,291.47312,-4.82187,300.09265,0.00272,1.0098,13.47978,10.37374,8.61953,0.01377,53.6983,0.40303,0.40364,0.09726,0.09761,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
246,246,1997-12-30 18:12:05.760014,-33.9,18.4,1.758,2450813.24708,2450813.27256,36.69424,3.27621,251.46573,-2.94985,239.44251,0.0025,0.98093,13.53433,6.22606,-12.02322,0.01389,58.44804,0.44222,0.44265,-0.29494,-0.29469,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
247,247,2004-11-13 14:49:31.007998,32.0,35.9,1.618,2453323.10657,2453323.13167,36.14056,2.98833,238.30109,-3.18865,250.53342,0.00243,0.98708,13.69816,6.17698,12.23233,0.01422,60.31808,0.46743,0.46785,-0.28543,-0.28518,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
248,248,2003-11-26 00:39:36.863994,41.5,-112.0,3.027,2452969.49748,2452969.56503,97.2725,6.61632,223.18688,-7.34201,248.61872,0.00241,0.98496,28.9547,13.95833,25.43184,0.0625,60.34799,2.05518,2.05934,1.29076,1.29268,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
249,249,1983-12-05 22:42:14.400000,37.2,-84.1,1.946,2445674.42646,2445674.47042,63.3008,5.00522,232.61639,-5.01074,245.57448,0.00262,0.98286,16.3647,10.01596,12.9581,0.02026,55.71532,0.61496,0.61583,0.18139,0.18187,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
250,250,2003-12-24 15:47:15.647987,49.6,8.7,1.658,2452998.14046,2452998.17951,56.23993,2.71672,220.21544,-3.29413,236.86167,0.00242,0.98129,17.69083,6.01085,16.64623,0.02364,60.3894,0.77806,0.77871,-0.1302,-0.12985,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
251,251,1990-09-20 15:51:06.336013,31.8,34.7,1.66,2448155.15083,2448155.17256,31.29114,2.94327,254.63434,-2.95551,273.03839,0.00265,1.00172,19.31851,5.89878,18.40405,0.02815,55.30038,0.84834,0.84904,-0.10392,-0.10355,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
252,252,1978-03-09 22:34:57.216010,45.1,-64.2,0.941,2443577.42344,2443577.46281,56.69865,4.73364,264.82219,-4.43055,268.27293,0.00252,0.99067,9.79105,9.16419,3.45074,0.00728,58.00702,0.23019,0.23051,-0.1255,-0.12531,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
253,253,2000-01-07 18:02:15.647987,6.5,3.4,1.752,2451551.23733,2451551.26938,46.14916,5.19784,248.9036,-4.71217,247.95919,0.00269,0.98072,9.9548,9.91001,-0.94441,0.00753,54.18777,0.22227,0.22259,-0.05568,-0.05549,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
254,254,1995-01-03 04:40:10.847984,19.8,-155.5,2.195,2449720.66059,2449720.73705,110.1036,12.60851,249.57037,-10.6295,249.35062,0.00247,0.98106,23.23903,23.23801,-0.21976,0.04057,57.97777,1.28158,1.2863,1.8516,1.85394,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
255,255,2000-01-07 17:51:46.655985,34.0,-6.8,1.744,2451551.2283,2451551.26428,51.80798,4.57427,241.23929,-4.29261,245.786,0.00269,0.98072,9.96257,8.86689,4.54671,0.00754,54.23627,0.22282,0.2231,-0.15966,-0.1595,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
256,256,1867-02-05 16:12:54.431996,38.0,23.7,1.676,2403003.1583,2403003.1973,56.1694,5.22509,251.8123,-4.66031,253.41225,0.00261,0.98375,10.01372,9.8854,1.59994,0.00762,55.89872,0.23201,0.23235,-0.05229,-0.05209,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
257,257,1866-01-17 15:53:10.751995,38.0,23.7,1.662,2402619.14371,2402619.1847,59.01843,5.33112,246.81014,-4.69023,247.30004,0.00254,0.98145,10.03329,10.02135,0.4899,0.00765,57.34471,0.23894,0.23931,-0.03455,-0.03432,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
258,258,2003-06-30 15:40:44.255984,33.7,58.4,1.653,2452821.13635,2452821.17447,54.89521,4.7662,297.65139,-4.39675,301.70833,0.00263,1.01411,10.01915,9.16295,4.05695,0.00763,55.51088,0.23065,0.23095,-0.12536,-0.12517,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
259,259,1995-06-28 22:13:45.407982,-30.1,-71.0,0.926,2449897.40936,2449897.4473,54.64224,5.28761,294.49773,-4.72986,294.21616,0.0027,1.01401,10.02141,10.01746,-0.28157,0.00763,53.99721,0.22446,0.22478,-0.04362,-0.04343,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
260,260,1921-02-08 22:29:29.760011,42.3,-71.1,0.937,2422729.41842,2422729.46057,60.68959,5.32358,253.93794,-4.73213,254.08479,0.00269,0.98411,10.05678,10.05571,0.14686,0.00768,54.25186,0.22711,0.22744,-0.0382,-0.038,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
261,261,1984-03-03 16:00:55.583994,15.6,35.6,1.667,2445763.15424,2445763.18366,42.36228,4.86633,260.8043,-4.50585,264.41802,0.00272,0.98896,10.04328,9.37218,3.61372,0.00766,53.78165,0.22454,0.22483,-0.1081,-0.10792,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
262,262,1978-03-09 23:11:38.687996,41.3,-72.9,0.966,2443577.44915,2443577.48801,55.96129,5.01322,265.40384,-4.65635,268.30289,0.00252,0.99068,10.09382,9.66958,2.89905,0.00774,57.96547,0.24444,0.2448,-0.06643,-0.06621,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
263,263,1987-06-28 03:12:23.039985,39.8,-105.0,2.134,2446974.60223,2446974.6728,101.61831,8.65259,295.25784,-7.12731,308.55168,0.00272,1.01411,20.60534,15.77989,13.29384,0.03199,53.33556,0.92961,0.93178,0.92697,0.9281,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
264,264,1978-03-09 23:14:54.816001,42.7,-73.8,0.969,2443577.45111,2443577.49067,56.9662,4.98552,265.19193,-4.63624,268.36311,0.00252,0.99068,10.1297,9.62176,3.17118,0.00779,57.96637,0.24618,0.24654,-0.07017,-0.06995,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
265,265,1987-06-28 03:22:13.152013,33.5,-112.1,2.14,2446974.60954,2446974.67904,100.07552,9.48418,293.70276,-7.90302,304.81583,0.00272,1.01411,20.61167,17.38719,11.11307,0.03201,53.21211,0.92803,0.93039,1.08687,1.0881,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
266,266,1998-01-30 02:09:42.047993,34.2,-118.1,2.09,2450843.55229,2450843.63728,122.38086,12.33195,248.9122,-10.68445,255.71,0.00243,0.98287,23.98607,23.0164,6.79781,0.04318,58.85151,1.38464,1.3897,1.88008,1.88255,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
267,267,1915-03-16 17:54:43.776006,49.4,8.7,1.746,2420573.22566,2420573.27219,66.99553,5.25204,270.96205,-4.83696,272.6342,0.00265,0.9924,10.22628,10.089,1.67215,0.00794,55.00443,0.23806,0.23841,-0.0283,-0.02809,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
268,268,1997-07-05 16:11:04.704005,-33.9,18.5,1.674,2450635.15634,2450635.19689,58.39253,5.39824,295.48608,-4.83625,294.23418,0.00265,1.01415,10.31057,10.23449,-1.2519,0.00807,54.99964,0.24197,0.24234,-0.01141,-0.0112,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
269,269,1987-06-28 03:43:18.047988,40.7,-111.9,2.155,2446974.62339,2446974.69468,102.65348,8.60098,295.41908,-7.05615,309.22405,0.00272,1.01412,20.84464,15.65713,13.80498,0.03273,53.34275,0.95122,0.95343,0.92596,0.92711,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
270,270,2004-06-18 19:16:45.119982,32.5,3.7,1.803,2453175.28509,2453175.32606,59.00104,5.16622,298.89774,-4.79272,301.76094,0.00271,1.0135,10.36136,9.95894,2.8632,0.00815,53.7699,0.23889,0.23923,-0.04081,-0.04061,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
271,271,2003-11-24 17:42:17.279995,6.5,3.4,1.738,2452968.22447,2452968.25425,42.88159,4.57686,244.60449,-4.43435,249.76902,0.00239,0.98496,10.3836,9.01121,5.16453,0.00819,61.15559,0.27287,0.27326,-0.11531,-0.11508,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
272,272,1987-06-28 04:12:18.144001,37.0,-122.0,2.175,2446974.64364,2446974.71468,102.28601,9.19827,294.19233,-7.58921,306.88433,0.00272,1.01412,21.01711,16.78748,12.692,0.03326,53.2557,0.96527,0.96766,1.0463,1.04754,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
273,273,1997-05-07 16:18:14.112016,-33.9,18.4,1.679,2450576.16364,2450576.19894,50.82329,4.73946,292.75887,-4.4323,287.47208,0.00252,1.00681,10.58354,9.17176,-5.28679,0.00851,58.06311,0.26912,0.26949,-0.10149,-0.10126,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
274,274,2001-10-17 14:13:50.015990,29.6,52.5,1.593,2452200.07897,2452200.11042,45.2877,4.63548,255.95363,-4.31567,261.61887,0.00246,0.99409,10.59022,8.95116,5.66525,0.00852,59.50843,0.27616,0.27655,-0.11936,-0.11913,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
275,275,1872-07-06 18:09:57.888006,38.0,23.7,1.757,2404981.24008,2404981.27796,54.54479,4.60979,297.00858,-4.09047,303.04351,0.00272,1.01409,10.58509,8.70026,6.03494,0.00851,53.76869,0.24928,0.2496,-0.16046,-0.16027,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
276,276,2001-10-17 14:14:17.663999,32.6,51.7,1.593,2452200.07929,2452200.11071,45.23209,4.46363,255.29853,-4.17344,261.48981,0.00246,0.99409,10.62346,8.63706,6.19128,0.00857,59.52243,0.27796,0.27833,-0.1497,-0.14948,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
277,277,1978-03-11 00:47:00.959996,40.5,-89.0,2.033,2443578.49496,2443578.57977,122.12633,11.78399,265.63892,-10.29886,273.65014,0.00255,0.99111,23.47391,22.08286,8.01122,0.04138,56.20492,1.26728,1.27151,1.729,1.7311,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
278,278,2002-05-13 10:44:57.695996,5.0,114.9,1.448,2452407.93289,2452407.96664,48.60194,5.5593,289.32177,-5.09484,289.0165,0.00263,1.00791,10.6585,10.65414,-0.30527,0.00863,55.4613,0.2607,0.26111,0.04174,0.04198,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
279,279,1979-01-30 02:04:29.279985,47.6,-122.3,2.086,2443903.54145,2443903.6427,145.79982,11.56349,242.11525,-10.15666,254.58841,0.0024,0.98291,25.00903,21.72015,12.47317,0.04688,59.75244,1.52635,1.53167,1.81904,1.82159,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
280,280,2001-10-17 14:26:34.656019,26.6,50.0,1.602,2452200.08769,2452200.11942,45.69529,4.83486,256.48588,-4.48053,261.70403,0.00246,0.99408,10.67451,9.31539,5.21815,0.00865,59.48557,0.28045,0.28086,-0.08038,-0.08014,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
281,281,1987-04-30 00:44:49.632002,26.7,-81.8,2.031,2446915.4962,2446915.5748,113.18875,11.74008,291.32456,-10.59758,292.34659,0.00265,1.00478,22.36073,22.33766,1.02203,0.0376,54.13255,1.10898,1.11253,1.67509,1.67689,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
282,282,1987-04-30 00:51:17.568018,38.9,-77.1,2.036,2446915.49588,2446915.58529,128.74703,11.32207,291.8112,-10.19564,298.23896,0.00265,1.00479,22.44632,21.51772,6.42776,0.03788,54.21107,1.119,1.12246,1.59818,1.59993,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
283,283,1999-01-18 14:56:06.719994,26.1,44.0,1.622,2451197.10553,2451197.14325,54.31726,5.53544,247.77081,-5.03043,249.55838,0.00257,0.98137,10.71559,10.56587,1.78757,0.00872,56.68373,0.2693,0.26973,0.03803,0.03829,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
284,284,1999-01-18 14:57:20.159990,26.1,43.7,1.623,2451197.10637,2451197.14412,54.36749,5.5407,247.7701,-5.03495,249.56079,0.00257,0.98137,10.72575,10.57564,1.79069,0.00874,56.68367,0.26981,0.27024,0.03932,0.03957,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
285,285,1987-04-30 00:50:04.991989,28.0,-82.5,2.035,2446915.49935,2446915.57906,114.79091,11.74856,291.28309,-10.59791,292.89179,0.00265,1.00479,22.40356,22.34647,1.6087,0.03774,54.12917,1.11311,1.11668,1.67807,1.67988,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
286,286,2004-11-13 10:17:03.264000,4.9,114.8,1.429,2453322.91577,2453322.94443,41.26991,4.45921,245.96849,-4.34497,252.16138,0.00243,0.98709,10.76057,8.80418,6.19289,0.00879,60.16624,0.28824,0.28863,-0.12688,-0.12665,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
287,287,2001-10-17 14:42:25.056014,24.6,46.5,1.613,2452200.09854,2452200.13061,46.18542,4.98698,256.77957,-4.60627,261.73792,0.00246,0.99408,10.7962,9.59325,4.95835,0.00885,59.46487,0.28677,0.2872,-0.04885,-0.0486,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
288,288,1881-03-30 19:08:53.376011,51.5,-2.6,1.798,2408170.27439,2408170.32715,75.97847,5.55059,281.58798,-5.16971,283.15719,0.00253,0.99706,10.8342,10.72029,1.56921,0.00891,57.55181,0.27949,0.27994,0.05954,0.0598,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
289,289,1987-04-30 01:03:38.879990,36.2,-81.7,2.044,2446915.50551,2446915.59257,125.36986,11.53268,291.50156,-10.37926,296.7855,0.00265,1.00479,22.5324,21.91194,5.28394,0.03817,54.16677,1.12656,1.13011,1.64143,1.64323,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
290,290,1978-03-11 01:05:48.480012,41.6,-93.6,2.046,2443578.50738,2443578.5936,124.16262,11.77599,265.39346,-10.29604,273.91816,0.00255,0.99111,23.64172,22.07203,8.52469,0.04196,56.19696,1.28503,1.28931,1.73671,1.73883,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
291,291,1979-01-30 02:23:49.632010,37.8,-122.4,2.1,2443903.55893,2443903.65108,132.68951,12.73538,247.66505,-11.03022,255.87419,0.0024,0.98292,25.12387,23.7656,8.20914,0.0473,59.48272,1.53322,1.53907,2.02688,2.02969,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
292,292,1978-01-09 22:27:43.488007,38.9,-76.9,0.936,2443518.41563,2443518.46127,65.72002,5.65372,243.87279,-5.07589,245.6322,0.0024,0.9811,10.87249,10.72962,1.75941,0.00898,60.70426,0.29688,0.2974,0.07077,0.07108,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
293,293,1987-04-30 01:09:08.928009,33.7,-84.4,2.048,2446915.51028,2446915.5952,122.2853,11.67424,291.33307,-10.50511,295.52501,0.00265,1.00479,22.5671,22.17935,4.19195,0.03828,54.1375,1.12938,1.13298,1.6696,1.67142,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
294,294,2002-04-13 19:22:22.944020,30.5,-9.7,1.807,2452378.29246,2452378.32566,47.81145,4.87332,277.93194,-4.47487,283.41901,0.00269,1.00024,10.83648,9.34819,5.48707,0.00892,54.35074,0.26406,0.26441,-0.08685,-0.08664,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
295,295,2001-01-25 14:19:45.984005,29.6,52.5,1.597,2451935.08168,2451935.11627,49.80817,4.76968,245.14533,-4.50419,250.85246,0.00272,0.98193,10.88598,9.27387,5.70713,0.009,53.77314,0.26364,0.26398,-0.09454,-0.09433,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
296,296,2001-01-25 14:17:15.647987,32.6,51.7,1.595,2451935.07993,2451935.11455,49.84821,4.56959,244.10002,-4.34822,250.36543,0.00272,0.98193,10.8951,8.91781,6.2654,0.00901,53.78836,0.26415,0.26448,-0.12984,-0.12964,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
297,297,1987-04-30 01:19:54.336015,33.0,-87.4,2.055,2446915.51788,2446915.6025,121.85074,11.74491,291.30648,-10.56945,295.21803,0.00265,1.00479,22.65029,22.31437,3.91155,0.03856,54.12016,1.13725,1.14089,1.68708,1.68892,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
298,298,1970-04-08 01:26:08.448007,44.5,-88.0,2.06,2440684.51505,2440684.61579,145.058,12.12305,285.11816,-11.0469,291.44492,0.00253,0.99904,24.00675,23.16995,6.32676,0.04325,56.71224,1.33657,1.3412,1.8719,1.87418,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
299,299,2004-04-20 14:38:01.536019,27.3,62.4,1.61,2453116.09298,2453116.13068,54.29099,5.64088,284.41,-5.18429,286.09797,0.00268,1.00229,10.95559,10.82517,1.68797,0.00911,54.4895,0.27057,0.27099,0.06472,0.06497,0,Not_seen,Not_seen,Not_seen,0,SCHAEFER/ODEH
300,300,1920-04-19 18:42:17.568010,43.5,7.0,1.779,2422434.26014,2422434.30341,62.31662,5.15473,285.70392,-4.77107,290.44603,0.00243,1.00254,10.99784,9.92579,4.74212,0.00918,59.98055,0.30013,0.3006,-0.00769,-0.00741,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
301,301,1987-04-30 01:24:51.551985,30.0,-90.1,2.059,2446915.52237,2446915.60463,118.45037,11.85595,291.26566,-10.68105,293.84623,0.00265,1.0048,22.68235,22.537,2.58058,0.03867,54.09664,1.13993,1.14362,1.7107,1.71256,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
302,302,1978-01-09 22:46:24.960017,36.0,-79.8,0.949,2443518.42915,2443518.47358,63.97412,5.7872,245.23567,-5.18088,246.42157,0.0024,0.9811,11.0318,10.96808,1.1859,0.00924,60.68404,0.30552,0.30606,0.09972,0.10004,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1,SCHAEFER/ODEH
