Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Cloud Level,Seen,Method,Methods,Visibility
354,2449986.2151,-33.9,18.4,1.715,2449986.19752,2449986.23707,56.95,5.69383,266.19529,-6.07213,264.85766,0.00252,1.00042,11.84149,11.76596,-1.33763,0.01064,57.9472,0.33598,0.33654,0.19744,0.19777,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
355,2452762.17559,38.2,46.0,1.676,2452762.15801,2452762.19757,56.96667,5.00323,288.87249,-5.42747,294.45444,0.00271,1.00524,11.82672,10.43071,5.58195,0.01061,53.81191,0.31123,0.31165,0.04935,0.0496,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
356,2446914.6182,40.7,-111.9,1.118,2446914.59738,2446914.64422,67.45,5.57628,292.33965,-6.08701,294.74673,0.00263,1.00442,11.90823,11.66328,2.40708,0.01076,55.48521,0.32533,0.32584,0.18091,0.18121,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
357,2406428.26322,38.0,23.7,1.763,2406428.24334,2406428.28807,64.4,5.25509,300.17768,-5.42482,305.54921,0.00239,1.01426,11.95116,10.67991,5.37153,0.01084,61.05616,0.36057,0.36115,0.10322,0.10356,0,Not_seen,Not_seen,Not_seen,0
358,2451551.43212,10.0,-61.5,1.932,2451551.41612,2451551.45211,51.81667,5.8395,248.40571,-6.08411,248.29735,0.00269,0.98074,11.9241,11.9236,-0.10836,0.01079,54.17842,0.31851,0.31902,0.20293,0.20324,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
359,2453086.50281,36.8,-81.8,2.003,2453086.48632,2453086.52343,53.43333,5.1333,269.74989,-5.57594,275.04135,0.00262,0.99394,11.94175,10.70924,5.29146,0.01082,55.78999,0.32895,0.32943,0.08764,0.08792,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
360,2443134.46406,42.0,-91.6,0.964,2443134.44321,2443134.49013,67.56667,5.30536,238.66086,-5.70802,243.38637,0.00245,0.9813,11.98148,11.01338,4.72551,0.01089,59.64721,0.35403,0.3546,0.13275,0.13308,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
361,2451581.14292,36.2,37.2,1.643,2451581.12647,2451581.16348,53.3,4.84297,248.29468,-5.39417,254.47467,0.00264,0.98356,11.95361,10.23714,6.17999,0.01084,55.40867,0.32735,0.32779,0.03949,0.03975,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
362,2434808.06652,44.5,-88.0,1.567,2434808.49015,2434807.53698,-1372.56667,8.30903,89.72277,12.02087,110.64528,0.0024,0.99007,20.91849,3.71184,20.92251,0.03296,60.33146,1.08339,1.08614,-0.2005,-0.1991,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
363,2453027.26543,-33.9,18.4,1.765,2453027.24861,2453027.28646,54.5,5.01816,248.17718,-5.33929,241.92033,0.00247,0.9818,12.09619,10.35745,-6.25685,0.0111,59.15069,0.35781,0.35835,0.06936,0.06968,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
364,2452200.22504,10.3,9.8,1.725,2452200.21014,2452200.24367,48.28333,5.71035,258.50067,-6.05028,261.44679,0.00246,0.99406,12.12277,11.76064,2.94612,0.01115,59.32069,0.36041,0.36103,0.2112,0.21156,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
365,2446914.6411,37.0,-122.0,1.141,2446914.62087,2446914.6664,65.56667,5.79075,291.55136,-6.26426,293.15893,0.00263,1.00443,12.16132,12.055,1.60757,0.01122,55.45265,0.33905,0.3396,0.22814,0.22847,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
