Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Cloud Level,Seen,Method,Methods,Visibility,Source,Cloud cover,Distance
546,2459731.37461,52.48142,-1.89983,1.395,2459731.34677,2459731.40941,90.2,4.92905,306.65465,-5.2588,317.53113,0.00271,1.01133,14.89219,10.18785,10.87648,0.01679,53.85259,0.49282,0.49348,0.13011,0.13048,0.5,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1.0,ICOUK,8,62707.82882553662
547,2459760.38164,53.75,-2.48333,0.762,2459760.364,2459760.40368,57.13333,2.63259,312.39487,-3.44571,318.52229,0.00272,1.01398,8.62866,6.0783,6.12742,0.00566,53.89137,0.16619,0.16631,-0.47278,-0.47271,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,2,64664.10866292297
548,2459760.36412,51.62127,0.30556,0.744,2459760.34747,2459760.38494,53.96667,2.75193,309.95803,-3.5491,315.54151,0.00272,1.01398,8.41697,6.30103,5.58348,0.00539,53.88514,0.15813,0.15825,-0.45542,-0.45535,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,29557.942269433704
549,2459760.37334,51.48,-3.18,0.754,2459760.35661,2459760.39426,54.21667,2.78773,309.7496,-3.57764,315.40004,0.00272,1.01398,8.50947,6.36536,5.65045,0.0055,53.88401,0.16161,0.16174,-0.44686,-0.44679,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,7,65552.41574207152
550,2459760.36427,51.38333,-0.1,0.745,2459760.34769,2459760.385,53.73333,2.76871,309.70152,-3.5645,315.24569,0.00272,1.01398,8.41514,6.33321,5.54416,0.00538,53.88438,0.15806,0.15818,-0.45224,-0.45217,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,28718.40390094565
551,2459760.36427,51.38333,-0.1,0.745,2459760.34769,2459760.385,53.73333,2.76871,309.70152,-3.5645,315.24569,0.00272,1.01398,8.41514,6.33321,5.54416,0.00538,53.88438,0.15806,0.15818,-0.45224,-0.45217,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,28718.40390094565
552,2459760.36427,51.38333,-0.1,0.745,2459760.34769,2459760.385,53.73333,2.76871,309.70152,-3.5645,315.24569,0.00272,1.01398,8.41514,6.33321,5.54416,0.00538,53.88438,0.15806,0.15818,-0.45224,-0.45217,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,28718.40390094565
553,2459760.37894,53.69076,-1.62907,0.759,2459760.36137,2459760.40091,56.95,2.63111,312.3337,-3.44442,318.42341,0.00272,1.01398,8.60001,6.07553,6.08971,0.00562,53.89129,0.16509,0.16521,-0.47373,-0.47366,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,68033.00472024316
554,2459760.39536,55.95206,-3.19648,0.776,2459760.37655,2459760.41888,60.95,2.46672,315.51676,-3.30471,322.17252,0.00272,1.01398,8.80731,5.77144,6.65576,0.0059,53.89909,0.17315,0.17327,-0.49923,-0.49916,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,52117.00185646478
555,2459760.36536,51.46839,-0.36092,0.746,2459760.34874,2459760.38613,53.85,2.76578,309.786,-3.56161,315.35553,0.00272,1.01398,8.42748,6.32739,5.56953,0.0054,53.88458,0.15852,0.15864,-0.45254,-0.45247,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,9861.586642784281
