hijri_month,conj,date,country,city,state,atmosphere,sky,y_eye,y_bino,y_tele,y_ccd
39-11,2018-07-13 02:48:00,2018-07-13,Nigeria,Bauchi,Bauchi,clear,totally cloudy,False,False,False,False
39-11,2018-07-13 02:48:00,2018-07-13,Nigeria,Sokoto,Sokoto,clear,partly cloudy,False,False,False,False
39-11,2018-07-13 02:48:00,2018-07-13,Oman,Al-Fulaij Obseravtory,Muscat,very hazy,partly cloudy,False,False,False,False
39-11,2018-07-13 02:48:00,2018-07-13,South Africa,Cape Town,Western Cape,clear,partly cloudy,False,False,False,False
39-11,2018-07-13 02:48:00,2018-07-13,Sri Lanka,Colombo04,Western Province,clear,partly cloudy,False,False,False,False
39-11,2018-07-13 02:48:00,2018-07-13,United States,Fayetteville,Arkansas,clear,partly cloudy,False,False,False,False
39-11,2018-07-13 02:48:00,2018-07-13,United States,Blacksburg,Virginia,very hazy,partly cloudy,False,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,Australia,Sydney,NSW,clear,clear,True,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,Bangladesh,Dhaka,Bangladesh,clear,partly cloudy,True,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,Hungary,Tolna,Tolna,hazy,partly cloudy,True,True,False,False
39-11,2018-07-13 02:48:00,2018-07-14,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,Morocco,بنسليمان,بنسليمان,clear,partly cloudy,True,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,Morocco,تاوريرت,تاوريرت,hazy,totally cloudy,False,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,Nepal,Kathmandu,Bagmati,very hazy,totally cloudy,False,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,Nigeria,Kaduna,Kaduna,clear,partly cloudy,True,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,Sri Lanka,Colombo04,Western Province,hazy,totally cloudy,True,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,Sri Lanka,Trincomalee,Eastern Province,clear,clear,True,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,United Kingdom,London,Newham,hazy,partly cloudy,True,False,False,False
39-11,2018-07-13 02:48:00,2018-07-14,United States,Blacksburg,Virginia,hazy,partly cloudy,True,True,False,False
40-1,2018-09-09 18:01:00,2018-09-09,Saudi Arabia,سكاكا,الجوف,superb,clear,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Australia,Sydney,NSW,clear,clear,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Brunei Darussalam,Agok Hill,Tutong,hazy,totally cloudy,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Germany,Munich,Bavaria,clear,clear,False,False,False,True
40-1,2018-09-09 18:01:00,2018-09-10,Germany,MunicG,Bavaria,hazy,partly cloudy,False,True,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Hungary,Cece,Fejer,hazy,partly cloudy,False,True,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Indonesia,Kupang,Nusa Tenggara Timur,very hazy,partly cloudy,False,False,False,True
40-1,2018-09-09 18:01:00,2018-09-10,Indonesia,Surakarta,Central Java,hazy,partly cloudy,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Iran,Shahreza,Isfahan,hazy,clear,False,True,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Morocco,تاوريرت,تاوريرت,hazy,totally cloudy,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Morocco,بنسليمان,بنسليمان,clear,clear,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Morocco,الناظور,الشرق,clear,clear,True,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Nepal,Kathmandu,Bagmati,hazy,partly cloudy,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Oman,Al-Fulaij Obseravtory,Muscat,clear,clear,False,False,True,True
40-1,2018-09-09 18:01:00,2018-09-10,Saudi Arabia,Sewerqia,Madina,hazy,partly cloudy,False,False,False,True
40-1,2018-09-09 18:01:00,2018-09-10,South Africa,Cape Town,Western Cape,hazy,clear,True,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Sri Lanka,Borella,Colombo,clear,partly cloudy,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Sri Lanka,Negombo,Sri Lanka,hazy,totally cloudy,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Sri Lanka,colombo,Western Province,hazy,totally cloudy,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,Tanzania,Daressalaam,Tanzania,hazy,partly cloudy,True,True,False,False
40-1,2018-09-09 18:01:00,2018-09-10,United Kingdom,York,North Yorkshire,very hazy,totally cloudy,False,False,False,False
40-1,2018-09-09 18:01:00,2018-09-10,United States,Blacksburg,Virginia,very hazy,totally cloudy,False,False,False,False
40-2,2018-10-09 03:47:00,2018-10-09,Algeria,المدية,المدية,very hazy,totally cloudy,False,False,False,False
40-2,2018-10-09 03:47:00,2018-10-09,Germany,Munich,Bavaria,very hazy,partly cloudy,False,False,False,True
40-2,2018-10-09 03:47:00,2018-10-09,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,False,False
40-2,2018-10-09 03:47:00,2018-10-09,Iran,Shahreza,Isfahan,hazy,totally cloudy,False,False,False,False
40-2,2018-10-09 03:47:00,2018-10-09,Morocco,الناظور,الشرق,hazy,totally cloudy,False,False,False,False
40-2,2018-10-09 03:47:00,2018-10-09,Morocco,تاوريرت,تاوريرت,hazy,totally cloudy,False,False,False,False
40-2,2018-10-09 03:47:00,2018-10-09,South Africa,Cape Town,Western Cape,clear,clear,False,False,False,False
40-2,2018-10-09 03:47:00,2018-10-09,United Arab Emirates,Hafeet Mountain,Abu Dhabi,clear,clear,False,False,False,True
40-2,2018-10-09 03:47:00,2018-10-09,United Kingdom,York,North Yorkshire,superb,clear,False,False,False,False
40-2,2018-10-09 03:47:00,2018-10-10,Australia,Adelaide,South Australia,clear,clear,True,False,False,False
40-2,2018-10-09 03:47:00,2018-10-10,Indonesia,Surakarta,Central Java,clear,clear,True,True,True,False
40-2,2018-10-09 03:47:00,2018-10-10,Iran,Shahreza,Isfahan,hazy,partly cloudy,True,True,False,False
40-2,2018-10-09 03:47:00,2018-10-10,Morocco,تاوريرت,تاوريرت,clear,partly cloudy,True,False,False,False
40-2,2018-10-09 03:47:00,2018-10-10,Nepal,Kathmandu,Bagmati,hazy,partly cloudy,False,False,False,False
40-2,2018-10-09 03:47:00,2018-10-10,Sri Lanka,Borella,Colombo,hazy,totally cloudy,False,False,False,False
40-2,2018-10-09 03:47:00,2018-10-10,United Kingdom,York,North Yorkshire,hazy,partly cloudy,True,True,False,False
40-4,2018-12-07 07:20:00,2018-12-07,Iran,Shahreza,Isfahan,clear,partly cloudy,False,False,False,False
40-4,2018-12-07 07:20:00,2018-12-07,Morocco,تاوريرت,إقليم: تاوريرت,clear,clear,False,False,False,False
40-4,2018-12-07 07:20:00,2018-12-07,Morocco,الشرق,الناضور,hazy,partly cloudy,False,False,False,False
40-4,2018-12-07 07:20:00,2018-12-07,Oman,Al-Fulaij Obseravtory,Muscat,superb,clear,False,False,False,False
40-4,2018-12-07 07:20:00,2018-12-07,South Africa,Cape Town,Western Cape,clear,partly cloudy,False,False,False,False
40-4,2018-12-07 07:20:00,2018-12-07,United Kingdom,Leeds,West Yorkshire,very hazy,totally cloudy,False,False,False,False
40-4,2018-12-07 07:20:00,2018-12-08,Germany,Munich,Bavaria,clear,partly cloudy,False,False,False,True
40-4,2018-12-07 07:20:00,2018-12-08,Hungary,Csém,Komárom,clear,clear,True,False,False,False
40-4,2018-12-07 07:20:00,2018-12-08,Indonesia,Surakarta,Central Java,hazy,partly cloudy,False,False,False,False
40-4,2018-12-07 07:20:00,2018-12-08,Iran,Shahreza,Isfahan,clear,partly cloudy,True,True,False,False
40-4,2018-12-07 07:20:00,2018-12-08,Morocco,بنسليمان,بنسليمان,clear,clear,True,False,False,False
40-4,2018-12-07 07:20:00,2018-12-08,Nepal,Kathmandu,Bagmati,hazy,partly cloudy,False,False,False,False
40-4,2018-12-07 07:20:00,2018-12-08,Saudi Arabia,Sadus,Arriyadh,hazy,partly cloudy,True,True,False,False
40-4,2018-12-07 07:20:00,2018-12-08,Saudi Arabia,Medina,Sewerqia,superb,clear,False,False,False,True
40-4,2018-12-07 07:20:00,2018-12-08,United Kingdom,York,North Yorkshire,very hazy,totally cloudy,False,False,False,False
40-5,2019-01-06 01:28:00,2019-01-06,Iran,Shahreza,Isfahan,hazy,partly cloudy,False,False,False,False
40-5,2019-01-06 01:28:00,2019-01-06,Morocco,تاوريرت المدينة,تاوريرت,clear,clear,False,False,False,False
40-5,2019-01-06 01:28:00,2019-01-06,Morocco,الناظور,الشرق,superb,clear,False,False,False,False
40-5,2019-01-06 01:28:00,2019-01-06,Nigeria,Sokoto,Sokoto,hazy,clear,False,False,False,False
40-5,2019-01-06 01:28:00,2019-01-06,Oman,Al-Fulaij Obseravtory,Muscat,very hazy,partly cloudy,False,False,False,False
40-5,2019-01-06 01:28:00,2019-01-06,South Africa,Cape Town,Western Cape,clear,partly cloudy,False,False,False,False
40-5,2019-01-06 01:28:00,2019-01-06,United Kingdom,York,North Yorkshire,hazy,partly cloudy,False,False,False,False
40-5,2019-01-06 01:28:00,2019-01-06,United States,Blacksburg,Virginia,hazy,partly cloudy,False,False,False,False
40-5,2019-01-06 01:28:00,2019-01-07,Hungary,M6,Tolna,very hazy,partly cloudy,True,True,False,False
40-5,2019-01-06 01:28:00,2019-01-07,Iran,Shahreza,Isfahan,clear,totally cloudy,False,False,False,False
40-5,2019-01-06 01:28:00,2019-01-07,Iraq,البصرة,البصرة,very hazy,totally cloudy,True,False,False,True
40-5,2019-01-06 01:28:00,2019-01-07,Iraq,النجف,النجف,superb,partly cloudy,True,False,False,False
40-5,2019-01-06 01:28:00,2019-01-07,Morocco,بنسليمان,بنسليمان,clear,clear,True,False,False,False
40-5,2019-01-06 01:28:00,2019-01-07,United States,Blacksburg,Virginia,hazy,partly cloudy,True,True,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Australia,Sydney,NSW,clear,totally cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Indonesia,Surakarta,Central Java,very hazy,partly cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Iran,Shahreza,Isfahan,hazy,partly cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Iran,shahreza to Semirom called,Isfahan,hazy,partly cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Iraq,Basrah,Basrah,clear,clear,False,False,False,True
40-6,2019-02-04 21:04:00,2019-02-05,Malaysia,Merlimau,Melaka,clear,partly cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Morocco,تاوريرت,تاوريرت,clear,partly cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Morocco,الناظور,الشرق,superb,clear,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Morocco,بنسليمان,بنسليمان,clear,clear,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Nepal,Kathmandu,Bagmati,hazy,partly cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Oman,After Adam area,Al Dakhilya,clear,partly cloudy,False,False,False,True
40-6,2019-02-04 21:04:00,2019-02-05,Saudi Arabia,Sadus,Riyadh,hazy,partly cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,South Africa,Cape Town,Western Cape Province,hazy,partly cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,Sri Lanka,Negombo,Sri Lanka,clear,partly cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,United Arab Emirates,Abu Dhabi,Abu Dhabi,superb,partly cloudy,False,False,False,True
40-6,2019-02-04 21:04:00,2019-02-05,United Kingdom,York,North Yorkshire,very hazy,totally cloudy,False,False,False,False
40-6,2019-02-04 21:04:00,2019-02-05,United States,Blacksburg,Virginia,hazy,partly cloudy,False,True,False,False
40-6,2019-02-04 21:04:00,2019-02-06,Malaysia,Jasin,Melaka,clear,partly cloudy,True,False,False,False
40-6,2019-02-04 21:04:00,2019-02-06,United Kingdom,York,North Yorkshire,very hazy,totally cloudy,True,True,False,False
40-8,2019-04-05 08:50:00,2019-04-05,Indonesia,Surakarta,Central Java,hazy,totally cloudy,False,False,False,False
40-8,2019-04-05 08:50:00,2019-04-05,Iran,Shahreza,Isfahan,clear,totally cloudy,False,False,False,False
40-8,2019-04-05 08:50:00,2019-04-05,Jordan,الزرقاء,الزرقاء,clear,partly cloudy,False,False,False,False
40-8,2019-04-05 08:50:00,2019-04-05,Libya,طرابلس,المدينة,very hazy,totally cloudy,False,False,False,False
40-8,2019-04-05 08:50:00,2019-04-05,Morocco,بنسليمان,بنسليمان,hazy,partly cloudy,False,False,False,False
40-8,2019-04-05 08:50:00,2019-04-05,Morocco,تاوريرت,تاوريرت,very hazy,totally cloudy,False,False,False,False
40-8,2019-04-05 08:50:00,2019-04-05,Morocco,الناظور,الشرق,clear,partly cloudy,False,False,False,False
40-8,2019-04-05 08:50:00,2019-04-06,Algeria,واحة تغردايت,غرداية,hazy,clear,True,False,False,False
40-8,2019-04-05 08:50:00,2019-04-06,Australia,Brisbane,Queensland,clear,clear,True,False,False,False
40-8,2019-04-05 08:50:00,2019-04-06,Bangladesh,Dhaka,Dhaka,superb,clear,True,False,False,False
40-8,2019-04-05 08:50:00,2019-04-06,Hungary,Mohacs,Baranya,clear,clear,True,True,False,False
40-8,2019-04-05 08:50:00,2019-04-06,Iran,Shahreza,Isfahan,clear,partly cloudy,False,False,False,False
40-8,2019-04-05 08:50:00,2019-04-06,Iraq,Basrah,Basrah,very hazy,totally cloudy,True,False,False,True
40-8,2019-04-05 08:50:00,2019-04-06,Morocco,تاوريرت,تاوريرت,clear,partly cloudy,True,False,False,False
40-8,2019-04-05 08:50:00,2019-04-06,Morocco,بنسليمان,بنسليمان,clear,clear,True,False,False,False
40-8,2019-04-05 08:50:00,2019-04-06,Saudi Arabia,Sadus,Arriyadh,hazy,partly cloudy,True,True,False,False
40-8,2019-04-05 08:50:00,2019-04-06,United Kingdom,York,North Yorkshire,hazy,totally cloudy,False,False,False,False
40-8,2019-04-05 08:50:00,2019-04-06,United States,Blacksburg,Virginia,hazy,partly cloudy,True,True,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Algeria,Berriane,Ghardaia,hazy,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Algeria,القرارة,غرداية,hazy,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Algeria,بني يزقن,غرداية,clear,partly cloudy,False,True,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Australia,Sydney,NSW,clear,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Brunei Darussalam,Bukit Agok,Tutong,clear,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Egypt,صفط اللبن,الجيزة,hazy,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Ghana,Accra,Greater Accra,clear,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Indonesia,Surakarta,Central Java,hazy,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Iran,shahreza to Semirom,Isfahan,hazy,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Iran,Shahreza,Isfahan,hazy,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Iraq,Basrah,Basrah,very hazy,partly cloudy,False,False,False,True
40-9,2019-05-04 22:45:00,2019-05-05,Iraq,النجف الأشرف,النجف,clear,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Libya,طرابلس,المدينة,clear,clear,False,False,False,True
40-9,2019-05-04 22:45:00,2019-05-05,Malaysia,Port Dickson,Negeri Sembilan,clear,partly cloudy,False,False,False,True
40-9,2019-05-04 22:45:00,2019-05-05,Malaysia,Tg Bidara,Melaka,hazy,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Morocco,بنسليمان,بنسليمان,clear,clear,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Morocco,تاوريرت,تاوريرت,clear,clear,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Morocco,الناظور,الشرق,superb,clear,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Morocco,الرباط,الرباط,very hazy,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Nepal,Kathmandu,Bagmati,hazy,clear,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Nigeria,Bauchi,Bauchi,clear,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Nigeria,Sokoto,Sokoto,hazy,partly cloudy,True,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Oman,Near Salalah,Dhofar,hazy,clear,False,False,False,True
40-9,2019-05-04 22:45:00,2019-05-05,Oman,Yibal,Al Dhahirah,clear,clear,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Pakistan,Jhelum,Punjab,clear,clear,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Palestine,الخليل,الخليل,hazy,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,South Africa,Cape Town,Western Cape,clear,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,Tunisia,حمام الأنف,بن عروس,superb,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,United Arab Emirates,جبل حفيت,العين,hazy,clear,False,False,False,True
40-9,2019-05-04 22:45:00,2019-05-05,United Kingdom,York,North Yorkshire,hazy,totally cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-05,United States,Blacksburg,Virginia,hazy,partly cloudy,False,True,False,False
40-9,2019-05-04 22:45:00,2019-05-06,Bahrain,عيسى,الجنوبية,hazy,partly cloudy,False,False,False,False
40-9,2019-05-04 22:45:00,2019-05-06,Iraq,خان بني سعد,ديالى,clear,partly cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Algeria,كوينين,الوادي,very hazy,clear,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Algeria,قمار,وادي سوف,very hazy,clear,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Algeria,بلدية البرمة,ورقلة,superb,clear,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Belgium,مونس,مونس,hazy,partly cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Egypt,صفط اللبن,الجيزة,hazy,partly cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Ghana,Accra,Greater Accra Region,clear,clear,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Indonesia,Surakarta,Central Java,very hazy,totally cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Jordan,الزرقاء,الزرقاء,hazy,partly cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Lebanon,طرابلس،لبنان,الشمال,very hazy,partly cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Libya,طرابلس,طرابلس,clear,clear,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Malaysia,Port Dickson,Negeri Sembilan,hazy,totally cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Malaysia,Al-Khawarizmi Observatory Tg. Bidara,Melaka,hazy,totally cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Morocco,بنسليمان,بنسليمان,clear,clear,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Nigeria,Bauchi,Bauci,clear,totally cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Nigeria,Ikorodu,Lagos,hazy,partly cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Nigeria,Ilorin,kwara,hazy,totally cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Oman,صور,جنوب الشرقية,clear,clear,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Palestine,الخليل,الخليل,hazy,partly cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,Tunisia,حمام الأنف,بن عروس,superb,clear,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-03,United States,Blacksburg,Virginia,very hazy,partly cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Algeria,البرمة,ورڨلة,superb,clear,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Algeria,عجاجة,ورقلة,clear,clear,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Algeria,كوينين,الوادي,hazy,partly cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Algeria,المنطقة الصناعية ڤار الطعام,غرداية,clear,partly cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Algeria,قمار,وادي سوف,clear,clear,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Australia,Brisbane,QLD,clear,clear,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Bahrain,عيسى,الجنوبية,clear,clear,False,False,False,True
40-10,2019-06-03 10:02:00,2019-06-04,Bahrain,عيسى,الجنوبية,clear,clear,True,False,True,False
40-10,2019-06-03 10:02:00,2019-06-04,Bangladesh,Kurigram,bangladesh,clear,clear,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Brunei Darussalam,Tanjung Batu,Brunei Muara,clear,totally cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Chad,آتية,البظحاء,clear,clear,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Egypt,صفط اللبن,الجيزة,hazy,totally cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Germany,Munich,Bavaria,clear,clear,False,False,False,True
40-10,2019-06-03 10:02:00,2019-06-04,Germany,Munich,Bavaria,clear,clear,True,True,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Germany,Munich,Bavaria,hazy,partly cloudy,True,True,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Ghana,Accra,Greater Accra Region,clear,clear,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Hungary,Daruszentmiklós,Fejér,hazy,partly cloudy,True,True,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Indonesia,Surakarta,Central Java,very hazy,totally cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Iran,Shahreza,Isfahan,hazy,clear,True,True,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Iraq,النجف الاشرف,النجف,clear,partly cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Iraq,Basrah,Basrah,very hazy,clear,True,False,True,False
40-10,2019-06-03 10:02:00,2019-06-04,Iraq,الصدر,بغداد,hazy,partly cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Iraq,Al Basrah,البصرة,hazy,clear,False,False,False,True
40-10,2019-06-03 10:02:00,2019-06-04,Jordan,الزرقاء,الزرقاء,hazy,partly cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Libya,طرابلس,المدينة,clear,clear,False,False,False,True
40-10,2019-06-03 10:02:00,2019-06-04,Malaysia,Port Dickson,Negeri Sembilan,clear,clear,False,False,False,True
40-10,2019-06-03 10:02:00,2019-06-04,Morocco,الدار البيضاء,سيدي موسى بن علي,hazy,partly cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Morocco,الناظور,الشرق,superb,clear,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Morocco,تاوريرت,تاوريرت,clear,partly cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Morocco,بنسليمان,بنسليمان,clear,partly cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Nepal,Kathmandu,Bagmati,very hazy,totally cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Saudi Arabia,الخبر,الخبر,superb,clear,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,South Africa,Cape Town,Western Cape,hazy,partly cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Sri Lanka,Colombo,western province,very hazy,totally cloudy,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,Tunisia,Hammam Lif,Ben Arous,clear,clear,True,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,United Kingdom,Slough,Berkshire,clear,partly cloudy,False,False,False,False
40-10,2019-06-03 10:02:00,2019-06-04,United Kingdom,York,North Yorkshire,hazy,partly cloudy,True,True,True,False
40-10,2019-06-03 10:02:00,2019-06-04,United States,Blacksburg,Virginia,very hazy,partly cloudy,True,True,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Algeria,كوينين,الوادي,very hazy,clear,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Algeria,بني يزجن,غرداية,hazy,partly cloudy,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Australia,Sydney,NSW,clear,totally cloudy,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Bangladesh,Dhaka,Dhaka,clear,clear,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Germany,Munich,Bavaria,clear,partly cloudy,False,True,False,True
40-11,2019-07-02 19:16:00,2019-07-03,Ghana,Accra,Greater Accra region,clear,clear,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Indonesia,Ponorogo,Jawa Timur,hazy,partly cloudy,False,False,False,True
40-11,2019-07-02 19:16:00,2019-07-03,Iran,Shahreza,Isfahan,hazy,partly cloudy,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Iraq,Al Basrah,Basrah,hazy,clear,True,False,False,True
40-11,2019-07-02 19:16:00,2019-07-03,Jordan,Amman,Amman,clear,clear,False,True,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Malaysia,port dickson,negeri sembilan,very hazy,partly cloudy,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Morocco,تاوريرت,تاوريرت,hazy,partly cloudy,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Morocco,بنسليمان,بنسليمان,clear,partly cloudy,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Morocco,الناظور,الشرق,clear,partly cloudy,True,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,Saudi Arabia,الخبر,الخبر,superb,clear,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,South Africa,Johannesburg,Gauteng,clear,clear,True,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,United Arab Emirates,Abu Dhabi,Abu Dhabi,clear,clear,False,False,False,True
40-11,2019-07-02 19:16:00,2019-07-03,United Kingdom,York,North Yorkshire,clear,clear,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-03,United States,Blacksburg,Virginia,hazy,partly cloudy,False,False,False,False
40-11,2019-07-02 19:16:00,2019-07-04,Malaysia,Port Dickson,Negeri Sembilan,superb,clear,True,True,True,False
40-11,2019-07-02 19:16:00,2019-07-04,Morocco,بنسليمان,بنسليمان,superb,clear,True,False,False,False
