Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Cloud Level,Seen,Method,Methods,Source
348,2459287.252,51.46839,-0.36092,0.32,2459287.252,2459287.251,-1.71667,-0.70691,260.64207,-0.71566,266.67506,0.00265,0.99146,6.03253,0.00875,6.03299,0.00277,55.21297,0.0833,0.08328,-1.13067,-1.13068,0,Not_seen,Not_seen,Not_seen,ICOUK
349,2459287.255,53.61766,-2.1552,0.324,2459287.256,2459287.254,-3.13333,-0.80736,260.33305,-0.62798,266.41892,0.00265,0.99146,6.08804,0.17938,6.08588,0.00282,55.21001,0.08484,0.08482,-1.11265,-1.11267,1,Not_seen,Not_seen,Not_seen,ICOUK
350,2459287.252,53.95763,-1.08271,0.321,2459287.253,2459287.251,-3.63333,-0.84441,260.27594,-0.59643,266.3479,0.00265,0.99146,6.07653,0.24798,6.07196,0.00281,55.21086,0.08452,0.0845,-1.10599,-1.106,1,Not_seen,Not_seen,Not_seen,ICOUK
351,2459288.28,53.75,-2.48333,1.348,2459288.259,2459288.306,67.8,4.71907,261.76499,-5.28086,273.44707,0.00267,0.9918,15.36617,9.99992,11.68208,0.01787,54.62441,0.53202,0.53271,0.13347,0.13386,1,Not_seen,Not_seen,Not_seen,ICOUK
352,2459288.279,53.58333,-2.43333,1.348,2459288.259,2459288.306,67.75,4.73765,261.78754,-5.295,273.43726,0.00267,0.9918,15.36293,10.03265,11.64972,0.01787,54.62299,0.53178,0.53248,0.13661,0.137,1,Not_seen,Not_seen,Not_seen,ICOUK
353,2459288.279,53.58333,-2.43333,1.348,2459288.259,2459288.306,67.75,4.73765,261.78754,-5.295,273.43726,0.00267,0.9918,15.36293,10.03265,11.64972,0.01787,54.62299,0.53178,0.53248,0.13661,0.137,1,Not_seen,Not_seen,Not_seen,ICOUK
354,2459288.272,51.62127,0.30556,1.341,2459288.251,2459288.298,66.83333,4.91236,262.05269,-5.43706,273.284,0.00267,0.9918,15.26128,10.34941,11.23131,0.01763,54.61166,0.5247,0.52541,0.1643,0.1647,1,Not_seen,Not_seen,Not_seen,ICOUK
355,2459288.28,51.45523,-2.59665,1.349,2459288.259,2459288.306,67.35,4.9762,262.0873,-5.48905,273.32716,0.00267,0.9918,15.34607,10.46525,11.23986,0.01783,54.60339,0.53043,0.53116,0.17911,0.17952,1,Not_seen,Not_seen,Not_seen,ICOUK
356,2459288.279,52.47214,-2.08212,1.347,2459288.258,2459288.305,67.45,4.85608,261.94299,-5.39199,273.37439,0.00267,0.9918,15.34106,10.24807,11.4314,0.01782,54.61382,0.53019,0.5309,0.15726,0.15766,1,Not_seen,Not_seen,Not_seen,ICOUK
357,2459288.273,51.38333,-0.1,1.342,2459288.253,2459288.299,66.86667,4.94569,262.08623,-5.46215,273.27662,0.00267,0.9918,15.27091,10.40784,11.19039,0.01765,54.60849,0.52533,0.52605,0.17049,0.1709,1,Not_seen,Not_seen,Not_seen,ICOUK
358,2459288.273,51.38333,-0.1,1.342,2459288.253,2459288.299,66.86667,4.94569,262.08623,-5.46215,273.27662,0.00267,0.9918,15.27091,10.40784,11.19039,0.01765,54.60849,0.52533,0.52605,0.17049,0.1709,1,Not_seen,Not_seen,Not_seen,ICOUK
359,2459288.281,56.46913,-2.97489,1.349,2459288.259,2459288.307,68.53333,4.411,261.38308,-5.03215,273.57407,0.00267,0.9918,15.40948,9.44315,12.19099,0.01797,54.64751,0.53523,0.53588,0.0796,0.07997,0.5,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,ICOUK
360,2459318.318,52.13459,-0.46632,1.713,2459318.289,2459318.353,91.86667,6.58086,282.12742,-6.68863,294.65125,0.00271,1.00034,18.22699,13.26949,12.52383,0.02509,53.67809,0.73379,0.73511,0.5718,0.57251,0.5,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,ICOUK
361,2459347.35,53.75,-2.48333,1.059,2459347.334,2459347.371,53.4,2.95814,299.70949,-3.66937,308.37879,0.00272,1.00774,10.90843,6.62751,8.6693,0.00903,53.90623,0.26538,0.26559,-0.35814,-0.35801,0.5,Not_seen,Not_seen,Not_seen,ICOUK
362,2459347.349,53.58333,-2.43333,1.058,2459347.333,2459347.37,53.28333,2.97101,299.56979,-3.68152,308.20755,0.00272,1.00774,10.89864,6.65254,8.63776,0.00902,53.90555,0.2649,0.26511,-0.35592,-0.35579,0.5,Not_seen,Not_seen,Not_seen,ICOUK
363,2459347.349,53.58333,-2.43333,1.058,2459347.333,2459347.37,53.28333,2.97101,299.56979,-3.68152,308.20755,0.00272,1.00774,10.89864,6.65254,8.63776,0.00902,53.90555,0.2649,0.26511,-0.35592,-0.35579,0.5,Not_seen,Not_seen,Not_seen,ICOUK
364,2459347.349,53.58333,-2.43333,1.058,2459347.333,2459347.37,53.28333,2.97101,299.56979,-3.68152,308.20755,0.00272,1.00774,10.89864,6.65254,8.63776,0.00902,53.90555,0.2649,0.26511,-0.35592,-0.35579,0.5,Not_seen,Not_seen,Not_seen,ICOUK
365,2459347.336,51.62127,0.30556,1.044,2459347.32,2459347.356,51.75,3.0963,298.05004,-3.79069,306.27379,0.00272,1.00773,10.72272,6.88699,8.22375,0.00873,53.89817,0.25641,0.25662,-0.33754,-0.33741,1,Not_seen,Not_seen,Not_seen,ICOUK
366,2459347.343,51.45523,-2.59665,1.052,2459347.327,2459347.364,52.23333,3.14744,297.92474,-3.83148,306.17627,0.00272,1.00773,10.80307,6.97893,8.25152,0.00886,53.89618,0.26024,0.26047,-0.32605,-0.32592,1,Not_seen,Not_seen,Not_seen,ICOUK
367,2459347.338,52.2,0.11667,1.046,2459347.322,2459347.358,52.08333,3.05355,298.47435,-3.75244,306.80687,0.00272,1.00773,10.75491,6.80599,8.33252,0.00878,53.90051,0.25795,0.25817,-0.34471,-0.34458,0.5,Not_seen,Not_seen,Not_seen,ICOUK
368,2459347.344,52.72247,-1.3702,1.052,2459347.327,2459347.364,52.63333,3.02974,298.87311,-3.73165,307.33123,0.00272,1.00773,10.82453,6.76139,8.45812,0.0089,53.90218,0.2613,0.26152,-0.34718,-0.34705,0.5,Not_seen,Not_seen,Not_seen,ICOUK
369,2459347.336,51.11303,-0.18312,1.044,2459347.32,2459347.356,51.61667,3.14288,297.68959,-3.82936,305.83073,0.00272,1.00773,10.71476,6.97224,8.14114,0.00872,53.89578,0.25601,0.25623,-0.32924,-0.32911,1,Not_seen,Not_seen,Not_seen,ICOUK
370,2459347.336,51.38333,-0.1,1.045,2459347.32,2459347.356,51.71667,3.11991,297.87998,-3.81121,306.06868,0.00272,1.00773,10.72432,6.93112,8.1887,0.00873,53.897,0.25648,0.2567,-0.33308,-0.33295,0.5,Not_seen,Not_seen,Not_seen,ICOUK
371,2459347.336,51.38333,-0.1,1.045,2459347.32,2459347.356,51.71667,3.11991,297.87998,-3.81121,306.06868,0.00272,1.00773,10.72432,6.93112,8.1887,0.00873,53.897,0.25648,0.2567,-0.33308,-0.33295,1,Not_seen,Not_seen,Not_seen,ICOUK
372,2459347.348,53.69076,-1.62907,1.056,2459347.331,2459347.368,53.2,2.95227,299.66139,-3.66548,308.30182,0.00272,1.00774,10.8796,6.61774,8.64044,0.00899,53.9063,0.26398,0.26419,-0.35994,-0.35982,0.5,Not_seen,Not_seen,Not_seen,ICOUK
373,2459347.348,53.69076,-1.62907,1.056,2459347.331,2459347.368,53.2,2.95227,299.66139,-3.66548,308.30182,0.00272,1.00774,10.8796,6.61774,8.64044,0.00899,53.9063,0.26398,0.26419,-0.35994,-0.35982,0.5,Not_seen,Not_seen,Not_seen,ICOUK
374,2459347.361,56.46913,-2.97489,1.07,2459347.344,2459347.383,55.25,2.72114,302.30236,-3.46905,311.48449,0.00272,1.00774,11.06997,6.19019,9.18213,0.0093,53.91822,0.27333,0.27353,-0.39713,-0.39701,0.5,Not_seen,Not_seen,Not_seen,ICOUK
