hijri_month,conj,date,country,city,state,atmosphere,sky,y_eye,y_bino,y_tele,y_ccd
34-6,10/04/2013 09:35,11/04/2013,Indonesia,Medan,Sumatera utara,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-6,10/04/2013 09:35,11/04/2013,Indonesia,Surakarta,Central Java,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-6,10/04/2013 09:35,11/04/2013,Iran,Khour,Esfahan,hazy,clear,TRUE,TRUE,FALSE,FALSE
34-6,10/04/2013 09:35,11/04/2013,Libya,البريقة,اجدابيا,clear,clear,TRUE,FALSE,FALSE,FALSE
34-6,10/04/2013 09:35,11/04/2013,Nigeria,kaduna,kaduna,very hazy,clear,FALSE,FALSE,FALSE,FALSE
34-6,10/04/2013 09:35,11/04/2013,Pakistan,karachi,Sindh,hazy,clear,FALSE,FALSE,FALSE,FALSE
34-6,10/04/2013 09:35,11/04/2013,Saudi Arabia,Buraydah,Gasseem,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-6,10/04/2013 09:35,11/04/2013,South Africa,Cape Town,Western Cape,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-6,10/04/2013 09:35,11/04/2013,United States,Blacksburg,Virginia,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,10/05/2013,Algeria,Ghardaia,Ghardaia,hazy,clear,FALSE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,10/05/2013,Indonesia,Surakarta,Central Java,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,10/05/2013,Libya,البريقة,اجدابيا,clear,clear,FALSE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,10/05/2013,Pakistan,karachi,sindh,very hazy,clear,FALSE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,10/05/2013,Saudi Arabia,Buraydah,AlGasseem,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,10/05/2013,Tunisia,المنستير,المنستير,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,10/05/2013,United Kingdom,York,North Yorkshire,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,10/05/2013,United States,Houston,TEXAS,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,11/05/2013,Bahrain,مدينة عيسى,الوسطى,hazy,clear,TRUE,TRUE,FALSE,FALSE
34-7,10/05/2013 00:29,11/05/2013,Indonesia,Medan,Sumatera utara,hazy,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,11/05/2013,Indonesia,Surakarta,Central Java,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,11/05/2013,Libya,البريقة,اجدابيا,clear,clear,TRUE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,11/05/2013,Nigeria,kaduna,kaduna,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,11/05/2013,South Africa,Cape Town,Western Cape,clear,clear,TRUE,FALSE,FALSE,FALSE
34-7,10/05/2013 00:29,11/05/2013,South Africa,Cape Town,Western Cape,hazy,clear,TRUE,TRUE,FALSE,FALSE
34-7,10/05/2013 00:29,11/05/2013,Tunisia,المنستير,المنستير,hazy,partly cloudy,TRUE,TRUE,FALSE,FALSE
34-7,10/05/2013 00:29,11/05/2013,United Arab Emirates,Abu Dhabi,Abu Dhabi,superb,clear,FALSE,FALSE,FALSE,TRUE
34-7,10/05/2013 00:29,11/05/2013,United States,Blacksburg,Virginia,hazy,partly cloudy,TRUE,TRUE,FALSE,FALSE
34-8,08/06/2013 15:56,08/06/2013,Saudi Arabia,buraydah,algaseem,superb,clear,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,08/06/2013,Tunisia,المنستير,المنستير,hazy,clear,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Algeria,Ghardaia,Ghardaia,hazy,clear,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Indonesia,Surakarta,Central Java,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Indonesia,Medan,Sumatera utara,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Iran,‌Bojnurd,Khorasan,hazy,clear,FALSE,FALSE,TRUE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Iran,Bojnord,Khorasan,hazy,clear,FALSE,FALSE,TRUE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Iran,saravan,balochistan,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Libya,tripoli,tripoli,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Libya,البريقة,اجدابيا,clear,clear,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Libya,Susa,Jabal Al-Akhdar,superb,clear,FALSE,FALSE,FALSE,TRUE
34-8,08/06/2013 15:56,09/06/2013,Libya,Susa,Jabal Al-Akhdar,superb,clear,FALSE,FALSE,TRUE,TRUE
34-8,08/06/2013 15:56,09/06/2013,Malaysia,Tanjung Bidara,Melaka,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Pakistan,karachi,sindh,very hazy,clear,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Saudi Arabia,Burydah,al Gaseem,hazy,clear,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Senegal,Dakar,Sénégal,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,South Africa,Cape Town,Western Cape,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,South Africa,Cape Town,Western Cape,hazy,clear,FALSE,TRUE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Tanzania,Daressalaam,Tanzania,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,Tunisia,المنستير,المنستير,hazy,clear,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,United Kingdom,York,North Yorkshire,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,09/06/2013,United States,Blacksburg,VA,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,10/06/2013,Algeria,Ghardaia,Ghardaia,clear,clear,TRUE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,10/06/2013,Libya,طرابلس,طرابلس,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,10/06/2013,Nigeria,Ilorin,Kwara State,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-8,08/06/2013 15:56,10/06/2013,United States,Blacksburg,VA,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Brunei Darussalam,Bandar Seri Begawan,Brunei,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Germany,Munich,Bavaria,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Germany,Marburg,Hessen,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Ghana,Accra,Greater Accra Region,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Indonesia,Surakarta,Central Java,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Malaysia,Tanjung Bidara,Melaka,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Nigeria,Abuja,FCT,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Nigeria,Ilorin,Kwara,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Saudi Arabia,Buraydah,Algaseem,hazy,clear,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Saudi Arabia,ينبع الصناعية,المدينة المنورة,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,South Africa,Cape Town,Western Cape Province,clear,clear,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,Tunisia,المنستير,المنستير,hazy,clear,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,United Kingdom,Liverpool,Merseyside,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,United States,San Diego,California,clear,clear,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,08/07/2013,United States,Blacksburg,Virginia,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Algeria,Ghardaia,Ghardaia,clear,partly cloudy,TRUE,TRUE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Algeria,BARIKA,BATNA,hazy,clear,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Germany,Munich,Bavaria,very hazy,partly cloudy,FALSE,FALSE,FALSE,TRUE
34-9,08/07/2013 07:14,09/07/2013,Ghana,Accra,Greater Accra Region,hazy,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Indonesia,Medan,Sumatera utara,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Indonesia,Surakarta,Central Java,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Iran,saravan,balochistan,very hazy,clear,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Iran,Bojnord,Khorasan,hazy,partly cloudy,FALSE,FALSE,TRUE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Jordan,Amman,Amman,clear,clear,FALSE,TRUE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Jordan,عمّان,عمّان,superb,clear,TRUE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Libya,البريقة,اجدابيا,clear,clear,FALSE,FALSE,FALSE,TRUE
34-9,08/07/2013 07:14,09/07/2013,Malaysia,Tanjung Bidara,Melaka,hazy,partly cloudy,FALSE,TRUE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Nigeria,Bauchi,Bauchi,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Nigeria,Kaduna,Kaduna,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Nigeria,kaduna,kaduna,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Nigeria,Ilorin,Kwara,clear,clear,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Pakistan,karachi,sindh,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Philippines,"Bongao, Sanga-Sanga",Tawi-Tawi,clear,clear,TRUE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Saudi Arabia,Buraydah,Algaseem,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Senegal,Kedougou,Senegal,hazy,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Tanzania,Daressalaam,Tanzania,hazy,partly cloudy,TRUE,TRUE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,Tunisia,المنستير,المنستير,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-9,08/07/2013 07:14,09/07/2013,United States,Blacksburg,Virginia,hazy,partly cloudy,FALSE,TRUE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Algeria,BARIKA,BATNA,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Algeria,Ghardaia,Ghardaia,clear,clear,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Australia,Sydney,NSW,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Brunei Darussalam,Bandar Seri Begawan,Brunei,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Brunei Darussalam,Bandar Seri Begawan,Brunei,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Germany,Munich,Bavaria,very hazy,partly cloudy,FALSE,FALSE,FALSE,TRUE
34-10,06/08/2013 21:51,07/08/2013,Germany,Marburg,Hessen,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Indonesia,Surakarta,Central Java,clear,clear,FALSE,FALSE,FALSE,TRUE
34-10,06/08/2013 21:51,07/08/2013,Iran,"North Tehran,Dizin",Tehran,clear,clear,FALSE,FALSE,TRUE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Iran,Ardakan,Yazd,clear,clear,FALSE,FALSE,TRUE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Jordan,Amman,Amman,clear,clear,FALSE,FALSE,FALSE,TRUE
34-10,06/08/2013 21:51,07/08/2013,Kuwait,الكويت,العاصمة,superb,clear,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Malaysia,Tanjung Bidara,Melaka,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Nigeria,kaduna,kaduna,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Nigeria,Bauchi,Bauchi,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Nigeria,Ilorin,Kwara State,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Nigeria,Abuja,FCT,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Nigeria,Bauchi,Bauchi,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Oman,Al-Fulaij Observatory,Muscat,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Saudi Arabia,رابغ,رابغ,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Saudi Arabia,Boraydah,Al gaseem,superb,clear,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Senegal,Dakar,Senegal,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,South Africa,Cape Town,Western Cape,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Tunisia,المنستير,المنستير,clear,clear,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,Tunisia,المنستير,المنستير,clear,clear,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,United Kingdom,"Moor Road, Anglezarke, Chorley, PR6 9DQ",Lancashire,superb,clear,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,United Kingdom,York,North Yorkshire,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,United States,Blacksburg,Virginia,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,07/08/2013,United States,Tucson,Arizona,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,08/08/2013,Algeria,Ghardaia,Ghardaia,clear,clear,TRUE,TRUE,FALSE,FALSE
34-10,06/08/2013 21:51,08/08/2013,Germany,Marburg,Hessen,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,08/08/2013,Ghana,Accra,Greater Accra Region,superb,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,08/08/2013,India,Mumbai,Maharashtra,hazy,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,08/08/2013,Indonesia,Surakarta,Central Java,clear,partly cloudy,TRUE,TRUE,FALSE,FALSE
34-10,06/08/2013 21:51,08/08/2013,Iran,"Tehran, Milad Tower",Tehran,clear,clear,FALSE,FALSE,TRUE,FALSE
34-10,06/08/2013 21:51,08/08/2013,Kuwait,الكويت,العاصمة,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,08/08/2013,Libya,البريقة,اجدابيا,hazy,clear,FALSE,TRUE,FALSE,FALSE
34-10,06/08/2013 21:51,08/08/2013,Nigeria,Bauchi,Bauchi,clear,totally cloudy,TRUE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,08/08/2013,Nigeria,Ilorin,Kwara State,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-10,06/08/2013 21:51,08/08/2013,Nigeria,kaduna,kaduna,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Algeria,القرارة,غرداية,clear,clear,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Germany,Bodenmais,Bavaria,clear,partly cloudy,FALSE,FALSE,FALSE,TRUE
34-11,05/09/2013 11:36,06/09/2013,Ghana,Accra,Gt Accra,clear,clear,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Indonesia,Surakarta,Central Java,clear,partly cloudy,TRUE,TRUE,TRUE,TRUE
34-11,05/09/2013 11:36,06/09/2013,Iran,Mashhad,Khorasan,clear,clear,FALSE,FALSE,TRUE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Iran,Esfahan,Esfahan,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Libya,البريقة,اجدابيا,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Malaysia,Pantai Klebang,Melaka,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Nigeria,kaduna,kaduna,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Oman,Muscat,Muscat,very hazy,partly cloudy,FALSE,FALSE,FALSE,TRUE
34-11,05/09/2013 11:36,06/09/2013,Saudi Arabia,Buraydah,Al gaseem,very hazy,clear,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Saudi Arabia,مكه المكرمة,رابغ,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,South Africa,Cape Town,Western Cape,superb,clear,TRUE,TRUE,TRUE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Sri Lanka,Borella,Colombo 00800,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,Tunisia,المنستير,المنستير,clear,clear,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,United Kingdom,York,North Yorkshire,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-11,05/09/2013 11:36,06/09/2013,United States,Blacksburg,Virginia,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,Algeria,Ghardaia,Ghardaia,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,Brunei Darussalam,Bandar Seri Begawan,Brunei,clear,clear,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,Egypt,بنها,القليوبية,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,Egypt,بنها,القليوبية,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,Indonesia,Surakarta,Central Java,clear,clear,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,Libya,البريقة,اجدابيا,superb,clear,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,Oman,Al-Fulaij Observatory,Muscat,clear,clear,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,Saudi Arabia,Al bosor Near Buraydah,Algasseem,clear,clear,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,South Africa,Cape Town,Western Cape,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,South Africa,Cape Town,Western Cape,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,Sri Lanka,colombo,western province,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,United Kingdom,York,North Yorkshire,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,05/10/2013,United States,McDonald Obs,TX,clear,clear,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Bahrain,مدينة عيسى,الوسطى,clear,clear,TRUE,TRUE,TRUE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Germany,Munich,Bavaria,clear,partly cloudy,FALSE,FALSE,TRUE,TRUE
34-12,05/10/2013 00:35,06/10/2013,Ghana,Accra,Greater Accra,superb,clear,TRUE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Indonesia,Surakarta,Central Java,clear,partly cloudy,TRUE,TRUE,FALSE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Indonesia,Surakarta,Central Java,clear,partly cloudy,TRUE,TRUE,TRUE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Iran,Esfahan,Esfahan,clear,clear,TRUE,TRUE,FALSE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Iran,Bojnord,Khorasan,very hazy,clear,FALSE,FALSE,TRUE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Libya,البريقة,اجدابيا,superb,clear,TRUE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Libya,طرابلس,حي الأندلس,clear,partly cloudy,TRUE,TRUE,TRUE,TRUE
34-12,05/10/2013 00:35,06/10/2013,Malaysia,Jasin,Melaka,hazy,partly cloudy,TRUE,FALSE,TRUE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Nigeria,kaduna,kaduna,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Saudi Arabia,"Albosor,near Buraydah",Al Gasseem,hazy,clear,TRUE,TRUE,TRUE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Senegal,Dakar,Senegal,superb,clear,TRUE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Sri Lanka,Borella,Colombo 00800,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Sri Lanka,Colombo,Western,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,06/10/2013,Tunisia,المنستير,المنستير,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
34-12,05/10/2013 00:35,06/10/2013,United States,Blacksburg,Virginia,very hazy,partly cloudy,TRUE,TRUE,FALSE,FALSE
35-1,03/11/2013 12:50,03/11/2013,Oman,Al-Fulaij Observatory,Muscat,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,03/11/2013,Saudi Arabia,بريدة,البصر,superb,partly cloudy,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,03/11/2013,Saudi Arabia,مكة المكرمة _رابغ,رابغ,clear,clear,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,03/11/2013,Tunisia,المنستير,المنستير,clear,clear,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,03/11/2013,United States,Tucson,Arizona,superb,clear,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Algeria,بئر ربعة شمال,بلدية البرمة، ولاية ورقلة,superb,clear,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Algeria,بريان,غرداية,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Indonesia,Surakarta,Central Java,superb,totally cloudy,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Iran,Esfahan,Esfahan,clear,partly cloudy,TRUE,TRUE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Iran,Shahreza,isfahan,hazy,partly cloudy,TRUE,TRUE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Iran,saravan,balochistan,clear,partly cloudy,FALSE,TRUE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Libya,البريقة,اجدابيا,clear,clear,FALSE,TRUE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Morocco,نواحي مراكش,مراكش,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Nigeria,kaduna,kaduna,hazy,clear,TRUE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Oman,مرتفعات المطار,مسقط,clear,partly cloudy,FALSE,FALSE,TRUE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Saudi Arabia,Boraydah,Gaseem,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Sri Lanka,Borella,Colombo 00800,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,Tunisia,المنستير,المنستير,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,United Arab Emirates,Musaffah,Abu Dhabi,clear,clear,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,United Kingdom,York,North Yorkshire,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
35-1,03/11/2013 12:50,04/11/2013,United States,Blacksburg,VA,hazy,partly cloudy,TRUE,TRUE,FALSE,FALSE
35-2,03/12/2013 00:22,03/12/2013,Algeria,بريان,غرداية,hazy,clear,FALSE,FALSE,FALSE,FALSE
35-2,03/12/2013 00:22,03/12/2013,Algeria,Ghardaia,Ghardaia,superb,clear,FALSE,TRUE,TRUE,FALSE
35-2,03/12/2013 00:22,03/12/2013,Germany,Munich,Bavaria,clear,partly cloudy,FALSE,FALSE,FALSE,TRUE
