Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Seen
50,2460026.50589,-56.92308,-87.69231,1.281,2460026.49898,2460026.51453,22.38333,1.07744,284.78663,-2.19356,268.16523,0.00248,0.9941,16.9372,3.271,-16.6214,0.02169,59.08952,0.6983,0.69852,-0.44733,-0.4472,N
51,2460026.48023,-56.92308,-78.46154,1.256,2460026.47339,2460026.48878,22.16667,1.06285,284.45034,-2.18084,268.16616,0.00248,0.99409,16.6012,3.2437,-16.28418,0.02084,59.10881,0.67128,0.67149,-0.46482,-0.4647,N
52,2460026.45457,-56.92308,-69.23077,1.23,2460026.44779,2460026.46304,21.96667,1.04943,284.11568,-2.16687,268.16903,0.00248,0.99408,16.26497,3.2163,-15.94665,0.02001,59.12799,0.64475,0.64495,-0.48213,-0.48201,N
53,2460026.42891,-56.92308,-60.0,1.205,2460026.4222,2460026.43729,21.73333,1.03572,283.78041,-2.15315,268.17151,0.00248,0.99407,15.9286,3.18887,-15.6089,0.0192,59.14708,0.61873,0.61892,-0.49923,-0.49913,N
54,2460026.40325,-56.92308,-50.76923,1.179,2460026.39661,2460026.41155,21.51667,1.02098,283.44341,-2.14044,268.17244,0.00248,0.99406,15.59216,3.16142,-15.27097,0.0184,59.16608,0.59322,0.5934,-0.51613,-0.51603,N
55,2460026.37759,-56.92308,-41.53846,1.153,2460026.37102,2460026.38581,21.3,1.00618,283.10618,-2.12773,268.17337,0.00248,0.99405,15.25559,3.13391,-14.93281,0.01762,59.18499,0.56822,0.56839,-0.53282,-0.53273,N
56,2460026.35192,-56.92308,-32.30769,1.128,2460026.34542,2460026.36006,21.08333,0.99354,282.77208,-2.11275,268.1778,0.00248,0.99404,14.91876,3.10629,-14.59428,0.01685,59.20376,0.54371,0.54388,-0.54931,-0.54922,N
57,2460026.32627,-56.92308,-23.07692,1.102,2460026.31983,2460026.33432,20.86667,0.97863,282.43439,-2.10005,268.17873,0.00247,0.99403,14.58196,3.07868,-14.25565,0.01611,59.22247,0.51974,0.51989,-0.56557,-0.56549,N
58,2460026.30061,-56.92308,-13.84615,1.076,2460026.29424,2460026.30858,20.65,0.96367,282.09647,-2.08734,268.17967,0.00247,0.99402,14.24505,3.05101,-13.9168,0.01537,59.24107,0.49628,0.49642,-0.58161,-0.58153,N
59,2460026.27495,-56.92308,-4.61538,1.051,2460026.26865,2460026.28282,20.41667,0.94964,281.75981,-2.07363,268.18215,0.00247,0.99401,13.90799,3.02327,-13.57765,0.01466,59.25956,0.47333,0.47347,-0.59743,-0.59736,N
60,2460026.24929,-56.92308,4.61538,1.025,2460026.24306,2460026.25708,20.2,0.93456,281.42143,-2.06094,268.18309,0.00247,0.994,13.57092,2.9955,-13.23834,0.01396,59.27795,0.45091,0.45104,-0.61301,-0.61294,N
61,2460026.22363,-56.92308,13.84615,0.999,2460026.21745,2460026.23134,20.0,0.92066,281.0847,-2.04698,268.18597,0.00247,0.99399,13.23369,2.96764,-12.89873,0.01328,59.29623,0.42901,0.42913,-0.62837,-0.6283,N
62,2460026.19797,-56.92308,23.07692,0.974,2460026.19186,2460026.2056,19.78333,0.90547,280.74588,-2.03428,268.18691,0.00247,0.99398,12.8965,2.93975,-12.55897,0.01261,59.31441,0.40764,0.40776,-0.64347,-0.64341,N
63,2460026.17231,-56.92308,32.30769,0.948,2460026.16627,2460026.17985,19.55,0.89121,280.40832,-2.02058,268.1894,0.00247,0.99397,12.55921,2.91179,-12.21892,0.01196,59.33247,0.3868,0.38691,-0.65833,-0.65827,N
64,2460026.14665,-56.92308,41.53846,0.922,2460026.14068,2460026.15411,19.33333,0.8759,280.06906,-2.00789,268.19034,0.00247,0.99396,12.22197,2.8838,-11.87871,0.01133,59.35043,0.3665,0.36659,-0.67294,-0.67288,N
65,2460026.12099,-56.92308,50.76923,0.897,2460026.11509,2460026.12837,19.11667,0.86054,279.72957,-1.9952,268.19128,0.00247,0.99395,11.88473,2.85574,-11.53829,0.01072,59.36828,0.34673,0.34682,-0.68729,-0.68724,N
66,2460026.09533,-56.92308,60.0,0.871,2460026.08949,2460026.10263,18.91667,0.84635,279.39173,-1.98125,268.19417,0.00247,0.99394,11.54742,2.8276,-11.19757,0.01012,59.386,0.32749,0.32757,-0.70138,-0.70133,N
67,2460026.06967,-56.92308,69.23077,0.845,2460026.0639,2460026.07689,18.7,0.83087,279.05182,-1.96857,268.19511,0.00247,0.99393,11.21025,2.79943,-10.85671,0.00954,59.40363,0.30879,0.30887,-0.71521,-0.71516,N
68,2460026.04401,-56.92308,78.46154,0.82,2460026.03831,2460026.05113,18.46667,0.81632,278.71317,-1.95487,268.19761,0.00247,0.99392,10.87309,2.77119,-10.51556,0.00898,59.42113,0.29064,0.29071,-0.72876,-0.72872,N
69,2460026.01835,-56.92308,87.69231,0.794,2460026.01272,2460026.02539,18.25,0.80071,278.37282,-1.94219,268.19855,0.00247,0.99391,10.53609,2.7429,-10.17428,0.00843,59.43853,0.27303,0.2731,-0.74204,-0.742,N
70,2460025.9927,-56.92308,96.92308,0.768,2460025.98713,2460025.99965,18.03333,0.78504,278.03226,-1.9295,268.19949,0.00247,0.9939,10.19924,2.71454,-9.83277,0.0079,59.4558,0.25597,0.25603,-0.75504,-0.755,N
71,2460025.96703,-56.92308,106.15385,0.743,2460025.96153,2460025.97391,17.83333,0.77056,277.69335,-1.91555,268.20237,0.00246,0.99389,9.86247,2.68611,-9.49098,0.00739,59.47295,0.23946,0.23951,-0.76776,-0.76772,N
72,2460025.94137,-56.92308,115.38462,0.717,2460025.93594,2460025.94817,17.61667,0.75477,277.35237,-1.90287,268.20332,0.00246,0.99388,9.52601,2.65764,-9.14906,0.00689,59.48999,0.2235,0.22355,-0.78018,-0.78015,N
73,2460025.91572,-56.92308,124.61538,0.691,2460025.91035,2460025.92243,17.4,0.73892,277.01118,-1.89018,268.20426,0.00246,0.99387,9.18982,2.6291,-8.80693,0.00642,59.50691,0.20809,0.20814,-0.79231,-0.79228,N
74,2460025.89006,-56.92308,133.84615,0.666,2460025.88476,2460025.89668,17.16667,0.72401,276.67128,-1.87648,268.20675,0.00246,0.99386,8.85388,2.60049,-8.46453,0.00596,59.5237,0.19324,0.19329,-0.80414,-0.80412,N
75,2460025.8644,-56.92308,143.07692,0.64,2460025.85917,2460025.87094,16.95,0.70804,276.32967,-1.86379,268.20768,0.00246,0.99386,8.5184,2.57182,-8.12199,0.00552,59.54038,0.17895,0.17899,-0.81567,-0.81564,N
76,2460025.83873,-56.92308,152.30769,0.614,2460025.83356,2460025.8452,16.75,0.69325,275.98973,-1.84983,268.21056,0.00246,0.99385,8.18331,2.54308,-7.77917,0.00509,59.55692,0.16522,0.16525,-0.82689,-0.82687,N
77,2460025.81308,-56.92308,161.53846,0.589,2460025.80797,2460025.81946,16.53333,0.67715,275.64772,-1.83714,268.21149,0.00246,0.99384,7.84886,2.51429,-7.43623,0.00468,59.57335,0.15205,0.15208,-0.8378,-0.83778,N
78,2460025.78742,-56.92308,170.76923,0.563,2460025.78238,2460025.79372,16.31667,0.66099,275.30551,-1.82444,268.21243,0.00246,0.99383,7.51506,2.48543,-7.09309,0.00429,59.58965,0.13945,0.13948,-0.84839,-0.84838,N
79,2460025.76176,-56.92308,180.0,0.537,2460025.75679,2460025.76796,16.08333,0.64576,274.96459,-1.81073,268.21491,0.00246,0.99382,7.18198,2.45649,-6.74968,0.00392,59.60581,0.12741,0.12744,-0.85867,-0.85865,N
80,2460025.76208,-53.84615,-180.0,0.538,2460025.75672,2460025.76877,17.35,0.84205,274.78046,-1.97229,268.22107,0.00246,0.99382,7.13676,2.81434,-6.5594,0.00387,59.60297,0.12581,0.12584,-0.82387,-0.82385,N
81,2460026.73864,-53.84615,-170.76923,1.514,2460026.72942,2460026.75016,29.86667,1.77484,287.15096,-2.7937,267.7495,0.00249,0.9942,19.92632,4.56854,-19.40146,0.02993,58.89519,0.96065,0.96116,-0.178,-0.17773,N
82,2460026.71294,-53.84615,-161.53846,1.489,2460026.70383,2460026.72433,29.51667,1.75123,286.82951,-2.77222,267.76173,0.00249,0.99419,19.59141,4.52345,-19.06778,0.02895,58.91575,0.92926,0.92975,-0.19886,-0.19861,N
83,2460026.68724,-53.84615,-152.30769,1.463,2460026.67823,2460026.69851,29.2,1.72783,286.50816,-2.75046,267.77433,0.00249,0.99418,19.25628,4.47829,-18.73383,0.02797,58.93622,0.89835,0.89882,-0.21957,-0.21933,N
84,2460026.66154,-53.84615,-143.07692,1.437,2460026.65263,2460026.67267,28.86667,1.70543,286.18802,-2.72761,267.78843,0.00249,0.99416,18.92089,4.43304,-18.39958,0.02702,58.95658,0.86791,0.86836,-0.24014,-0.2399,N
85,2460026.63584,-53.84615,-133.84615,1.411,2460026.62704,2460026.64684,28.51667,1.68168,285.86582,-2.70612,267.80066,0.00248,0.99415,18.58539,4.3878,-18.06516,0.02608,58.97687,0.83796,0.83839,-0.26052,-0.2603,N
86,2460026.61013,-53.84615,-124.61538,1.386,2460026.60144,2460026.62101,28.18333,1.65919,285.54518,-2.68327,267.81475,0.00248,0.99414,18.24963,4.34245,-17.73043,0.02515,58.99704,0.80849,0.80889,-0.28075,-0.28054,N
87,2460026.58443,-53.84615,-115.38462,1.36,2460026.57583,2460026.59519,27.86667,1.6356,285.22286,-2.6615,267.82735,0.00248,0.99413,17.91375,4.2971,-17.39551,0.02424,59.01714,0.77951,0.77989,-0.3008,-0.30059,N
88,2460026.55874,-53.84615,-106.15385,1.334,2460026.55024,2460026.56935,27.51667,1.61169,284.89994,-2.64001,267.83957,0.00248,0.99412,17.57771,4.25171,-17.06037,0.02335,59.03715,0.75102,0.75138,-0.32067,-0.32047,N
89,2460026.53304,-53.84615,-96.92308,1.309,2460026.52464,2460026.54353,27.2,1.588,284.57713,-2.61825,267.85216,0.00248,0.99411,17.24148,4.20625,-16.72497,0.02247,59.05706,0.72302,0.72337,-0.34036,-0.34017,N
90,2460026.50734,-53.84615,-87.69231,1.283,2460026.49905,2460026.5177,26.85,1.56399,284.25373,-2.59676,267.86438,0.00248,0.9941,16.9051,4.16075,-16.38935,0.02161,59.07688,0.69552,0.69585,-0.35986,-0.35969,N
91,2460026.48164,-53.84615,-78.46154,1.257,2460026.47345,2460026.49187,26.53333,1.54019,283.93046,-2.57499,267.87697,0.00248,0.99409,16.56855,4.11518,-16.05348,0.02076,59.09659,0.66852,0.66883,-0.37918,-0.37901,N
92,2460026.45593,-53.84615,-69.23077,1.232,2460026.44785,2460026.46604,26.2,1.51739,283.60838,-2.55214,267.89106,0.00248,0.99408,16.23179,4.06952,-15.71732,0.01993,59.11617,0.64201,0.64231,-0.39831,-0.39815,N
93,2460026.43024,-53.84615,-60.0,1.206,2460026.42226,2460026.44022,25.86667,1.49215,283.28284,-2.53174,267.90178,0.00248,0.99407,15.89502,4.02389,-15.38106,0.01912,59.13571,0.61602,0.6163,-0.41723,-0.41708,N
94,2460026.40454,-53.84615,-50.76923,1.18,2460026.39666,2460026.41439,25.53333,1.46924,282.9603,-2.50888,267.91587,0.00248,0.99406,15.55797,3.97812,-15.04443,0.01832,59.15509,0.59053,0.59079,-0.43596,-0.43581,N
95,2460026.37884,-53.84615,-41.53846,1.154,2460026.37106,2460026.38856,25.2,1.44388,282.6343,-2.48849,267.92659,0.00248,0.99405,15.22094,3.93237,-14.7077,0.01754,59.17442,0.56555,0.5658,-0.45446,-0.45433,N
96,2460026.35314,-53.84615,-32.30769,1.129,2460026.34546,2460026.36273,24.86667,1.42085,282.3113,-2.46563,267.94068,0.00248,0.99404,14.88364,3.88649,-14.37061,0.01678,59.19359,0.54108,0.54131,-0.47277,-0.47264,N
97,2460026.32744,-53.84615,-23.07692,1.103,2460026.31986,2460026.33691,24.55,1.3967,281.98663,-2.44388,267.95328,0.00247,0.99403,14.5463,3.84058,-14.03335,0.01603,59.21268,0.51713,0.51734,-0.49086,-0.49074,N
98,2460026.30175,-53.84615,-13.84615,1.077,2460026.29427,2460026.31109,24.21667,1.37116,281.65995,-2.42349,267.964,0.00247,0.99402,14.20893,3.79465,-13.69595,0.0153,59.23168,0.4937,0.4939,-0.50871,-0.5086,N
99,2460026.27604,-53.84615,-4.61538,1.052,2460026.26867,2460026.28525,23.88333,1.34795,281.33627,-2.40064,267.97809,0.00247,0.99401,13.87133,3.74859,-13.35818,0.01458,59.25053,0.47078,0.47097,-0.52635,-0.52625,N
100,2460026.25035,-53.84615,4.61538,1.026,2460026.24308,2460026.25943,23.55,1.32228,281.00914,-2.38025,267.98882,0.00247,0.994,13.5338,3.70254,-13.02032,0.01388,59.26931,0.4484,0.44857,-0.54375,-0.54365,N
101,2460026.22465,-53.84615,13.84615,1.0,2460026.21748,2460026.23361,23.23333,1.29788,280.68358,-2.3585,268.00142,0.00247,0.99399,13.19613,3.65638,-12.68216,0.0132,59.28796,0.42653,0.4267,-0.56092,-0.56082,N
102,2460026.19895,-53.84615,23.07692,0.975,2460026.19188,2460026.20779,22.91667,1.27341,280.3578,-2.33676,268.01402,0.00247,0.99398,12.85841,3.61017,-12.34378,0.01254,59.30649,0.4052,0.40535,-0.57784,-0.57775,N
103,2460026.17325,-53.84615,32.30769,0.949,2460026.16628,2460026.18196,22.56667,1.24861,280.03145,-2.31528,268.02624,0.00247,0.99397,12.52067,3.5639,-12.0052,0.01189,59.32491,0.38439,0.38454,-0.59452,-0.59444,N
104,2460026.14755,-53.84615,41.53846,0.923,2460026.14068,2460026.15613,22.25,1.22402,279.70523,-2.29354,268.03884,0.00247,0.99396,12.1829,3.51756,-11.66639,0.01126,59.34321,0.36412,0.36426,-0.61095,-0.61087,N
105,2460026.12186,-53.84615,50.76923,0.897,2460026.11509,2460026.13031,21.91667,1.19801,279.37701,-2.27316,268.04958,0.00247,0.99395,11.84522,3.47118,-11.32744,0.01065,59.36141,0.34439,0.34452,-0.62711,-0.62704,N
106,2460026.09616,-53.84615,60.0,0.872,2460026.08949,2460026.10449,21.6,1.17328,279.05037,-2.25142,268.06218,0.00247,0.99394,11.50749,3.42471,-10.98819,0.01005,59.37947,0.3252,0.32531,-0.64302,-0.64295,N
107,2460026.07045,-53.84615,69.23077,0.846,2460026.06389,2460026.07866,21.26667,1.14956,278.72494,-2.22859,268.07627,0.00247,0.99393,11.16974,3.37815,-10.64867,0.00947,59.3974,0.30654,0.30665,-0.65867,-0.6586,N
108,2460026.04476,-53.84615,78.46154,0.82,2460026.0383,2460026.05284,20.93333,1.12336,278.39609,-2.20821,268.08701,0.00247,0.99392,10.83222,3.33157,-10.30908,0.00891,59.41524,0.28844,0.28853,-0.67403,-0.67397,N
109,2460026.01906,-53.84615,87.69231,0.795,2460026.0127,2460026.02701,20.61667,1.09842,278.06881,-2.18647,268.09961,0.00247,0.99391,10.49472,3.2849,-9.9692,0.00836,59.43294,0.27087,0.27096,-0.68913,-0.68907,N
110,2460025.99336,-53.84615,96.92308,0.769,2460025.98709,2460026.00119,20.3,1.07342,277.74132,-2.16473,268.11221,0.00247,0.9939,10.15738,3.23816,-9.62911,0.00784,59.45051,0.25386,0.25394,-0.70394,-0.70389,N
