Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Seen,Source
0,2460263.21045,48.0,-8.0,1.316,2460263.2055,2460263.21664,16.05,0.53316,228.2801,-1.90492,244.39485,0.00255,0.98697,16.29579,2.43807,16.11476,0.02009,57.4209,0.6285,0.62859,-0.56891,-0.56886,N,GENERATED
1,2460263.20987,48.0,-7.79592,1.316,2460263.20493,2460263.21605,16.01667,0.53265,228.28406,-1.90253,244.39219,0.00255,0.98697,16.28881,2.43518,16.10812,0.02007,57.42061,0.62796,0.62806,-0.5695,-0.56945,N,GENERATED
2,2460263.2093,48.0,-7.59184,1.315,2460263.20436,2460263.21547,16.0,0.53125,228.28937,-1.90126,244.39088,0.00255,0.98697,16.28187,2.43251,16.10151,0.02005,57.42034,0.62742,0.62752,-0.57006,-0.57001,N,GENERATED
3,2460263.20873,48.0,-7.38776,1.315,2460263.2038,2460263.2149,15.98333,0.52984,228.29468,-1.89999,244.38957,0.00255,0.98697,16.27493,2.42983,16.09489,0.02004,57.42006,0.62689,0.62699,-0.57062,-0.57057,N,GENERATED
4,2460263.20816,48.0,-7.18367,1.314,2460263.20323,2460263.21432,15.96667,0.52844,228.29998,-1.89872,244.38826,0.00255,0.98697,16.26799,2.42716,16.08827,0.02002,57.41979,0.62636,0.62645,-0.57119,-0.57113,N,GENERATED
5,2460263.20758,48.0,-6.97959,1.314,2460263.20266,2460263.21374,15.95,0.52703,228.30529,-1.89745,244.38695,0.00255,0.98697,16.26106,2.42449,16.08166,0.02,57.41951,0.62582,0.62592,-0.57175,-0.5717,N,GENERATED
6,2460263.20701,48.0,-6.77551,1.313,2460263.20209,2460263.21316,15.93333,0.52563,228.31059,-1.89618,244.38564,0.00255,0.98697,16.25412,2.42181,16.07504,0.01999,57.41924,0.62529,0.62539,-0.57231,-0.57226,N,GENERATED
7,2460263.20644,48.0,-6.57143,1.312,2460263.20153,2460263.21257,15.9,0.52513,228.31456,-1.89379,244.38297,0.00255,0.98697,16.24713,2.41892,16.0684,0.01997,57.41895,0.62475,0.62485,-0.5729,-0.57284,N,GENERATED
8,2460263.20586,48.0,-6.36735,1.312,2460263.20096,2460263.21199,15.88333,0.52373,228.31987,-1.89252,244.38166,0.00255,0.98697,16.2402,2.41625,16.06179,0.01995,57.41868,0.62422,0.62432,-0.57346,-0.57341,N,GENERATED
9,2460263.20529,48.0,-6.16327,1.311,2460263.20039,2460263.21141,15.86667,0.52232,228.32518,-1.89126,244.38035,0.00255,0.98697,16.23326,2.41358,16.05517,0.01993,57.4184,0.62369,0.62378,-0.57402,-0.57397,N,GENERATED
10,2460263.20472,48.0,-5.95918,1.311,2460263.19983,2460263.21083,15.85,0.52092,228.33048,-1.88999,244.37904,0.00255,0.98697,16.22632,2.4109,16.04856,0.01992,57.41812,0.62316,0.62325,-0.57458,-0.57453,N,GENERATED
11,2460263.20415,48.0,-5.7551,1.31,2460263.19926,2460263.21025,15.83333,0.51952,228.33579,-1.88872,244.37773,0.00255,0.98697,16.21939,2.40823,16.04194,0.0199,57.41785,0.62262,0.62272,-0.57514,-0.57509,N,GENERATED
12,2460263.20357,48.0,-5.55102,1.31,2460263.19869,2460263.20968,15.81667,0.51811,228.34109,-1.88745,244.37642,0.00255,0.98697,16.21245,2.40556,16.03532,0.01988,57.41757,0.62209,0.62219,-0.5757,-0.57565,N,GENERATED
13,2460263.203,48.0,-5.34694,1.309,2460263.19812,2460263.20909,15.78333,0.51762,228.34506,-1.88506,244.37375,0.00255,0.98697,16.20546,2.40267,16.02869,0.01987,57.41729,0.62156,0.62165,-0.57629,-0.57624,N,GENERATED
14,2460263.20243,48.0,-5.14286,1.308,2460263.19757,2460263.20851,15.75,0.51508,228.35204,-1.88519,244.37413,0.00255,0.98697,16.19859,2.40027,16.0221,0.01985,57.41703,0.62103,0.62112,-0.57682,-0.57677,N,GENERATED
15,2460263.20186,48.0,-4.93878,1.308,2460263.197,2460263.20793,15.73333,0.51368,228.35735,-1.88392,244.37282,0.00255,0.98697,16.19165,2.3976,16.01548,0.01983,57.41675,0.6205,0.62059,-0.57738,-0.57733,N,GENERATED
16,2460263.20129,48.0,-4.73469,1.307,2460263.19644,2460263.20735,15.71667,0.51228,228.36265,-1.88265,244.37151,0.00255,0.98697,16.18472,2.39493,16.00886,0.01982,57.41647,0.61997,0.62006,-0.57794,-0.57789,N,GENERATED
17,2460263.20071,48.0,-4.53061,1.307,2460263.19587,2460263.20677,15.7,0.51088,228.36796,-1.88138,244.3702,0.00255,0.98697,16.17778,2.39226,16.00225,0.0198,57.4162,0.61944,0.61953,-0.5785,-0.57845,N,GENERATED
18,2460263.20014,48.0,-4.32653,1.306,2460263.1953,2460263.20619,15.68333,0.50948,228.37326,-1.88011,244.36889,0.00255,0.98697,16.17085,2.38958,15.99563,0.01978,57.41592,0.61891,0.619,-0.57906,-0.57901,N,GENERATED
