Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Seen,Source
0,2460235.2545,48.0,-8.0,3.008,2460235.23634,2460235.27719,58.81667,3.59646,227.84165,-5.13307,261.71613,0.00259,0.99453,34.94622,8.72953,33.87448,0.09015,56.5149,2.77632,2.77918,1.0983,1.09962,S,GENERATED
1,2460235.25393,48.0,-7.79592,3.007,2460235.23579,2460235.27661,58.78333,3.5946,227.84862,-5.13315,261.71653,0.00259,0.99453,34.93942,8.72774,33.86791,0.09012,56.51474,2.77526,2.77812,1.09764,1.09896,S,GENERATED
2,2460235.25336,48.0,-7.59184,3.007,2460235.23522,2460235.27603,58.76667,3.59386,227.85387,-5.13169,261.71523,0.00259,0.99453,34.93256,8.72555,33.86136,0.09009,56.5145,2.7742,2.77706,1.09693,1.09824,S,GENERATED
3,2460235.25279,48.0,-7.38776,3.006,2460235.23465,2460235.27545,58.75,3.59313,227.85911,-5.13023,261.71392,0.00259,0.99453,34.92569,8.72336,33.85481,0.09005,56.51426,2.77313,2.77599,1.09621,1.09753,S,GENERATED
4,2460235.25221,48.0,-7.18367,3.006,2460235.23409,2460235.27487,58.73333,3.59239,227.86436,-5.12878,261.71262,0.00259,0.99453,34.91883,8.72117,33.84826,0.09002,56.51402,2.77206,2.77492,1.0955,1.09682,S,GENERATED
5,2460235.25164,48.0,-6.97959,3.005,2460235.23352,2460235.27429,58.71667,3.59166,227.86961,-5.12732,261.71132,0.00259,0.99453,34.91197,8.71898,33.84171,0.08998,56.51378,2.77099,2.77385,1.09479,1.09611,S,GENERATED
6,2460235.25107,48.0,-6.77551,3.004,2460235.23295,2460235.27373,58.71667,3.59002,227.87623,-5.12709,261.71137,0.00259,0.99453,34.90515,8.71711,33.83514,0.08995,56.5136,2.76994,2.77279,1.09412,1.09543,S,GENERATED
7,2460235.2505,48.0,-6.57143,3.004,2460235.23238,2460235.27315,58.7,3.58929,227.88148,-5.12564,261.71007,0.00259,0.99453,34.89829,8.71492,33.82859,0.08992,56.51336,2.76887,2.77172,1.09341,1.09472,S,GENERATED
8,2460235.24993,48.0,-6.36735,3.003,2460235.23182,2460235.27257,58.68333,3.58855,227.88672,-5.12418,261.70877,0.00259,0.99453,34.89143,8.71273,33.82204,0.08988,56.51312,2.7678,2.77065,1.0927,1.09401,S,GENERATED
9,2460235.24936,48.0,-6.16327,3.003,2460235.23125,2460235.27199,58.66667,3.58782,227.89197,-5.12272,261.70746,0.00259,0.99453,34.88457,8.71054,33.8155,0.08985,56.51289,2.76674,2.76958,1.09199,1.0933,S,GENERATED
10,2460235.24878,48.0,-5.95918,3.002,2460235.23068,2460235.27141,58.65,3.58708,227.89721,-5.12127,261.70616,0.00259,0.99453,34.8777,8.70835,33.80895,0.08981,56.51265,2.76567,2.76852,1.09127,1.09259,S,GENERATED
11,2460235.24821,48.0,-5.7551,3.002,2460235.23012,2460235.27083,58.63333,3.58635,227.90246,-5.11981,261.70486,0.00259,0.99453,34.87084,8.70616,33.8024,0.08978,56.51241,2.76461,2.76745,1.09056,1.09188,S,GENERATED
12,2460235.24765,48.0,-5.55102,3.001,2460235.22956,2460235.27025,58.6,3.58449,227.90943,-5.11989,261.70525,0.00259,0.99453,34.86404,8.70437,33.79582,0.08974,56.51224,2.76355,2.76639,1.0899,1.09121,S,GENERATED
13,2460235.24707,48.0,-5.34694,3.0,2460235.22899,2460235.26968,58.58333,3.58375,227.91468,-5.11843,261.70395,0.00259,0.99453,34.85718,8.70219,33.78927,0.08971,56.512,2.76249,2.76533,1.08919,1.0905,S,GENERATED
14,2460235.2465,48.0,-5.14286,3.0,2460235.22843,2460235.2691,58.56667,3.58302,227.91992,-5.11698,261.70265,0.00259,0.99453,34.85032,8.7,33.78273,0.08968,56.51177,2.76142,2.76426,1.08848,1.08979,S,GENERATED
15,2460235.24593,48.0,-4.93878,2.999,2460235.22786,2460235.26852,58.55,3.58229,227.92517,-5.11552,261.70134,0.00259,0.99453,34.84346,8.69781,33.77618,0.08964,56.51153,2.76036,2.76319,1.08777,1.08908,S,GENERATED
16,2460235.24536,48.0,-4.73469,2.999,2460235.22729,2460235.26794,58.53333,3.58156,227.93041,-5.11406,261.70004,0.00259,0.99453,34.83659,8.69562,33.76963,0.08961,56.51129,2.75929,2.76212,1.08706,1.08837,S,GENERATED
17,2460235.24479,48.0,-4.53061,2.998,2460235.22672,2460235.26736,58.51667,3.58082,227.93566,-5.11261,261.69874,0.00259,0.99453,34.82973,8.69343,33.76308,0.08957,56.51105,2.75823,2.76106,1.08635,1.08766,S,GENERATED
18,2460235.24421,48.0,-4.32653,2.998,2460235.22616,2460235.26678,58.5,3.58009,227.9409,-5.11115,261.69743,0.00259,0.99453,34.82287,8.69124,33.75653,0.08954,56.51081,2.75716,2.75999,1.08564,1.08695,S,GENERATED
