Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Seen
0,2460026.30404,48.0,-8.0,1.08,2460026.28273,2460026.33067,69.03333,5.49733,270.20839,-5.93948,277.77625,0.00247,0.99402,13.707,11.43681,7.56785,0.01424,58.97457,0.4576,0.45835,0.23494,0.23537,S
1,2460026.30331,48.0,-7.74359,1.079,2460026.28201,2460026.32992,68.98333,5.49302,270.20595,-5.9347,277.77038,0.00247,0.99402,13.69754,11.42772,7.56443,0.01422,58.97552,0.45698,0.45773,0.23368,0.23411,S
2,2460026.30258,48.0,-7.48718,1.078,2460026.28131,2460026.32917,68.91667,5.48723,270.2052,-5.93146,277.76627,0.00247,0.99402,13.68817,11.41869,7.56106,0.0142,58.9766,0.45637,0.45712,0.23243,0.23285,S
3,2460026.30185,48.0,-7.23077,1.077,2460026.28059,2460026.32841,68.86667,5.48292,270.20276,-5.92668,277.7604,0.00247,0.99402,13.67871,11.4096,7.55765,0.01418,58.97755,0.45575,0.4565,0.23116,0.23159,S
4,2460026.30112,48.0,-6.97436,1.077,2460026.27988,2460026.32766,68.8,5.47713,270.20201,-5.92343,277.75629,0.00247,0.99402,13.66933,11.40057,7.55428,0.01416,58.97864,0.45513,0.45588,0.22991,0.23034,S
5,2460026.30039,48.0,-6.71795,1.076,2460026.27917,2460026.32691,68.75,5.47282,270.19957,-5.91866,277.75042,0.00247,0.99402,13.65988,11.39147,7.55086,0.01414,58.97958,0.45452,0.45526,0.22865,0.22907,S
6,2460026.29965,48.0,-6.46154,1.075,2460026.27845,2460026.32616,68.7,5.4685,270.19712,-5.91388,277.74456,0.00247,0.99401,13.65042,11.38238,7.54744,0.01412,58.98053,0.4539,0.45464,0.22738,0.22781,S
7,2460026.29893,48.0,-6.20513,1.075,2460026.27774,2460026.32541,68.63333,5.46272,270.19637,-5.91063,277.74044,0.00247,0.99401,13.64105,11.37335,7.54407,0.0141,58.98162,0.45328,0.45403,0.22613,0.22655,S
8,2460026.29819,48.0,-5.94872,1.074,2460026.27703,2460026.32465,68.58333,5.4584,270.19393,-5.90586,277.73458,0.00247,0.99401,13.63159,11.36426,7.54065,0.01408,58.98256,0.45267,0.45341,0.22487,0.22529,S
9,2460026.29747,48.0,-5.69231,1.073,2460026.27632,2460026.3239,68.51667,5.45262,270.19318,-5.90261,277.73047,0.00247,0.99401,13.62222,11.35523,7.53729,0.01407,58.98364,0.45206,0.45279,0.22361,0.22403,S
10,2460026.29673,48.0,-5.4359,1.072,2460026.2756,2460026.32315,68.46667,5.4483,270.19074,-5.89783,277.7246,0.00247,0.99401,13.61276,11.34613,7.53387,0.01405,58.98459,0.45144,0.45217,0.22235,0.22277,S
11,2460026.296,48.0,-5.17949,1.072,2460026.27488,2460026.3224,68.41667,5.44398,270.1883,-5.89305,277.71874,0.00247,0.99401,13.60331,11.33704,7.53045,0.01403,58.98553,0.45082,0.45156,0.22109,0.22151,S
12,2460026.29527,48.0,-4.92308,1.071,2460026.27418,2460026.32164,68.35,5.4382,270.18754,-5.88981,277.71463,0.00247,0.99401,13.59393,11.32801,7.52708,0.01401,58.98661,0.45021,0.45094,0.21984,0.22025,S
13,2460026.29454,48.0,-4.66667,1.07,2460026.27346,2460026.32089,68.3,5.43388,270.1851,-5.88503,277.70877,0.00247,0.99401,13.58448,11.31891,7.52366,0.01399,58.98756,0.4496,0.45033,0.21857,0.21899,S
14,2460026.29381,48.0,-4.41026,1.069,2460026.27275,2460026.32014,68.23333,5.42809,270.18435,-5.88179,277.70465,0.00247,0.99401,13.57511,11.30988,7.5203,0.01397,58.98864,0.44899,0.44972,0.21732,0.21774,S
15,2460026.29308,48.0,-4.15385,1.069,2460026.27204,2460026.31939,68.18333,5.42378,270.18191,-5.87701,277.69879,0.00247,0.99401,13.56565,11.30078,7.51688,0.01395,58.98958,0.44837,0.4491,0.21606,0.21648,S
16,2460026.29235,48.0,-3.89744,1.068,2460026.27132,2460026.31863,68.13333,5.41946,270.17947,-5.87223,277.69293,0.00247,0.99401,13.5562,11.29169,7.51346,0.01393,58.99052,0.44776,0.44848,0.2148,0.21521,S
17,2460026.29162,48.0,-3.64103,1.067,2460026.27061,2460026.31788,68.06667,5.41367,270.17871,-5.86898,277.68881,0.00247,0.99401,13.54683,11.28266,7.51009,0.01391,58.9916,0.44715,0.44787,0.21355,0.21396,S
18,2460026.29089,48.0,-3.38462,1.066,2460026.2699,2460026.31713,68.01667,5.40935,270.17627,-5.8642,277.68295,0.00247,0.99401,13.53737,11.27356,7.50668,0.01389,58.99254,0.44654,0.44726,0.21229,0.2127,S
19,2460026.29016,48.0,-3.12821,1.066,2460026.26919,2460026.31638,67.95,5.40357,270.17552,-5.86096,277.67883,0.00247,0.99401,13.528,11.26453,7.50331,0.01387,58.99362,0.44593,0.44665,0.21103,0.21145,S
20,2460026.28943,48.0,-2.87179,1.065,2460026.26847,2460026.31562,67.9,5.39925,270.17308,-5.85618,277.67297,0.00247,0.99401,13.51855,11.25543,7.49989,0.01385,58.99456,0.44532,0.44603,0.20977,0.21019,S
21,2460026.2887,48.0,-2.61538,1.064,2460026.26775,2460026.31487,67.85,5.39493,270.17063,-5.8514,277.66711,0.00247,0.99401,13.5091,11.24633,7.49648,0.01383,58.9955,0.4447,0.44542,0.20851,0.20892,S
22,2460026.28797,48.0,-2.35897,1.064,2460026.26705,2460026.31412,67.78333,5.38914,270.16988,-5.84816,277.663,0.00247,0.99401,13.49972,11.2373,7.49311,0.01381,58.99658,0.4441,0.44481,0.20726,0.20767,S
23,2460026.28724,48.0,-2.10256,1.063,2460026.26633,2460026.31337,67.73333,5.38482,270.16744,-5.84338,277.65714,0.00247,0.99401,13.49027,11.2282,7.4897,0.0138,58.99751,0.44349,0.4442,0.206,0.20641,S
24,2460026.28651,48.0,-1.84615,1.062,2460026.26562,2460026.31262,67.66667,5.37903,270.16669,-5.84013,277.65302,0.00247,0.99401,13.4809,11.21917,7.48633,0.01378,58.99859,0.44288,0.44359,0.20475,0.20516,S
