Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Seen,Source
0,2460025.76139,-60.0,-180.0,0.537,2460025.75689,2460025.76701,14.58333,0.44362,275.15577,-1.64555,268.23592,0.00246,0.99382,7.22761,2.08917,-6.91984,0.00397,59.60804,0.12904,0.12906,-0.8944,-0.89439,N,GENERATED
1,2460026.75024,-60.0,-176.36364,1.526,2460026.7447,2460026.75718,17.96667,0.6218,288.7254,-1.83294,268.69259,0.00249,0.9942,20.18,2.45474,-20.03281,0.03069,58.911,0.98527,0.98546,-0.3766,-0.37651,N,GENERATED
2,2460026.74015,-60.0,-172.72727,1.516,2460026.73462,2460026.74707,17.93333,0.62049,288.589,-1.83086,268.68822,0.00249,0.9942,20.04856,2.45135,-19.90077,0.0303,58.91882,0.97274,0.97292,-0.38344,-0.38334,N,GENERATED
3,2460026.73006,-60.0,-169.09091,1.506,2460026.72454,2460026.73697,17.9,0.61918,288.45255,-1.82878,268.68385,0.00249,0.99419,19.91709,2.44796,-19.7687,0.02991,58.92663,0.96028,0.96046,-0.39025,-0.39015,N,GENERATED
4,2460026.71998,-60.0,-165.45455,1.496,2460026.71447,2460026.72686,17.85,0.61676,288.31414,-1.82786,268.67748,0.00249,0.99419,19.78566,2.44462,-19.63666,0.02952,58.93444,0.9479,0.94807,-0.39702,-0.39693,N,GENERATED
5,2460026.70989,-60.0,-161.81818,1.485,2460026.70439,2460026.71676,17.81667,0.61544,288.17762,-1.82577,268.67311,0.00249,0.99419,19.65412,2.44121,-19.5045,0.02913,58.94223,0.93558,0.93576,-0.40378,-0.40369,N,GENERATED
6,2460026.69979,-60.0,-158.18182,1.475,2460026.69431,2460026.70666,17.78333,0.6141,288.04105,-1.82369,268.66874,0.00249,0.99418,19.52256,2.4378,-19.37231,0.02875,58.95,0.92334,0.92351,-0.41052,-0.41043,N,GENERATED
7,2460026.6897,-60.0,-154.54545,1.465,2460026.68422,2460026.69655,17.75,0.61277,287.90445,-1.82161,268.66438,0.00249,0.99418,19.39096,2.43438,-19.24008,0.02836,58.95776,0.91118,0.91134,-0.41724,-0.41715,N,GENERATED
8,2460026.67961,-60.0,-150.90909,1.455,2460026.67414,2460026.68645,17.71667,0.61142,287.76781,-1.81953,268.66001,0.00249,0.99417,19.25933,2.43095,-19.10781,0.02798,58.96551,0.89908,0.89925,-0.42393,-0.42384,N,GENERATED
9,2460026.66952,-60.0,-147.27273,1.445,2460026.66406,2460026.67634,17.68333,0.61007,287.63113,-1.81745,268.65564,0.00249,0.99417,19.12768,2.42752,-18.9755,0.0276,58.97325,0.88706,0.88722,-0.43059,-0.43051,N,GENERATED
10,2460026.65943,-60.0,-143.63636,1.435,2460026.65398,2460026.66624,17.65,0.60872,287.49442,-1.81536,268.65127,0.00248,0.99416,18.99599,2.42408,-18.84315,0.02723,58.98097,0.87512,0.87528,-0.43723,-0.43715,N,GENERATED
11,2460026.64934,-60.0,-140.0,1.425,2460026.6439,2460026.65613,17.61667,0.60736,287.35766,-1.81328,268.6469,0.00248,0.99416,18.86427,2.42064,-18.71076,0.02686,58.98868,0.86324,0.8634,-0.44384,-0.44376,N,GENERATED
12,2460026.63925,-60.0,-136.36364,1.415,2460026.63382,2460026.64603,17.58333,0.60599,287.22086,-1.8112,268.64253,0.00248,0.99415,18.73253,2.41719,-18.57833,0.02649,58.99638,0.85145,0.8516,-0.45043,-0.45035,N,GENERATED
13,2460026.62916,-60.0,-132.72727,1.405,2460026.62375,2460026.63593,17.53333,0.60351,287.0821,-1.81027,268.63615,0.00248,0.99415,18.60083,2.41378,-18.44595,0.02612,59.00407,0.83973,0.83988,-0.45699,-0.4569,N,GENERATED
14,2460026.61907,-60.0,-129.09091,1.395,2460026.61367,2460026.62582,17.5,0.60213,286.94523,-1.80819,268.63178,0.00248,0.99415,18.46902,2.41032,-18.31344,0.02575,59.01175,0.82808,0.82823,-0.46352,-0.46344,N,GENERATED
15,2460026.60898,-60.0,-125.45455,1.385,2460026.60359,2460026.61572,17.46667,0.60074,286.80832,-1.80611,268.62741,0.00248,0.99414,18.33719,2.40684,-18.1809,0.02539,59.01941,0.81651,0.81666,-0.47003,-0.46995,N,GENERATED
16,2460026.59889,-60.0,-121.81818,1.374,2460026.59351,2460026.60561,17.43333,0.59934,286.67137,-1.80402,268.62304,0.00248,0.99414,18.20533,2.40337,-18.04832,0.02503,59.02705,0.80501,0.80516,-0.47652,-0.47644,N,GENERATED
17,2460026.5888,-60.0,-118.18182,1.364,2460026.58343,2460026.59551,17.4,0.59794,286.53438,-1.80194,268.61867,0.00248,0.99413,18.07344,2.39988,-17.91571,0.02467,59.03468,0.79359,0.79373,-0.48297,-0.4829,N,GENERATED
18,2460026.5787,-60.0,-114.54545,1.354,2460026.57334,2460026.58541,17.36667,0.59654,286.39735,-1.79985,268.6143,0.00248,0.99413,17.94152,2.39639,-17.78305,0.02431,59.0423,0.78224,0.78238,-0.4894,-0.48933,N,GENERATED
19,2460026.56861,-60.0,-110.90909,1.344,2460026.56326,2460026.5753,17.33333,0.59512,286.26029,-1.79777,268.60993,0.00248,0.99412,17.80958,2.39289,-17.65036,0.02396,59.04991,0.77097,0.77111,-0.49581,-0.49573,N,GENERATED
20,2460026.55852,-60.0,-107.27273,1.334,2460026.55318,2460026.5652,17.3,0.5937,286.12319,-1.79568,268.60556,0.00248,0.99412,17.67761,2.38939,-17.51763,0.02361,59.0575,0.75978,0.75991,-0.50218,-0.50211,N,GENERATED
21,2460026.54843,-60.0,-103.63636,1.324,2460026.5431,2460026.55509,17.26667,0.59228,285.98605,-1.7936,268.60119,0.00248,0.99412,17.54561,2.38587,-17.38486,0.02326,59.06507,0.74866,0.74879,-0.50853,-0.50846,N,GENERATED
22,2460026.53835,-60.0,-100.0,1.314,2460026.53303,2460026.54499,17.21667,0.58973,285.84694,-1.79267,268.59481,0.00248,0.99411,17.41367,2.3824,-17.25213,0.02292,59.07265,0.73762,0.73775,-0.51484,-0.51477,N,GENERATED
23,2460026.52825,-60.0,-96.36364,1.304,2460026.52295,2460026.53488,17.18333,0.58829,285.70973,-1.79059,268.59044,0.00248,0.99411,17.28162,2.37888,-17.11929,0.02257,59.0802,0.72665,0.72678,-0.52113,-0.52106,N,GENERATED
24,2460026.51816,-60.0,-92.72727,1.294,2460026.51287,2460026.52478,17.15,0.58684,285.57247,-1.7885,268.58607,0.00248,0.9941,17.14954,2.37534,-16.9864,0.02223,59.08773,0.71576,0.71589,-0.52739,-0.52732,N,GENERATED
25,2460026.50807,-60.0,-89.09091,1.284,2460026.50279,2460026.51468,17.11667,0.58539,285.43518,-1.78642,268.5817,0.00248,0.9941,17.01744,2.3718,-16.85348,0.02189,59.09525,0.70495,0.70507,-0.53362,-0.53356,N,GENERATED
26,2460026.49799,-60.0,-85.45455,1.274,2460026.49271,2460026.50458,17.1,0.58303,285.29631,-1.78526,268.57572,0.00248,0.99409,16.88538,2.36829,-16.72059,0.02156,59.10277,0.69422,0.69434,-0.53982,-0.53976,N,GENERATED
27,2460026.48789,-60.0,-81.81818,1.263,2460026.48263,2460026.49448,17.06667,0.58156,285.15895,-1.78317,268.57135,0.00248,0.99409,16.75323,2.36474,-16.5876,0.02122,59.11026,0.68356,0.68368,-0.546,-0.54593,N,GENERATED
28,2460026.4778,-60.0,-78.18182,1.253,2460026.47255,2460026.48438,17.03333,0.58009,285.02154,-1.78109,268.56698,0.00248,0.99409,16.62106,2.36118,-16.45456,0.02089,59.11774,0.67297,0.67309,-0.55214,-0.55208,N,GENERATED
29,2460026.46771,-60.0,-74.54545,1.243,2460026.46247,2460026.47427,17.0,0.57861,284.8841,-1.779,268.56261,0.00248,0.99408,16.48886,2.35761,-16.32149,0.02056,59.12521,0.66247,0.66258,-0.55826,-0.55819,N,GENERATED
30,2460026.45762,-60.0,-70.90909,1.233,2460026.45238,2460026.46417,16.96667,0.57712,284.74662,-1.77692,268.55824,0.00248,0.99408,16.35664,2.35403,-16.18839,0.02024,59.13266,0.65204,0.65215,-0.56434,-0.56428,N,GENERATED
31,2460026.44753,-60.0,-67.27273,1.223,2460026.4423,2460026.45406,16.93333,0.57562,284.60911,-1.77483,268.55386,0.00248,0.99407,16.22439,2.35045,-16.05525,0.01991,59.1401,0.64169,0.6418,-0.5704,-0.57034,N,GENERATED
32,2460026.43744,-60.0,-63.63636,1.213,2460026.43223,2460026.44396,16.88333,0.57299,284.46963,-1.77391,268.54749,0.00248,0.99407,16.0922,2.3469,-15.92214,0.01959,59.14752,0.63143,0.63153,-0.57641,-0.57635,N,GENERATED
33,2460026.42735,-60.0,-60.0,1.203,2460026.42215,2460026.43385,16.85,0.57148,284.33204,-1.77182,268.54312,0.00248,0.99407,15.95992,2.34331,-15.78893,0.01927,59.15493,0.62123,0.62134,-0.5824,-0.58235,N,GENERATED
34,2460026.41726,-60.0,-56.36364,1.193,2460026.41207,2460026.42375,16.81667,0.56996,284.19442,-1.76974,268.53875,0.00248,0.99406,15.82761,2.3397,-15.65567,0.01896,59.16233,0.61112,0.61122,-0.58837,-0.58831,N,GENERATED
35,2460026.40717,-60.0,-52.72727,1.183,2460026.40199,2460026.41365,16.78333,0.56844,284.05676,-1.76765,268.53437,0.00248,0.99406,15.69527,2.33609,-15.52238,0.01864,59.1697,0.60108,0.60118,-0.5943,-0.59424,N,GENERATED
36,2460026.39708,-60.0,-49.09091,1.173,2460026.39191,2460026.40354,16.75,0.5669,283.91906,-1.76557,268.53,0.00248,0.99405,15.56292,2.33247,-15.38905,0.01833,59.17707,0.59112,0.59122,-0.60019,-0.60014,N,GENERATED
