Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q'
449,2460264.58761,-26.15385,-96.92308,2.694,2460264.53777,2460264.64992,161.5,16.64372,246.84088,-15.33735,239.75071,0.00252,0.98701,32.73745,31.98107,-7.09017,0.07942,55.62555,2.40729,2.41844,3.2543,3.2594
450,2460264.56147,-26.15385,-87.69231,2.667,2460264.51212,2460264.62316,159.9,16.4713,246.79998,-15.20212,239.85736,0.00253,0.98701,32.40625,31.67342,-6.94262,0.07787,55.66492,2.36179,2.37264,3.20276,3.20771
451,2460264.53532,-26.15385,-78.46154,2.641,2460264.48646,2460264.5964,158.31667,16.30059,246.76085,-15.06493,239.96504,0.00253,0.98701,32.07513,31.36552,-6.7958,0.07632,55.70323,2.31663,2.32717,3.15133,3.15614
452,2460264.50917,-26.15385,-69.23077,2.615,2460264.4608,2460264.56964,156.73333,16.12976,246.72273,-14.92757,240.07245,0.00253,0.987,31.74414,31.05733,-6.65028,0.0748,55.74102,2.27183,2.28206,3.10003,3.10471
453,2460264.48303,-26.15385,-60.0,2.589,2460264.43515,2460264.54288,155.13333,15.95697,246.68489,-14.79186,240.17829,0.00253,0.987,31.41339,30.74883,-6.5066,0.07329,55.77879,2.22743,2.23736,3.04886,3.05341
454,2460264.45688,-26.15385,-50.76923,2.563,2460264.40949,2460264.51612,153.55,15.78591,246.64881,-14.65419,240.28515,0.00253,0.987,31.0827,30.4401,-6.36366,0.07179,55.81551,2.18337,2.19301,2.99781,3.00223
455,2460264.43074,-26.15385,-41.53846,2.537,2460264.38384,2460264.48935,151.93333,15.61437,246.61359,-14.51671,240.39149,0.00253,0.987,30.75218,30.13109,-6.2221,0.07031,55.85181,2.13968,2.14904,2.94688,2.95117
456,2460264.40459,-26.15385,-32.30769,2.511,2460264.35818,2460264.46259,150.35,15.44309,246.57953,-14.37872,240.49782,0.00253,0.98699,30.42179,29.82182,-6.08171,0.06884,55.88746,2.09637,2.10545,2.89606,2.90023
457,2460264.37844,-26.15385,-23.07692,2.484,2460264.33253,2460264.43582,148.73333,15.27134,246.54632,-14.24094,240.60362,0.00253,0.98699,30.09158,29.51228,-5.9427,0.06739,55.92268,2.05345,2.06225,2.84536,2.84941
458,2460264.35229,-26.15385,-13.84615,2.458,2460264.30687,2460264.40906,147.15,15.09986,246.51426,-14.10263,240.70942,0.00253,0.98699,29.76149,29.2025,-5.80484,0.06595,55.95727,2.0109,2.01943,2.79477,2.7987
459,2460264.32614,-26.15385,-4.61538,2.432,2460264.28123,2460264.38229,145.53333,14.92792,246.48305,-13.96453,240.8147,0.00253,0.98699,29.43158,28.89246,-5.66835,0.06453,55.99141,1.96875,1.977,2.74429,2.74811
460,2460264.29999,-26.15385,4.61538,2.406,2460264.25557,2460264.35552,143.93333,14.75773,246.45359,-13.82447,240.92098,0.00253,0.98699,29.10175,28.58219,-5.53261,0.06312,56.02453,1.92695,1.93495,2.69392,2.69763
461,2460264.27384,-26.15385,13.84615,2.38,2460264.22992,2460264.32875,142.31667,14.58561,246.42436,-13.68606,241.02574,0.00253,0.98698,28.77215,28.27167,-5.39862,0.06173,56.05759,1.88558,1.89332,2.64366,2.64726
462,2460264.24769,-26.15385,23.07692,2.354,2460264.20426,2460264.30198,140.71667,14.41524,246.39689,-13.54569,241.1315,0.00253,0.98698,28.44263,27.96092,-5.26539,0.06035,56.08963,1.84458,1.85207,2.5935,2.59699
463,2460264.22154,-26.15385,32.30769,2.328,2460264.17861,2460264.27521,139.1,14.24295,246.36963,-13.40698,241.23574,0.00253,0.98698,28.11335,27.64993,-5.13389,0.05899,56.1216,1.804,1.81124,2.54346,2.54684
464,2460264.19539,-26.15385,41.53846,2.301,2460264.15295,2460264.24844,137.5,14.07243,246.34412,-13.2663,241.34099,0.00253,0.98698,27.78416,27.33873,-5.00313,0.05765,56.15256,1.7638,1.7708,2.49351,2.49679
465,2460264.16924,-26.15385,50.76923,2.275,2460264.1273,2460264.22167,135.88333,13.9,246.31882,-13.12729,241.44472,0.00253,0.98698,27.4552,27.02729,-4.87409,0.05631,56.18342,1.72402,1.73079,2.44367,2.44686
466,2460264.14308,-26.15385,60.0,2.249,2460264.10164,2460264.19488,134.26667,13.73079,246.29588,-12.98485,241.55045,0.00253,0.98698,27.12627,26.71565,-4.74543,0.055,56.21294,1.68461,1.69115,2.39393,2.39702
467,2460264.11694,-26.15385,69.23077,2.223,2460264.076,2460264.16811,132.65,13.55823,246.27252,-12.84555,241.65368,0.00253,0.98697,26.79764,26.40378,-4.61884,0.0537,56.24271,1.64566,1.65197,2.34431,2.3473
468,2460264.09078,-26.15385,78.46154,2.197,2460264.05034,2460264.14134,131.05,13.38743,246.2509,-12.70427,241.75791,0.00253,0.98697,26.4691,26.09171,-4.49299,0.05241,56.27149,1.60709,1.61318,2.29478,2.29768
469,2460264.06463,-26.15385,87.69231,2.171,2460264.02469,2460264.11456,129.41667,13.21621,246.23008,-12.56321,241.86163,0.00253,0.98697,26.14074,25.77943,-4.36845,0.05114,56.29981,1.56895,1.57482,2.24537,2.24817
470,2460264.03847,-26.15385,96.92308,2.144,2460263.99903,2460264.08778,127.8,13.04677,246.21102,-12.42017,241.96634,0.00254,0.98697,25.81248,25.46694,-4.24468,0.04989,56.32715,1.5312,1.53686,2.19605,2.19876
471,2460264.01232,-26.15385,106.15385,2.118,2460263.97337,2460264.06101,126.2,12.87581,246.19228,-12.27845,242.06981,0.00254,0.98697,25.48446,25.15427,-4.12247,0.04865,56.35429,1.49389,1.49934,2.14684,2.14947
472,2460263.98617,-26.15385,115.38462,2.092,2460263.94772,2460264.03422,124.56667,12.70444,246.17433,-12.13696,242.17278,0.00254,0.98697,25.15662,24.8414,-4.00155,0.04743,56.38096,1.457,1.46226,2.09775,2.10029
473,2460263.96001,-26.15385,124.61538,2.066,2460263.92206,2460264.00745,122.96667,12.5334,246.15748,-11.99495,242.27575,0.00254,0.98697,24.82894,24.52834,-3.88173,0.04622,56.40699,1.42054,1.4256,2.04876,2.05122
474,2460263.93386,-26.15385,133.84615,2.04,2460263.89641,2460263.98067,121.33333,12.36194,246.14142,-11.85316,242.37823,0.00254,0.98697,24.50145,24.21511,-3.76318,0.04502,56.43255,1.38451,1.38938,1.99989,2.00227
475,2460263.9077,-26.15385,143.07692,2.014,2460263.87075,2460263.95389,119.71667,12.19229,246.12709,-11.70939,242.48169,0.00254,0.98697,24.17407,23.90168,-3.6454,0.04385,56.45716,1.34889,1.35357,1.95112,1.95342
476,2460263.88155,-26.15385,152.30769,1.988,2460263.8451,2460263.92711,118.08333,12.02077,246.1129,-11.56732,242.58368,0.00254,0.98697,23.84695,23.58809,-3.52922,0.04269,56.4816,1.31373,1.31822,1.90248,1.9047
477,2460263.85539,-26.15385,161.53846,1.961,2460263.81944,2460263.90032,116.46667,11.85105,246.10045,-11.42327,242.68664,0.00254,0.98697,23.51993,23.27432,-3.41381,0.04154,56.50511,1.27898,1.2833,1.85394,1.85608
478,2460263.82924,-26.15385,170.76923,1.935,2460263.7938,2460263.87354,114.83333,11.67948,246.08811,-11.28091,242.78815,0.00254,0.98696,23.19317,22.9604,-3.29997,0.04041,56.52845,1.24469,1.24883,1.80554,1.8076
479,2460263.80309,-26.15385,180.0,1.909,2460263.76814,2460263.84677,113.23333,11.50826,246.07686,-11.13805,242.88965,0.00254,0.98696,22.86659,22.64631,-3.18721,0.03929,56.55115,1.21083,1.2148,1.75725,1.75923
480,2460263.79863,-23.07692,-180.0,1.905,2460263.76457,2460263.84119,110.33333,11.53705,245.98186,-11.20157,244.23197,0.00254,0.98696,22.80497,22.73862,-1.7499,0.03909,56.54331,1.20423,1.20819,1.76318,1.76516
481,2460264.7921,-23.07692,-170.76923,2.898,2460264.73939,2460264.858,170.8,18.15628,246.70434,-16.65115,240.6017,0.00252,0.98703,35.32195,34.80743,-6.10265,0.09204,55.24643,2.77081,2.78468,3.70355,3.70995
482,2460264.76596,-23.07692,-161.53846,2.872,2460264.71373,2460264.83126,169.25,17.98124,246.66638,-16.51209,240.70105,0.00252,0.98703,34.98982,34.49333,-5.96533,0.09037,55.29154,2.72279,2.73631,3.65002,3.65625
483,2460264.73983,-23.07692,-152.30769,2.846,2460264.68808,2460264.80451,167.66667,17.80574,246.62933,-16.37325,240.79988,0.00252,0.98703,34.65785,34.17899,-5.82945,0.08872,55.33622,2.67511,2.68828,3.59667,3.60272
484,2460264.71369,-23.07692,-143.07692,2.82,2460264.66242,2460264.77778,166.11667,17.63052,246.59344,-16.23389,240.89868,0.00252,0.98702,34.326,33.86442,-5.69476,0.08708,55.38022,2.62775,2.64057,3.54348,3.54936
485,2460264.68755,-23.07692,-133.84615,2.794,2460264.63677,2460264.75103,164.53333,17.45484,246.55845,-16.09476,240.99695,0.00252,0.98702,33.9943,33.5496,-5.5615,0.08545,55.42378,2.58073,2.59321,3.49046,3.49617
486,2460264.66142,-23.07692,-124.61538,2.767,2460264.61112,2460264.72428,162.95,17.27908,246.52448,-15.95549,241.09496,0.00252,0.98702,33.66275,33.23456,-5.42953,0.08384,55.46678,2.53405,2.54619,3.43759,3.44315
487,2460264.63527,-23.07692,-115.38462,2.741,2460264.58546,2460264.69753,161.38333,17.10511,246.49214,-15.8142,241.19388,0.00252,0.98702,33.33126,32.91932,-5.29826,0.08225,55.50866,2.48767,2.49949,3.38486,3.39026
488,2460264.60914,-23.07692,-106.15385,2.715,2460264.55981,2460264.67079,159.8,16.9292,246.46021,-15.67464,241.29133,0.00252,0.98701,32.99999,32.60384,-5.16888,0.08066,55.55053,2.44168,2.45317,3.33229,3.33754
489,2460264.58299,-23.07692,-96.92308,2.689,2460264.53416,2460264.64404,158.23333,16.75509,246.4299,-15.53307,241.38971,0.00252,0.98701,32.66878,32.28815,-5.0402,0.0791,55.59129,2.396,2.40717,3.27985,3.28496
490,2460264.55685,-23.07692,-87.69231,2.663,2460264.50851,2460264.61728,156.63333,16.58054,246.40048,-15.39172,241.48757,0.00253,0.98701,32.33774,31.97226,-4.91292,0.07755,55.63159,2.35068,2.36153,3.22756,3.23252
491,2460264.53071,-23.07692,-78.46154,2.637,2460264.48286,2460264.59053,155.05,16.40442,246.37157,-15.25173,241.5842,0.00253,0.987,32.0069,31.65614,-4.78737,0.07601,55.67177,2.30574,2.31629,3.17541,3.18023
492,2460264.50457,-23.07692,-69.23077,2.611,2460264.4572,2460264.56377,153.46667,16.23162,246.34479,-15.10822,241.6827,0.00253,0.987,31.67608,31.33984,-4.66208,0.07448,55.71041,2.2611,2.27135,3.12337,3.12806
493,2460264.47843,-23.07692,-60.0,2.584,2460264.43155,2460264.53703,151.88333,16.05539,246.31788,-14.96795,241.7788,0.00253,0.987,31.34554,31.02333,-4.53907,0.07298,55.74944,2.21689,2.22683,3.07149,3.07604
494,2460264.45228,-23.07692,-50.76923,2.558,2460264.40589,2460264.51027,150.3,15.88248,246.29309,-14.82415,241.87676,0.00253,0.987,31.01501,30.70664,-4.41633,0.07148,55.78696,2.17299,2.18264,3.01971,3.02413
495,2460264.42614,-23.07692,-41.53846,2.532,2460264.38024,2460264.48351,148.7,15.70765,246.26867,-14.6821,241.97327,0.00253,0.987,30.68471,30.38975,-4.29541,0.07001,55.82443,2.12949,2.13885,2.96806,2.97236
496,2460264.4,-23.07692,-32.30769,2.506,2460264.35459,2460264.45676,147.11667,15.53127,246.24473,-14.5414,242.06858,0.00253,0.98699,30.35461,30.07268,-4.17615,0.06854,55.86175,2.08638,2.09546,2.91655,2.92073
497,2460264.37385,-23.07692,-23.07692,2.48,2460264.32894,2460264.43,145.53333,15.35823,246.22292,-14.39719,242.16573,0.00253,0.98699,30.02454,29.75542,-4.0572,0.06709,55.89756,2.0436,2.0524,2.86514,2.86919
498,2460264.34771,-23.07692,-13.84615,2.454,2460264.30329,2460264.40324,143.93333,15.18328,246.20146,-14.25471,242.26145,0.00253,0.98699,29.6947,29.43799,-3.94001,0.06566,55.93332,2.00123,2.00976,2.81386,2.81779
499,2460264.32156,-23.07692,-4.61538,2.428,2460264.27763,2460264.37648,142.35,15.01017,246.18162,-14.11022,242.35807,0.00253,0.98699,29.36493,29.12039,-3.82355,0.06424,55.96801,1.95922,1.96748,2.76268,2.7665
500,2460264.29542,-23.07692,4.61538,2.401,2460264.25198,2460264.34972,140.75,14.83515,246.16211,-13.96747,242.45327,0.00253,0.98699,29.0354,28.80262,-3.70884,0.06284,56.00261,1.91761,1.92561,2.71163,2.71534
501,2460264.26927,-23.07692,13.84615,2.375,2460264.22633,2460264.32295,139.13333,14.6616,246.14409,-13.82308,242.54914,0.00253,0.98698,28.70597,28.48468,-3.59495,0.06145,56.03626,1.87638,1.88412,2.66068,2.66428
502,2460264.24312,-23.07692,23.07692,2.349,2460264.20067,2460264.29619,137.55,14.48841,246.12717,-13.67817,242.64498,0.00253,0.98698,28.37668,28.16658,-3.48219,0.06008,56.06923,1.83554,1.84303,2.60985,2.61334
503,2460264.21698,-23.07692,32.30769,2.323,2460264.17502,2460264.26943,135.95,14.31332,246.11057,-13.53502,242.73942,0.00253,0.98698,28.04763,27.84834,-3.37115,0.05872,56.10211,1.79512,1.80236,2.55914,2.56253
504,2460264.19083,-23.07692,41.53846,2.297,2460264.14936,2460264.24267,134.36667,14.14008,246.09558,-13.38984,242.83475,0.00253,0.98698,27.71866,27.52993,-3.26083,0.05738,56.13394,1.75507,1.76207,2.50853,2.51182
505,2460264.16469,-23.07692,50.76923,2.271,2460264.12372,2460264.2159,132.75,13.96646,246.08142,-13.24491,242.92959,0.00253,0.98698,27.38987,27.21137,-3.15183,0.05605,56.16529,1.71543,1.72219,2.45804,2.46122
506,2460264.13854,-23.07692,60.0,2.245,2460264.09806,2460264.18914,131.16667,13.79321,246.06835,-13.09947,243.02441,0.00253,0.98698,27.06124,26.89268,-3.04394,0.05474,56.19598,1.67619,1.68272,2.40765,2.41074
507,2460264.1124,-23.07692,69.23077,2.218,2460264.07241,2460264.16238,129.56667,13.61807,246.05556,-12.95579,243.11785,0.00253,0.98697,26.73284,26.57386,-2.93771,0.05344,56.22654,1.63738,1.64369,2.35739,2.36038
508,2460264.08625,-23.07692,78.46154,2.192,2460264.04676,2460264.13561,127.95,13.44443,246.04425,-12.81047,243.21194,0.00253,0.98697,26.40455,26.2549,-2.83231,0.05216,56.25616,1.59897,1.60505,2.30723,2.31013
509,2460264.0601,-23.07692,87.69231,2.166,2460264.0211,2460264.10885,126.36667,13.27116,246.03402,-12.66463,243.30601,0.00253,0.98697,26.07642,25.9358,-2.72801,0.0509,56.28511,1.56096,1.56683,2.25719,2.25999
510,2460264.03395,-23.07692,96.92308,2.14,2460263.99545,2460264.08208,124.75,13.09753,246.02459,-12.51905,243.39961,0.00254,0.98697,25.74848,25.61658,-2.62498,0.04965,56.31358,1.52337,1.52903,2.20725,2.20997
511,2460264.00781,-23.07692,106.15385,2.114,2460263.96979,2460264.05532,123.16667,12.92427,246.01624,-12.37296,243.49319,0.00254,0.98697,25.42069,25.29723,-2.52305,0.04841,56.34138,1.4862,1.49165,2.15744,2.16006
512,2460263.98166,-23.07692,115.38462,2.088,2460263.94414,2460264.02855,121.55,12.75065,246.00868,-12.22712,243.5863,0.00254,0.98697,25.0931,24.97777,-2.42238,0.04719,56.36868,1.44946,1.4547,2.10773,2.11027
513,2460263.95551,-23.07692,124.61538,2.061,2460263.9185,2460264.00178,119.93333,12.57705,246.00204,-12.08115,243.67916,0.00254,0.98697,24.76568,24.6582,-2.32288,0.04599,56.39541,1.41313,1.41818,2.05815,2.0606
514,2460263.92936,-23.07692,133.84615,2.035,2460263.89284,2460263.97502,118.35,12.40384,245.99646,-11.93468,243.77201,0.00254,0.98697,24.43843,24.33851,-2.22446,0.0448,56.42147,1.37724,1.38209,2.00868,2.01105
515,2460263.90322,-23.07692,143.07692,2.009,2460263.86719,2460263.94825,116.73333,12.23027,245.99167,-11.78846,243.86439,0.00254,0.98697,24.11137,24.01873,-2.12728,0.04362,56.44704,1.34177,1.34644,1.95933,1.96162
516,2460263.87707,-23.07692,152.30769,1.983,2460263.84153,2460263.92149,115.15,12.05711,245.98793,-11.64173,243.95675,0.00254,0.98697,23.78448,23.69884,-2.03117,0.04247,56.47194,1.30673,1.31121,1.91011,1.91232
517,2460263.85092,-23.07692,161.53846,1.957,2460263.81588,2460263.89472,113.53333,11.8836,245.98495,-11.49526,244.04865,0.00254,0.98696,23.45779,23.37886,-1.9363,0.04132,56.49634,1.27213,1.27643,1.86101,1.86314
518,2460263.82477,-23.07692,170.76923,1.931,2460263.79023,2460263.86795,111.91667,11.71012,245.98289,-11.34867,244.14032,0.00254,0.98696,23.13129,23.05879,-1.84257,0.0402,56.52016,1.23796,1.24209,1.81203,1.81409
519,2460263.79863,-23.07692,180.0,1.905,2460263.76457,2460263.84119,110.33333,11.53705,245.98186,-11.20157,244.23197,0.00254,0.98696,22.80497,22.73862,-1.7499,0.03909,56.54331,1.20423,1.20819,1.76318,1.76516
520,2460263.7944,-20.0,-180.0,1.9,2460263.76119,2460263.8359,107.58333,11.51938,245.78438,-11.22809,245.46353,0.00254,0.98696,22.7497,22.74747,-0.32085,0.0389,56.54493,1.19852,1.20245,1.7612,1.76317
521,2460264.7877,-20.0,-170.76923,2.894,2460264.73595,2460264.8524,167.68333,18.21979,246.09213,-16.83081,242.20914,0.00252,0.98703,35.25829,35.0506,-3.88299,0.09172,55.22463,2.76006,2.77392,3.72291,3.7293
522,2460264.76157,-20.0,-161.53846,2.868,2460264.7103,2460264.82565,166.1,18.04245,246.06586,-16.68649,242.29917,0.00252,0.98703,34.92633,34.72894,-3.76669,0.09006,55.27066,2.7122,2.72571,3.66871,3.67493
523,2460264.73543,-20.0,-152.30769,2.841,2460264.68464,2460264.79891,164.55,17.86546,246.0407,-16.54166,242.38913,0.00252,0.98703,34.59449,34.40711,-3.65157,0.0884,55.31597,2.66466,2.67781,3.61469,3.62073
524,2460264.7093,-20.0,-143.07692,2.815,2460264.65899,2460264.77218,162.98333,17.68652,246.01608,-16.39862,242.47773,0.00252,0.98702,34.26286,34.08514,-3.53834,0.08677,55.3613,2.61748,2.63029,3.56085,3.56672
525,2460264.68316,-20.0,-133.84615,2.789,2460264.63334,2460264.74543,161.4,17.50908,245.99284,-16.25392,242.56693,0.00252,0.98702,33.93131,33.763,-3.42591,0.08515,55.40555,2.57061,2.58307,3.50717,3.51287
526,2460264.65702,-20.0,-124.61538,2.763,2460264.60769,2460264.71869,159.85,17.33201,245.9707,-16.10869,242.65607,0.00252,0.98702,33.59989,33.44071,-3.31463,0.08354,55.4491,2.52406,2.53619,3.45364,3.45919
527,2460264.63088,-20.0,-115.38462,2.737,2460264.58204,2460264.69194,158.26667,17.15454,245.94946,-15.96373,242.74472,0.00252,0.98701,33.26863,33.11827,-3.20475,0.08195,55.49217,2.47786,2.48966,3.40027,3.40566
528,2460264.60475,-20.0,-106.15385,2.711,2460264.55639,2460264.6652,156.68333,16.97706,245.92922,-15.81864,242.83309,0.00252,0.98701,32.93751,32.7957,-3.09613,0.08037,55.53465,2.432,2.44347,3.34706,3.3523
529,2460264.5786,-20.0,-96.92308,2.685,2460264.53073,2460264.63845,155.11667,16.80148,245.91047,-15.67148,242.92227,0.00252,0.98701,32.60646,32.47296,-2.9882,0.0788,55.57598,2.38645,2.39761,3.29398,3.29907
530,2460264.55247,-20.0,-87.69231,2.658,2460264.50508,2460264.61171,153.55,16.62245,245.89181,-15.52769,243.00925,0.00253,0.98701,32.27569,32.15013,-2.88256,0.07726,55.61771,2.34132,2.35216,3.24107,3.24602
531,2460264.52634,-20.0,-78.46154,2.632,2460264.47943,2460264.58497,151.96667,16.44494,245.87453,-15.38222,243.09682,0.00253,0.987,31.94501,31.82716,-2.77771,0.07572,55.6584,2.29651,2.30704,3.18829,3.19311
532,2460264.5002,-20.0,-69.23077,2.606,2460264.45378,2460264.55822,150.38333,16.26744,245.85823,-15.23662,243.18412,0.00253,0.987,31.61448,31.50406,-2.67411,0.0742,55.6985,2.25206,2.26228,3.13566,3.14033
533,2460264.47406,-20.0,-60.0,2.58,2460264.42812,2460264.53147,148.81667,16.09185,245.84341,-15.08896,243.27221,0.00253,0.987,31.28402,31.18081,-2.5712,0.0727,55.73745,2.20794,2.21786,3.08314,3.08768
534,2460264.44792,-20.0,-50.76923,2.554,2460264.40248,2460264.50472,147.23333,15.91436,245.82906,-14.94312,243.35899,0.00253,0.987,30.95378,30.85748,-2.47007,0.07121,55.77634,2.16421,2.17384,3.03077,3.03518
535,2460264.42178,-20.0,-41.53846,2.528,2460264.37683,2460264.47796,145.63333,15.73841,245.81609,-14.7956,243.44634,0.00253,0.987,30.62364,30.53401,-2.36975,0.06973,55.81421,2.12083,2.13017,2.97852,2.9828
536,2460264.39563,-20.0,-32.30769,2.502,2460264.35117,2460264.45122,144.06667,15.56286,245.80419,-14.64756,243.53364,0.00253,0.98699,30.29363,30.21042,-2.27055,0.06827,55.85138,2.07782,2.08687,2.92639,2.93055
537,2460264.3695,-20.0,-23.07692,2.475,2460264.32552,2460264.42447,142.48333,15.38541,245.79274,-14.50135,243.61963,0.00253,0.98699,29.96386,29.88676,-2.17311,0.06683,55.88847,2.03521,2.04398,2.8744,2.87845
538,2460264.34336,-20.0,-13.84615,2.449,2460264.29987,2460264.39772,140.9,15.20798,245.78225,-14.35502,243.70537,0.00253,0.98699,29.63424,29.563,-2.07687,0.0654,55.92496,1.99297,2.00148,2.82255,2.82647
539,2460264.31722,-20.0,-4.61538,2.423,2460264.27422,2460264.37096,139.3,15.03211,245.77313,-14.20701,243.79169,0.00253,0.98699,29.30471,29.23912,-1.98144,0.06399,55.96044,1.9511,1.95934,2.7708,2.77461
540,2460264.29108,-20.0,4.61538,2.397,2460264.24856,2460264.34421,137.73333,14.85665,245.76507,-14.05848,243.87795,0.00253,0.98699,28.97533,28.91513,-1.88712,0.06259,55.99522,1.90961,1.91758,2.71917,2.72287
541,2460264.26494,-20.0,13.84615,2.371,2460264.22292,2460264.31747,136.15,14.6793,245.75743,-13.91179,243.96293,0.00253,0.98698,28.64618,28.5911,-1.7945,0.0612,56.02989,1.86853,1.87624,2.66767,2.67126
542,2460264.2388,-20.0,23.07692,2.345,2460264.19727,2460264.29071,134.55,14.50352,245.75117,-13.76343,244.04849,0.00253,0.98698,28.31714,28.26695,-1.70268,0.05983,56.06357,1.82782,1.83528,2.61628,2.61977
543,2460264.21265,-20.0,32.30769,2.319,2460264.17161,2460264.26396,132.98333,14.32816,245.74595,-13.61455,244.134,0.00253,0.98698,27.98824,27.94271,-1.61195,0.05848,56.09655,1.7875,1.79472,2.56501,2.56839
544,2460264.18651,-20.0,41.53846,2.292,2460264.14596,2460264.2372,131.38333,14.15246,245.74157,-13.46594,244.21905,0.00253,0.98698,27.65952,27.6184,-1.52252,0.05714,56.12903,1.74758,1.75456,2.51386,2.51714
545,2460264.16037,-20.0,50.76923,2.266,2460264.12031,2460264.21045,129.8,13.97527,245.73768,-13.31879,244.30304,0.00253,0.98698,27.33103,27.29406,-1.43464,0.05582,56.16129,1.70809,1.71482,2.46285,2.46602
546,2460264.13423,-20.0,60.0,2.24,2460264.09465,2460264.18369,128.21667,13.80157,245.73571,-13.16799,244.38862,0.00253,0.98698,27.00256,26.96957,-1.34709,0.05451,56.1921,1.66895,1.67546,2.41192,2.415
547,2460264.10809,-20.0,69.23077,2.214,2460264.069,2460264.15694,126.63333,13.62448,245.73368,-13.02061,244.47212,0.00253,0.98697,26.6744,26.6451,-1.26156,0.05321,56.22314,1.63026,1.63654,2.36114,2.36412
548,2460264.08195,-20.0,78.46154,2.188,2460264.04336,2460264.13019,125.03333,13.44898,245.73301,-12.87155,244.5562,0.00253,0.98697,26.34636,26.32052,-1.17682,0.05194,56.25321,1.59197,1.59803,2.31046,2.31335
549,2460264.05581,-20.0,87.69231,2.162,2460264.01771,2460264.10344,123.45,13.272,245.73282,-12.72394,244.63923,0.00253,0.98697,26.01854,25.99594,-1.0936,0.05067,56.28304,1.5541,1.55994,2.25992,2.26271
550,2460264.02966,-20.0,96.92308,2.136,2460263.99205,2460264.07668,121.86667,13.09851,245.73454,-12.57269,244.72382,0.00254,0.98697,25.69076,25.6712,-1.01073,0.04943,56.31146,1.51661,1.52224,2.20947,2.21217
551,2460264.00352,-20.0,106.15385,2.109,2460263.9664,2460264.04993,120.28333,12.92166,245.73617,-12.42486,244.80637,0.00254,0.98697,25.36329,25.34652,-0.9298,0.0482,56.34007,1.47957,1.485,2.15917,2.16178
552,2460263.97738,-20.0,115.38462,2.083,2460263.94075,2460264.02317,118.68333,12.74639,245.73916,-12.27535,244.88949,0.00254,0.98697,25.03594,25.02175,-0.84967,0.04698,56.36773,1.44294,1.44816,2.10898,2.1115
553,2460263.95124,-20.0,124.61538,2.057,2460263.91509,2460263.99642,117.11667,12.57158,245.74316,-12.12534,244.97256,0.00254,0.98697,24.70875,24.69692,-0.7706,0.04578,56.3947,1.40673,1.41175,2.0589,2.06135
554,2460263.9251,-20.0,133.84615,2.031,2460263.88944,2460263.96966,115.51667,12.39646,245.74794,-11.97561,245.0552,0.00254,0.98697,24.38176,24.37207,-0.69274,0.04459,56.42115,1.37094,1.37578,2.00896,2.01132
555,2460263.89896,-20.0,143.07692,2.005,2460263.8638,2460263.94292,113.93333,12.21989,245.75316,-11.82735,245.13682,0.00254,0.98697,24.05501,24.04723,-0.61634,0.04342,56.44733,1.3356,1.34025,1.95916,1.96144
556,2460263.87282,-20.0,152.30769,1.979,2460263.83815,2460263.91616,112.33333,12.04492,245.75973,-11.6774,245.21899,0.00254,0.98697,23.72839,23.72232,-0.54074,0.04227,56.47258,1.30068,1.30514,1.90947,1.91167
557,2460263.84668,-20.0,161.53846,1.953,2460263.81249,2460263.88941,110.76667,11.87042,245.7673,-11.52695,245.30113,0.00254,0.98696,23.40194,23.39736,-0.46617,0.04113,56.49714,1.26618,1.27046,1.85991,1.86203
558,2460263.82053,-20.0,170.76923,1.927,2460263.78684,2460263.86265,109.16667,11.69562,245.77563,-11.37678,245.38283,0.00254,0.98696,23.0757,23.0724,-0.3928,0.04001,56.52118,1.23212,1.23623,1.81048,1.81253
559,2460263.7944,-20.0,180.0,1.9,2460263.76119,2460263.8359,107.58333,11.51938,245.78438,-11.22809,245.46353,0.00254,0.98696,22.7497,22.74747,-0.32085,0.0389,56.54493,1.19852,1.20245,1.7612,1.76317
560,2460263.79035,-16.92308,-180.0,1.896,2460263.75795,2460263.83084,104.96667,11.45864,245.49846,-11.21531,246.5954,0.00254,0.98696,22.70012,22.67395,1.09695,0.03873,56.55526,1.19358,1.19748,1.75138,1.75333
561,2460264.78349,-16.92308,-170.76923,2.889,2460264.73266,2460264.84703,164.68333,18.21386,245.38543,-16.94839,243.72134,0.00252,0.98703,35.20035,35.16225,-1.66408,0.09143,55.22491,2.7513,2.76511,3.73004,3.73641
562,2460264.75736,-16.92308,-161.53846,2.863,2460264.70701,2460264.82029,163.11667,18.03375,245.37076,-16.8006,243.80115,0.00252,0.98703,34.8686,34.83435,-1.56961,0.08977,55.27178,2.70358,2.71703,3.67529,3.68148
563,2460264.73123,-16.92308,-152.30769,2.837,2460264.68137,2460264.79355,161.55,17.85367,245.35708,-16.6527,243.88069,0.00252,0.98703,34.53698,34.50637,-1.47639,0.08812,55.31802,2.65618,2.66928,3.62072,3.62673
564,2460264.70509,-16.92308,-143.07692,2.811,2460264.65571,2460264.76682,160.0,17.67556,245.34473,-16.5027,243.96092,0.00252,0.98702,34.20543,34.17827,-1.38381,0.08649,55.36304,2.60906,2.62182,3.5663,3.57215
