Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Seen,Source
0,2460293.21392,48.0,-8.0,1.733,2460293.19367,2460293.23924,65.61667,3.33669,218.98259,-4.95512,240.31404,0.00247,0.98213,22.86693,8.29181,21.33145,0.0393,59.16061,1.26674,1.26801,0.34963,0.35026,S,GENERATED
1,2460293.21334,48.0,-7.79592,1.733,2460293.1931,2460293.23863,65.56667,3.33462,218.9846,-4.95185,240.31008,0.00247,0.98213,22.85947,8.28647,21.32549,0.03927,59.16054,1.26592,1.26719,0.34869,0.34932,S,GENERATED
2,2460293.21276,48.0,-7.59184,1.732,2460293.19253,2460293.23804,65.53333,3.3318,218.988,-4.94967,240.30745,0.00247,0.98213,22.85205,8.28147,21.31945,0.03924,59.16052,1.26511,1.26638,0.34779,0.34842,S,GENERATED
3,2460293.21218,48.0,-7.38776,1.732,2460293.19197,2460293.23744,65.48333,3.32973,218.99,-4.9464,240.30349,0.00247,0.98213,22.84459,8.27614,21.31348,0.03922,59.16045,1.2643,1.26556,0.34685,0.34748,S,GENERATED
4,2460293.2116,48.0,-7.18367,1.731,2460293.1914,2460293.23685,65.45,3.32692,218.9934,-4.94421,240.30085,0.00247,0.98213,22.83718,8.27114,21.30745,0.03919,59.16042,1.26349,1.26475,0.34595,0.34657,S,GENERATED
5,2460293.21102,48.0,-6.97959,1.73,2460293.19083,2460293.23625,65.4,3.32485,218.99541,-4.94095,240.29689,0.00247,0.98213,22.82971,8.2658,21.30148,0.03917,59.16035,1.26267,1.26393,0.34501,0.34564,S,GENERATED
6,2460293.21044,48.0,-6.77551,1.73,2460293.19027,2460293.23566,65.36667,3.32204,218.99881,-4.93876,240.29425,0.00247,0.98213,22.8223,8.2608,21.29544,0.03914,59.16033,1.26186,1.26312,0.34411,0.34473,S,GENERATED
7,2460293.20986,48.0,-6.57143,1.729,2460293.1897,2460293.23506,65.31667,3.31997,219.00082,-4.9355,240.2903,0.00247,0.98213,22.81484,8.25547,21.28947,0.03912,59.16026,1.26104,1.2623,0.34317,0.34379,S,GENERATED
8,2460293.20928,48.0,-6.36735,1.729,2460293.18913,2460293.23447,65.28333,3.31716,219.00423,-4.93331,240.28766,0.00247,0.98213,22.80742,8.25047,21.28343,0.03909,59.16024,1.26024,1.26149,0.34227,0.34289,S,GENERATED
9,2460293.2087,48.0,-6.16327,1.728,2460293.18856,2460293.23387,65.23333,3.31509,219.00624,-4.93005,240.2837,0.00247,0.98213,22.79996,8.24514,21.27746,0.03907,59.16017,1.25942,1.26067,0.34133,0.34195,S,GENERATED
10,2460293.20812,48.0,-5.95918,1.728,2460293.188,2460293.23328,65.2,3.31229,219.00964,-4.92786,240.28106,0.00247,0.98213,22.79255,8.24015,21.27143,0.03904,59.16014,1.25861,1.25986,0.34043,0.34105,S,GENERATED
11,2460293.20754,48.0,-5.7551,1.727,2460293.18743,2460293.23267,65.15,3.31022,219.01165,-4.9246,240.2771,0.00247,0.98213,22.78509,8.23482,21.26546,0.03902,59.16007,1.2578,1.25905,0.33949,0.34011,S,GENERATED
12,2460293.20696,48.0,-5.55102,1.726,2460293.18686,2460293.23208,65.11667,3.30741,219.01505,-4.92241,240.27447,0.00247,0.98213,22.77768,8.22982,21.25942,0.03899,59.16005,1.25699,1.25824,0.33859,0.33921,S,GENERATED
