Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Seen
0,2460293.93883,-60.0,-180.0,2.458,2460293.88787,2460294.00252,165.1,6.6771,229.33183,-5.02167,199.08222,0.00247,0.98225,32.38066,11.69877,-30.24961,0.07775,59.05499,2.50178,2.50678,1.26926,1.27154,S
1,2460294.91663,-60.0,-170.76923,3.436,2460294.863,2460294.98367,173.76667,8.78104,241.39206,-5.15344,198.05559,0.00246,0.98251,45.39679,13.93448,-43.33647,0.1489,58.88844,4.77806,4.79056,2.67026,2.67814,S
2,2460294.89093,-60.0,-161.53846,3.41,2460294.83734,2460294.95792,173.63333,8.73106,241.06296,-5.15173,198.07254,0.00246,0.9825,45.05398,13.88279,-42.99042,0.14678,58.89493,4.71044,4.72269,2.62281,2.63042,S
3,2460294.86523,-60.0,-152.30769,3.385,2460294.81168,2460294.93216,173.5,8.68054,240.73399,-5.15002,198.08948,0.00246,0.98249,44.71118,13.83056,-42.64451,0.14467,58.90136,4.6432,4.65521,2.57619,2.58354,S
4,2460294.83952,-60.0,-143.07692,3.359,2460294.78602,2460294.9064,173.35,8.63029,240.40662,-5.14803,198.10811,0.00246,0.98248,44.36833,13.77832,-42.29851,0.14257,58.9076,4.57633,4.5881,2.53041,2.53751,S
5,2460294.81382,-60.0,-133.84615,3.333,2460294.76036,2460294.88064,173.2,8.57951,240.07939,-5.14604,198.12674,0.00246,0.98248,44.0255,13.72555,-41.95265,0.14048,58.91378,4.50986,4.52139,2.48541,2.49226,S
6,2460294.78811,-60.0,-124.61538,3.308,2460294.7347,2460294.85487,173.05,8.5282,239.7523,-5.14406,198.14537,0.00246,0.98247,43.6827,13.67225,-41.60693,0.13841,58.91989,4.44378,4.45508,2.44116,2.44778,S
7,2460294.7624,-60.0,-115.38462,3.282,2460294.70904,2460294.82911,172.9,8.47635,239.42536,-5.14207,198.164,0.00246,0.98246,43.33991,13.61842,-41.26137,0.13635,58.92594,4.37811,4.38917,2.39764,2.40402,S
8,2460294.7367,-60.0,-106.15385,3.256,2460294.68338,2460294.80334,172.75,8.42398,239.09857,-5.14008,198.18262,0.00246,0.98245,42.99716,13.56406,-40.91594,0.13431,58.93191,4.31284,4.32367,2.35481,2.36098,S
9,2460294.71098,-60.0,-96.92308,3.23,2460294.65771,2460294.77757,172.6,8.37284,238.7752,-5.13745,198.20504,0.00246,0.98245,42.65426,13.51029,-40.57016,0.13227,58.93755,4.24793,4.25853,2.31274,2.3187,S
10,2460294.68527,-60.0,-87.69231,3.205,2460294.63205,2460294.75179,172.43333,8.32018,238.45017,-5.13517,198.22535,0.00246,0.98244,42.31149,13.45536,-40.22482,0.13025,58.94326,4.18346,4.19383,2.27128,2.27703,S
11,2460294.65955,-60.0,-78.46154,3.179,2460294.60639,2460294.72601,172.25,8.26777,238.12675,-5.13261,198.24735,0.00246,0.98243,41.96868,13.40038,-39.8794,0.12824,58.94878,4.11937,4.12953,2.23047,2.23604,S
12,2460294.63384,-60.0,-69.23077,3.153,2460294.58073,2460294.70023,172.08333,8.21406,237.80203,-5.13033,198.26766,0.00246,0.98242,41.62597,13.34439,-39.53437,0.12625,58.95435,4.05573,4.06567,2.19024,2.19562,S
13,2460294.60812,-60.0,-60.0,3.128,2460294.55507,2460294.67444,171.9,8.16058,237.47892,-5.12776,198.28966,0.00246,0.98242,41.28322,13.28834,-39.18926,0.12427,58.95972,3.99248,4.0022,2.15062,2.15582,S
