Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Seen,Source
0,2460234.24779,48.0,-8.0,2.001,2460234.23766,2460234.26045,32.81667,2.02265,237.77915,-3.22977,260.15006,0.00261,0.99454,22.97037,5.25243,22.37091,0.03965,56.09951,1.21194,1.21264,0.01841,0.01876,S,GENERATED
1,2460234.24722,48.0,-7.79592,2.001,2460234.23709,2460234.25987,32.8,2.02219,237.78433,-3.22832,260.14875,0.00261,0.99454,22.96362,5.25051,22.36442,0.03962,56.09925,1.21123,1.21193,0.01787,0.01822,S,GENERATED
2,2460234.24665,48.0,-7.59184,2.0,2460234.23653,2460234.25931,32.8,2.0207,237.79086,-3.22809,260.1488,0.00261,0.99454,22.95692,5.24879,22.35794,0.0396,56.09903,1.21053,1.21123,0.01735,0.01769,S,GENERATED
3,2460234.24608,48.0,-7.38776,1.999,2460234.23596,2460234.25873,32.78333,2.02024,237.79604,-3.22664,260.14749,0.00261,0.99454,22.95018,5.24688,22.35145,0.03958,56.09878,1.20983,1.21052,0.0168,0.01715,S,GENERATED
4,2460234.24551,48.0,-7.18367,1.999,2460234.23539,2460234.25815,32.76667,2.01978,237.80123,-3.22518,260.14618,0.00261,0.99454,22.94343,5.24497,22.34496,0.03955,56.09852,1.20912,1.20981,0.01626,0.0166,S,GENERATED
5,2460234.24493,48.0,-6.97959,1.998,2460234.23483,2460234.25757,32.75,2.01932,237.80641,-3.22373,260.14488,0.00261,0.99454,22.93669,5.24305,22.33847,0.03953,56.09826,1.20841,1.20911,0.01571,0.01606,S,GENERATED
6,2460234.24437,48.0,-6.77551,1.998,2460234.23426,2460234.257,32.75,2.01783,237.81294,-3.2235,260.14493,0.00261,0.99454,22.92999,5.24133,22.33199,0.03951,56.09804,1.20771,1.2084,0.01519,0.01554,S,GENERATED
7,2460234.2438,48.0,-6.57143,1.997,2460234.23369,2460234.25642,32.73333,2.01737,237.81812,-3.22205,260.14362,0.00261,0.99454,22.92325,5.23942,22.3255,0.03949,56.09778,1.207,1.2077,0.01465,0.01499,S,GENERATED
8,2460234.24323,48.0,-6.36735,1.997,2460234.23314,2460234.25584,32.7,2.01562,237.82499,-3.22212,260.14402,0.00261,0.99454,22.91656,5.23774,22.31902,0.03946,56.09757,1.20631,1.207,0.01413,0.01447,S,GENERATED
9,2460234.24266,48.0,-6.16327,1.996,2460234.23257,2460234.25528,32.7,2.01413,237.83152,-3.22189,260.14407,0.00261,0.99454,22.90987,5.23602,22.31255,0.03944,56.09735,1.20561,1.2063,0.01361,0.01395,S,GENERATED
