Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Seen,Source
0,2460294.23859,48.0,-8.0,2.758,2460294.19377,2460294.29461,145.2,8.06824,215.07035,-10.23354,246.44092,0.00246,0.98232,36.19776,18.30179,31.37057,0.09651,58.92513,3.09872,3.10617,2.20579,2.2093,S,GENERATED
1,2460294.23801,48.0,-7.79592,2.757,2460294.19321,2460294.294,145.15,8.06544,215.07182,-10.2301,246.43707,0.00246,0.98232,36.19011,18.29554,31.36525,0.09647,58.92544,3.09747,3.10492,2.20457,2.20809,S,GENERATED
2,2460294.23742,48.0,-7.59184,2.757,2460294.19264,2460294.2934,145.1,8.06263,215.0733,-10.22667,246.43322,0.00246,0.98232,36.18246,18.2893,31.35992,0.09643,58.92576,3.09622,3.10366,2.20336,2.20687,S,GENERATED
3,2460294.23684,48.0,-7.38776,2.756,2460294.19207,2460294.2928,145.05,8.05983,215.07478,-10.22323,246.42937,0.00246,0.98232,36.17481,18.28306,31.35459,0.09639,58.92607,3.09497,3.10241,2.20215,2.20566,S,GENERATED
4,2460294.23626,48.0,-7.18367,2.756,2460294.1915,2460294.29221,145.01667,8.05636,215.07774,-10.22093,246.4268,0.00246,0.98232,36.16722,18.27728,31.34907,0.09635,58.92649,3.09374,3.10117,2.20099,2.20449,S,GENERATED
5,2460294.23568,48.0,-6.97959,2.755,2460294.19094,2460294.29161,144.96667,8.05355,215.07921,-10.21749,246.42295,0.00246,0.98232,36.15957,18.27104,31.34374,0.09631,58.9268,3.09249,3.09991,2.19977,2.20328,S,GENERATED
6,2460294.2351,48.0,-6.77551,2.755,2460294.19037,2460294.29101,144.91667,8.05075,215.08069,-10.21405,246.4191,0.00246,0.98232,36.15192,18.2648,31.33841,0.09627,58.92711,3.09124,3.09866,2.19856,2.20206,S,GENERATED
7,2460294.23452,48.0,-6.57143,2.754,2460294.1898,2460294.29041,144.86667,8.04795,215.08217,-10.21061,246.41525,0.00246,0.98232,36.14427,18.25856,31.33308,0.09623,58.92743,3.08999,3.09741,2.19735,2.20084,S,GENERATED
8,2460294.23393,48.0,-6.36735,2.753,2460294.18924,2460294.2898,144.81667,8.04514,215.08365,-10.20718,246.4114,0.00246,0.98232,36.13662,18.25232,31.32775,0.09619,58.92774,3.08874,3.09615,2.19613,2.19963,S,GENERATED
9,2460294.23335,48.0,-6.16327,2.753,2460294.18867,2460294.2892,144.76667,8.04234,215.08513,-10.20374,246.40755,0.00246,0.98232,36.12897,18.24608,31.32242,0.09615,58.92806,3.0875,3.0949,2.19492,2.19841,S,GENERATED
10,2460294.23277,48.0,-5.95918,2.752,2460294.1881,2460294.28861,144.73333,8.03887,215.08809,-10.20144,246.40498,0.00246,0.98232,36.12137,18.24031,31.31689,0.09611,58.92847,3.08626,3.09366,2.19376,2.19725,S,GENERATED
11,2460294.23219,48.0,-5.7551,2.752,2460294.18753,2460294.28801,144.68333,8.03607,215.08957,-10.198,246.40113,0.00246,0.98232,36.11372,18.23407,31.31156,0.09608,58.92878,3.08502,3.09241,2.19255,2.19604,S,GENERATED
12,2460294.23161,48.0,-5.55102,2.751,2460294.18697,2460294.28741,144.63333,8.03327,215.09105,-10.19456,246.39728,0.00246,0.98232,36.10608,18.22783,31.30623,0.09604,58.92909,3.08377,3.09116,2.19134,2.19482,S,GENERATED
13,2460294.23102,48.0,-5.34694,2.75,2460294.1864,2460294.28681,144.58333,8.03047,215.09253,-10.19113,246.39343,0.00246,0.98232,36.09843,18.22159,31.3009,0.096,58.9294,3.08252,3.0899,2.19013,2.19361,S,GENERATED
14,2460294.23045,48.0,-5.14286,2.75,2460294.18584,2460294.2862,144.51667,8.02683,215.09586,-10.18911,246.39118,0.00246,0.98232,36.09084,18.21594,31.29532,0.09596,58.92984,3.08129,3.08867,2.18899,2.19246,S,GENERATED
15,2460294.22987,48.0,-4.93878,2.749,2460294.18528,2460294.28561,144.48333,8.02336,215.09883,-10.18681,246.38862,0.00246,0.98232,36.08325,18.21017,31.28979,0.09592,58.93025,3.08006,3.08743,2.18783,2.1913,S,GENERATED
16,2460294.22929,48.0,-4.73469,2.749,2460294.18471,2460294.28501,144.43333,8.02056,215.10031,-10.18337,246.38476,0.00246,0.98232,36.0756,18.20393,31.28446,0.09588,58.93056,3.07882,3.08618,2.18662,2.19009,S,GENERATED
17,2460294.22871,48.0,-4.53061,2.748,2460294.18414,2460294.28441,144.38333,8.01776,215.10179,-10.17993,246.38091,0.00246,0.98232,36.06795,18.19769,31.27913,0.09584,58.93087,3.07757,3.08493,2.18541,2.18887,S,GENERATED
18,2460294.22812,48.0,-4.32653,2.748,2460294.18358,2460294.28381,144.33333,8.01496,215.10327,-10.1765,246.37706,0.00246,0.98232,36.0603,18.19146,31.27379,0.0958,58.93118,3.07632,3.08368,2.1842,2.18766,S,GENERATED
19,2460294.22754,48.0,-4.12245,2.747,2460294.18301,2460294.28321,144.28333,8.01216,215.10475,-10.17306,246.37321,0.00246,0.98232,36.05265,18.18522,31.26846,0.09576,58.93149,3.07508,3.08243,2.18299,2.18645,S,GENERATED
20,2460294.22696,48.0,-3.91837,2.746,2460294.18244,2460294.2826,144.23333,8.00937,215.10623,-10.16962,246.36936,0.00246,0.98232,36.04501,18.17899,31.26312,0.09572,58.93181,3.07383,3.08118,2.18178,2.18523,S,GENERATED
21,2460294.22638,48.0,-3.71429,2.746,2460294.18187,2460294.28201,144.2,8.0059,215.1092,-10.16732,246.36679,0.00246,0.98232,36.03741,18.17322,31.25759,0.09568,58.93221,3.0726,3.07994,2.18062,2.18407,S,GENERATED
22,2460294.2258,48.0,-3.5102,2.745,2460294.18131,2460294.28141,144.15,8.0031,215.11068,-10.16389,246.36294,0.00246,0.98232,36.02976,18.16699,31.25226,0.09564,58.93252,3.07136,3.07869,2.17941,2.18286,S,GENERATED
23,2460294.22522,48.0,-3.30612,2.745,2460294.18074,2460294.28081,144.1,8.0003,215.11216,-10.16045,246.35909,0.00246,0.98232,36.02211,18.16075,31.24692,0.0956,58.93283,3.07011,3.07744,2.1782,2.18165,S,GENERATED
24,2460294.22463,48.0,-3.10204,2.744,2460294.18017,2460294.28021,144.05,7.99751,215.11365,-10.15701,246.35524,0.00246,0.98232,36.01447,18.15452,31.24159,0.09557,58.93314,3.06887,3.07619,2.17699,2.18044,S,GENERATED
25,2460294.22405,48.0,-2.89796,2.743,2460294.17961,2460294.27961,144.0,7.99471,215.11513,-10.15358,246.35138,0.00246,0.98232,36.00682,18.14829,31.23625,0.09553,58.93345,3.06763,3.07494,2.17578,2.17923,S,GENERATED
