Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Cloud Level,Seen,Method,Methods,Visibility,Source,Cloud cover,Distance
1276,2459907.0515,34.64229,50.88012,29.101,2459907.06094,2459907.03971,-30.56667,-3.66674,247.05947,1.68982,243.61912,0.00246,0.98511,6.36526,5.35656,-3.44035,0.00308,59.53807,0.1,0.09989,-0.58555,-0.58562,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOP23,-4,-4.0
1277,2459907.09809,32.3636,35.56124,29.148,2459907.10688,2459907.08711,-28.46667,-3.53508,247.22498,1.59473,244.48527,0.00246,0.9851,5.81496,5.12981,-2.73971,0.00257,59.57417,0.08352,0.08343,-0.61843,-0.61848,0.0,Seen,Seen_ccd,Seen_ccd,0.25,ICOP23,7,318238.75124671316
1278,2459907.05278,25.22548,55.17095,29.102,2459907.06201,2459907.04123,-29.93333,-3.94856,248.91761,1.93904,246.32415,0.00246,0.98511,6.43288,5.8876,-2.59346,0.00315,59.51934,0.1021,0.10198,-0.53115,-0.53122,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOP23,-4,-4.0
1279,2459937.18615,33.40379,6.82645,0.258,2459937.18744,2459937.18454,-4.18333,-0.95451,236.4804,-0.49031,241.92467,0.0024,0.9813,5.46358,0.4642,5.44428,0.00227,61.12264,0.07566,0.07563,-1.08987,-1.08988,0.0,Not_seen,Not_seen,Not_seen,0.0,ICOP23,-4,-4.0
1280,2459937.22148,10.51829,7.43599,0.293,2459937.2185,2459937.22522,9.68333,0.54603,241.73201,-1.80331,246.50239,0.0024,0.9813,5.31696,2.34935,4.77038,0.00215,61.13575,0.07167,0.07168,-0.90384,-0.90383,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOP23,-4,-4.0
1281,2459936.9669,32.22288,-110.97485,0.039,2459936.51646,2459937.52994,1459.41667,-41.86544,99.79777,-39.10641,95.35693,0.0024,0.9813,4.36012,2.75903,-4.44084,0.00145,45.48331,0.03586,0.03555,-0.88523,-0.88542,0.0,Not_seen,Not_seen,Not_seen,0.0,ICOP23,-4,-4.0
1282,2459938.20816,33.40379,6.82645,1.28,2459938.18782,2459938.23359,65.9,5.37745,232.28808,-6.32976,246.06689,0.0024,0.98136,18.0621,11.70721,13.77881,0.02464,60.91241,0.81781,0.81917,0.4607,0.46142,0.0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1.0,ICOP23,-4,-4.0
1283,2459938.20565,35.55442,6.17677,1.277,2459938.18575,2459938.23052,64.46667,5.02177,231.15867,-6.04411,245.45619,0.0024,0.98136,18.06156,11.06587,14.29753,0.02464,60.94712,0.81823,0.8195,0.39679,0.39746,0.0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1.0,ICOP23,-4,-4.0
1284,2459937.90996,-35.29759,149.10127,0.982,2459937.8883,2459937.93704,70.18333,5.98982,241.75193,-6.21837,235.46835,0.00239,0.98133,13.72493,12.2082,-6.28358,0.01428,60.86759,0.47352,0.4744,0.32117,0.32167,0.0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1.0,ICOP23,7,8963.922607805789
1285,2459938.09706,26.1742,50.54734,1.169,2459938.07802,2459938.12086,61.68333,5.63519,235.84893,-6.43283,247.0386,0.0024,0.98135,16.44313,12.06803,11.18968,0.02045,60.89675,0.67857,0.67975,0.4216,0.42225,0.5,Seen,Seen_ccd,Seen_ccd,0.25,ICOP23,-4,-4.0
1286,2459937.9879,23.7644,90.38902,1.06,2459937.97084,2459938.00921,55.25,5.14971,237.0171,-5.95806,247.00962,0.0024,0.98133,14.93033,11.10777,9.99252,0.01688,60.95223,0.56064,0.56153,0.26032,0.26082,0.0,Not_seen,Not_seen,Not_seen,0.0,ICOP23,-4,-4.0
1287,2459938.14517,30.04439,31.23573,1.217,2459938.12566,2459938.16955,63.2,5.45533,234.09304,-6.33535,246.57275,0.0024,0.98135,17.15237,11.79068,12.47971,0.02224,60.91113,0.73809,0.73934,0.42625,0.42692,0.5,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1.0,ICOP23,4,18642.04793936832
1288,2459938.14449,30.78337,30.99825,1.216,2459938.12512,2459938.1687,62.76667,5.34736,233.75977,-6.24936,246.42198,0.0024,0.98135,17.15393,11.59672,12.66222,0.02224,60.92205,0.73836,0.73958,0.40699,0.40765,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOP23,4,81901.48209440189
1289,2459938.1396,47.1209,18.86311,1.211,2459938.12427,2459938.15876,49.66667,2.61732,223.24823,-3.99306,239.32584,0.0024,0.98135,17.37418,6.61039,16.07762,0.02281,61.12496,0.75982,0.76043,-0.08006,-0.07973,0.5,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75,ICOP23,8,171368.3552272236
1290,2459937.99605,2.01026,98.39977,1.068,2459937.97642,2459938.02058,63.58333,6.94104,242.51724,-7.3121,246.65045,0.0024,0.98134,14.83735,14.25314,4.13321,0.01667,60.75035,0.55188,0.55306,0.56996,0.57062,0.0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1.0,ICOP23,7,74210.73545626334
1291,2459938.0829,32.0116,51.86517,1.155,2459938.06507,2459938.10519,57.76667,4.77294,233.38345,-5.73312,245.9096,0.0024,0.98134,16.33495,10.50606,12.52615,0.02018,60.98136,0.67066,0.67165,0.26108,0.26162,0.5,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1.0,ICOP23,-4,-4.0
